no,username,testId,topic,Wishlist,About Me,School Supplies,Things To Do,Best Friend,CITY_TOWN,WEATHER,FAMILY,CELEBRATIONS
205,P2902453,2105118,WEATHER,0.034565104,0.086200484,0.012531052,0.082787345,0.044877967,0.132739018,0.31530677,0.076604786,0.11033681
206,P2902453,2105118,CELEBRATIONS,0.031901162,0.076532827,0.019142184,0.047277106,0.032841095,0.092823094,0.138946465,0.104764016,0.308457208
207,P2902453,2105118,CITY_TOWN,0.033613199,0.036880808,0.014823995,0.03694875,0.018916663,0.196737325,0.092629583,0.043092895,0.047884311
208,P2991446,2189638,WEATHER,0.050798079,0.084991112,0.01915366,0.055049529,0.041815528,0.097658656,0.210354544,0.070599667,0.084279261
209,P2991446,2189638,CELEBRATIONS,0.044596471,0.096032615,0.030832204,0.054568043,0.043308595,0.129598023,0.117142086,0.097432275,0.322810376
210,P2991446,2189638,CITY_TOWN,0.050553626,0.073378029,0.037708372,0.030464704,0.036662976,0.279104036,0.100127291,0.075265674,0.070449334
211,Q3146647,2337568,CITY_TOWN,0.007851919,0.010649284,0.033724565,0.003963741,0.019758303,0.103713556,0.001883195,0.007392566,0.00175183
212,Q3146647,2337568,WEATHER,0.016908216,0.060421422,0.004426772,0.044552645,0.029443804,0.055602852,0.114957542,0.03198213,0.037750776
213,Q3146647,2337568,CELEBRATIONS,0.010364368,0.035653128,0.008433099,0.022353361,0.025402558,0.022312328,0.046190798,0.027075313,0.155407089
214,Q3227235,2410455,CELEBRATIONS,0.034795853,0.114125709,0.021299824,0.073049251,0.059542071,0.120278256,0.17084469,0.109426972,0.3595907
215,Q3227235,2410455,CITY_TOWN,0.039146384,0.096764853,0.018775102,0.075003664,0.059091735,0.250172611,0.190999985,0.092403847,0.107255033
216,Q3227235,2410455,WEATHER,0.053936593,0.105315678,0.021844223,0.07480379,0.055940337,0.145429228,0.368943374,0.089184906,0.130452446
217,Q3230996,2413800,CITY_TOWN,0.002241472,0.021890074,0.002915699,0.003750891,0.02738265,0.05191017,0.030898086,0.036912035,0.019893101
218,Q3230996,2413800,FAMILY,0.009044211,0.052949616,0.007808136,0.016277347,0.046984678,0.053950071,0.053554041,0.1444424,0.061568626
219,Q3230996,2413800,WEATHER,0.009982699,0.048066789,0.003344222,0.013741731,0.022527085,0.037924706,0.106995128,0.05048108,0.04596484
220,S2681351,1906697,CELEBRATIONS,0.025098025,0.077105909,0.009601181,0.0467774,0.036912002,0.081475562,0.099233487,0.098267061,0.325530936
221,S2681351,1906697,CITY_TOWN,0.013589816,0.04746397,0.013504784,0.024683352,0.017322408,0.152327627,0.075029103,0.043477915,0.041696155
222,S2681351,1906697,WEATHER,0.021628249,0.092088473,0.01514433,0.054041624,0.078319037,0.131501928,0.270240103,0.112316374,0.110967029
223,S2889910,2093249,CITY_TOWN,0.01272024,0.050188826,0.009167314,0.014084129,0.052682212,0.165339714,0.070715059,0.07318345,0.047745762
224,S2889910,2093249,WEATHER,0.015062258,0.071123879,0.003314562,0.076475322,0.033887923,0.04508213,0.133225558,0.035860873,0.035558072
225,S2889910,2093249,FAMILY,0.026005284,0.159091701,0.013426238,0.063863561,0.083458384,0.124936711,0.146529686,0.407748824,0.140866903
226,S2965055,2164649,CELEBRATIONS,0.007939709,0.050725959,0.002050624,0.043883621,0.018460563,0.029363995,0.04418384,0.073241339,0.162477801
227,S2965055,2164649,CITY_TOWN,0.013582805,0.015498538,0.02008118,0.009293837,0.017080453,0.133553519,0.002733133,0.009194354,0.000783812
228,S2965055,2164649,WEATHER,0.01372595,0.082860651,0.003596621,0.059772352,0.033291702,0.042772582,0.15678784,0.06521448,0.060097194
229,S3229162,2412284,FAMILY,0.027706223,0.066259781,0.023345982,0.030138539,0.041896323,0.092922794,0.076700886,0.208502692,0.077773478
230,S3229162,2412284,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
231,S3229162,2412284,WEATHER,0.029446289,0.067496272,0.014766762,0.047655299,0.041582754,0.130462906,0.324050739,0.083106745,0.121959476
232,S3243501,2425181,WEATHER,0.032265617,0.137210886,0.009293896,0.15323162,0.038712757,0.091508927,0.236911826,0.140794889,0.143289183
233,S3243501,2425181,CITY_TOWN,0.025740707,0.107763216,0.01037215,0.070693245,0.024203629,0.139438978,0.144258181,0.090242853,0.056865639
234,S3243501,2425181,FAMILY,0.01976227,0.159605512,0.019849058,0.040398963,0.026168762,0.058990632,0.074929053,0.207241275,0.054095938
235,S3243769,2425444,CITY_TOWN,0,0.005249658,0.003321391,0,0.002924315,0.034278491,0.005535742,0.002985657,0.001416315
236,S3243769,2425444,FAMILY,0.007270802,0.029678385,0.005659141,0.023832273,0.016668541,0.030882988,0.037385439,0.117749881,0.051113972
237,S3243769,2425444,WEATHER,0.014767901,0.054211971,0.002739837,0.022695995,0.008566018,0.026872478,0.089326377,0.053380063,0.057783623
238,T2822138,2028351,CELEBRATIONS,0.036964168,0.087829981,0.024967912,0.059822515,0.038993681,0.084010044,0.111636777,0.117940247,0.318285312
239,T2822138,2028351,CITY_TOWN,0.042181078,0.074080644,0.025164635,0.028411238,0.043470961,0.259959155,0.104217689,0.079876611,0.066469217
240,T2822138,2028351,WEATHER,0.034987147,0.084529324,0.012599518,0.05811236,0.055469554,0.116886146,0.266810814,0.079555461,0.112318292
241,T3272461,2450432,WEATHER,0.009467828,0.024561715,0.003780429,0.009362976,0.007551149,0.041491936,0.104797132,0.02022462,0.037841828
242,T3272461,2450432,CITY_TOWN,0.018833187,0.0581183,0.010186301,0.033839013,0.032222358,0.198706226,0.109204603,0.059749705,0.065684055
243,T3272461,2450432,CELEBRATIONS,0.026356044,0.063479402,0.017033326,0.021472099,0.026720534,0.108223249,0.091510901,0.061991905,0.189349476
244,T3272529,2450500,CITY_TOWN,0.013992531,0.036693115,0.018293126,0.03086253,0.037359974,0.181815115,0.103788609,0.048766073,0.077597575
245,T3272529,2450500,WEATHER,0.03740559,0.079113049,0.019530545,0.043497917,0.055564076,0.149397544,0.331962306,0.095169884,0.130480888
246,T3272529,2450500,CELEBRATIONS,0.021652777,0.047956725,0.019365805,0.042317735,0.041371438,0.120117385,0.126696795,0.050184602,0.247441304
247,U3043229,2238702,CELEBRATIONS,0.011613112,0.055130394,0.003820672,0.029701599,0.036964887,0.059724828,0.077419627,0.086372405,0.266056832
248,U3043229,2238702,CITY_TOWN,0.015695334,0.0641022,0.007061166,0.021607897,0.031554914,0.170191111,0.075929348,0.063043093,0.059666115
249,U3043229,2238702,WEATHER,0.012864374,0.0305203,0.013212812,0.015468647,0.023571592,0.063431497,0.120038522,0.031897314,0.046372484
250,U3175471,2364228,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
251,U3175471,2364228,FAMILY,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
252,U3175471,2364228,WEATHER,0.000959748,0.015342244,0.001248437,0.001606047,0.036719894,0.017977879,0.069647013,0.021766845,0.018448451
253,U3242989,2424693,CITY_TOWN,0.022328763,0.04151722,0.01241843,0.014581339,0.021106435,0.169311302,0.052300841,0.047109539,0.046747564
254,U3242989,2424693,FAMILY,0.01213132,0.103317278,0.020559403,0.024463272,0.043345953,0.083444612,0.075773921,0.257359716,0.080727744
255,U3242989,2424693,WEATHER,0.037510416,0.075071092,0.011837476,0.065531099,0.032430422,0.115241266,0.355012847,0.068446597,0.069810932
256,V3206205,2391661,CELEBRATIONS,0.018020823,0.077793536,0.017885696,0.050036369,0.046299928,0.106853809,0.143629252,0.085597234,0.379608703
257,V3206205,2391661,CITY_TOWN,0.02043136,0.078122712,0.016007683,0.03189381,0.058933685,0.313053662,0.116490534,0.09039563,0.102027979
258,V3206205,2391661,WEATHER,0.019255487,0.090396641,0.014493205,0.062340068,0.050568494,0.122856195,0.284740137,0.086939286,0.153863213
259,V3242993,2424697,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
260,V3242993,2424697,FAMILY,0.024117104,0.153366718,0.014345321,0.066277854,0.054812744,0.102230651,0.165170712,0.334913436,0.121842713
261,V3242993,2424697,WEATHER,0.045802643,0.097211803,0.01660615,0.094048791,0.037724451,0.132937075,0.413887845,0.08875322,0.08830738
262,V3246581,2428164,WEATHER,0.02512503,0.066347578,0.007872321,0.052965317,0.033153046,0.105450439,0.264177661,0.051645454,0.066079942
263,V3246581,2428164,CITY_TOWN,0.018107511,0.017252703,0.006726364,0.006629654,0.025292992,0.109698682,0.006666258,0.017667166,0.001288229
264,V3246581,2428164,FAMILY,0.01249057,0.041719033,0.007268211,0.011793476,0.028104144,0.024667489,0.008898054,0.13941505,0.003893135
265,W2828456,2034428,WEATHER,0.036296481,0.111941135,0.023532203,0.084596344,0.039657295,0.097765854,0.272079983,0.074438677,0.088571944
266,W2828456,2034428,CELEBRATIONS,0.01428205,0.048061436,0.010092076,0.026022024,0.025108708,0.0600011,0.073618056,0.061370353,0.216484759
267,W2828456,2034428,CITY_TOWN,0.037327011,0.04481288,0.040962569,0.027321331,0.023523474,0.244787981,0.073315386,0.037064548,0.07265663
268,W3146649,2337570,CELEBRATIONS,0.023602022,0.101451339,0.015096915,0.053649481,0.03199975,0.072402101,0.096284048,0.071761864,0.218131283
269,W3146649,2337570,WEATHER,0.02949794,0.111692594,0.024204202,0.052025497,0.055081667,0.126357975,0.255149199,0.100889037,0.110781208
270,W3146649,2337570,CITY_TOWN,0.039400006,0.137645441,0.020705612,0.069079584,0.067049662,0.291952161,0.169119093,0.129170963,0.110401915
271,W3156472,2346694,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
272,W3156472,2346694,FAMILY,0.01319296,0.044296407,0.009088267,0.015833425,0.025887205,0.039460945,0.048679467,0.230786791,0.044822455
273,W3156472,2346694,WEATHER,0.013765383,0.054096565,0.003899012,0.047542376,0.013973429,0.048469291,0.211461733,0.035777418,0.039092577
274,X2949977,2150382,CITY_TOWN,0.02215556,0.043117006,0.014633162,0.016213477,0.035661736,0.147070842,0.060210607,0.061120705,0.030638977
275,X2949977,2150382,FAMILY,0.020997087,0.093067411,0.022384861,0.0276147,0.05047207,0.07179116,0.079106311,0.284422022,0.078504723
276,X2949977,2150382,WEATHER,0.015289496,0.026128323,0.003828917,0.009545559,0.014469662,0.038365136,0.091850154,0.038342787,0.029900734
277,X3198675,2384755,CITY_TOWN,0,0.005676963,0,0,0.012649379,0.013416241,0,0,0
278,X3198675,2384755,CELEBRATIONS,0.009820336,0.054422651,0.004008495,0.03206669,0.021194158,0.05185204,0.071895648,0.087866856,0.248442821
279,X3198675,2384755,WEATHER,0.016079775,0.08893191,0.003331635,0.080655405,0.021645725,0.041333761,0.224181911,0.027749254,0.036656335
280,X3244812,2426480,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
281,X3244812,2426480,FAMILY,0.014110524,0.088488756,0.011395725,0.02966107,0.066526362,0.065406243,0.072157471,0.324468487,0.097168128
282,X3244812,2426480,WEATHER,0.039319792,0.078741935,0.016702888,0.041722901,0.030353203,0.096320859,0.201120774,0.096758283,0.108526991
283,X3259071,2438720,FAMILY,0.027768166,0.088183328,0.01550074,0.063596236,0.025894857,0.076009034,0.09218147,0.273551099,0.101487913
284,X3259071,2438720,WEATHER,0.026334211,0.074273487,0.005468038,0.066320727,0.030300337,0.059014201,0.194172675,0.056058887,0.062329391
285,X3259071,2438720,CITY_TOWN,0.009563271,0.01357762,0.008124125,0.006155827,0.015023681,0.159958713,0.006239963,0.020058547,0.003310664
286,Y3093224,2287548,CITY_TOWN,0.011244617,0.018953304,0.010645292,0.015236991,0.009815279,0.121059251,0.032898083,0.01440052,0.016945527
287,Y3093224,2287548,WEATHER,0.0186473,0.041259798,0.006612422,0.018274302,0.021849912,0.059812526,0.164723228,0.052784335,0.050993101
288,Y3093224,2287548,CELEBRATIONS,0.019924085,0.04732591,0.011359533,0.016656554,0.019369194,0.045379868,0.049276272,0.039115539,0.17357276
289,Y3117210,2310557,WEATHER,0.014115265,0.053323943,0.011438536,0.046088329,0.030897426,0.063583907,0.171533818,0.043409486,0.072251032
290,Y3117210,2310557,CITY_TOWN,0.020598648,0.079854229,0.003593658,0.094402262,0.025042037,0.109835671,0.077865687,0.048233341,0.060917754
291,Y3117210,2310557,FAMILY,0.018387083,0.138233637,0.006504835,0.082765964,0.030500455,0.055827452,0.104279558,0.21884775,0.081063292
292,Y3245913,2427568,CITY_TOWN,0.024819871,0.018203275,0.018081175,0.00885141,0.033294242,0.13787194,0.004659108,0.019529472,0.003202455
293,Y3245913,2427568,WEATHER,0.026444969,0.104912953,0.0062687,0.088793259,0.038015893,0.081649381,0.30944965,0.072932964,0.080612869
294,Y3245913,2427568,FAMILY,0.014643118,0.047016464,0.016495739,0.016409717,0.036797223,0.042814452,0.012510136,0.221982979,0.006309878
295,Z3115214,2308561,CITY_TOWN,0.015932663,0.054325482,0.016945955,0.03024226,0.034328426,0.145959855,0.067051495,0.052249475,0.047461356
296,Z3115214,2308561,FAMILY,0.011175564,0.140247805,0.012435147,0.021519653,0.067547178,0.065191686,0.06207852,0.214851501,0.071577393
297,Z3115214,2308561,WEATHER,0.030744142,0.090347277,0.011013022,0.061449252,0.045989485,0.068166971,0.188224926,0.062863187,0.071734416
298,Z3206200,2391656,WEATHER,0.022017283,0.088392952,0.009426152,0.084060315,0.034547046,0.07082195,0.195803171,0.035054754,0.078162251
299,Z3206200,2391656,CITY_TOWN,0.019919901,0.03907719,0.030836696,0.024458424,0.025828187,0.236122999,0.0780466,0.058706756,0.048002422
300,Z3206200,2391656,CELEBRATIONS,0.031461543,0.085414986,0.014935061,0.045390783,0.038804943,0.091294327,0.112218743,0.119636236,0.294808599
