,Username,Testid,Version,Response,Score
71642,E3158174,2348395.0,A1,<p>Holla mi llamo Kayleigh. Me gusta la primavera. Me gusta cocinar. Me gusta dibujar. Me gusta leer. </p>,N-MM
71644,E3158174,2348395.0,A1,<p>Me gusta leer en la biblioteca</p><p>Me gusta estudiar en la escuela</p><p>Me gusta montar en bicicleta en la parke</p>,N-SE
74155,E3243783,2425458.0,A1,"<p>en mi cite new york, juegos con beisbol y juegos con futbol y juegos con futbol americano.</p>",N-MM
74157,E3243783,2425458.0,A1,"<p>mi favorito season es spring, es me papas compleanos,  mi familia celabrato papas compleanos. doce reason es marcrador weather. tres reason jeugo con beisbol.</p>",N-MM
74158,E3243783,2425458.0,A1,"<p>mi familia es cinco personas. mi papa es cuarenta y ocho anos, senor peter juegos con futbol americano y juegos con beisbol. </p><p>mi mama es cuarenta y seite anos, senora clara hace gymnasticas y cooks en casa</p><p>mi es once anos, mi senor will. mi juego con beisbol y futbol americano</p>",N-MF
74161,E3243783,2425458.0,A1,"<p>mi familia es cinco personas. mi papa es cuarenta y ocho anos, senor peter juegos con futbol americano y juegos con beisbol. </p><p>mi mama es cuarenta y seite anos, senora clara hace gymnasticas y cooks en casa</p><p>mi es once anos, mi senor will. mi juego con beisbol y futbol americano</p>",N-MF
74162,E3243783,2425458.0,A1,"<p>mi favorito season es spring, es me papas compleanos,  mi familia celabrato papas compleanos. doce reason es marcrador weather. tres reason jeugo con beisbol.</p>",N-MM
74164,E3243783,2425458.0,A1,"<p>en mi cite new york, juegos con beisbol y juegos con futbol y juegos con futbol americano.</p>",N-MM
74166,E3243799,2425474.0,A1,"<p>Mi favborito, season es summer y es mucho caliente y i like to huego en el casa y huega en vacaion </p>",N-SE
74168,E3243799,2425474.0,A1,"<p>hola me llamo sheyennne, some places you can go in westport CT are, </p><p>sucri,</p>",N-NE
74170,E3243799,2425474.0,A1,"<p></p><p>Hola me llamo sheyenne, en me famillia seis personas, uno en me mama ella es mucho kind, dos me papa faborito thing to do is playing with y cico kids, theress mi sibling together are mucho fun to play with. </p>",N-SE
74173,E3243799,2425474.0,A1,"<p></p><p>Hola me llamo sheyenne, en me famillia seis personas, uno en me mama ella es mucho kind, dos me papa faborito thing to do is playing with y cico kids, theress mi sibling together are mucho fun to play with. </p>",N-MM
74175,E3243799,2425474.0,A1,"<p>hola me llamo sheyennne, some places you can go in westport CT are, </p><p>sucri,</p>",N-NE
74177,E3243799,2425474.0,A1,"<p>Mi favborito, season es summer y es mucho caliente y i like to huego en el casa y huega en vacaion </p>",N-MM
75373,F2819202,2025466.0,A1,"<p>Hola,</p><p>      En el cassa escucho musica. En el resterante comer. En el escuela estudiar y libro. En el himnassio practicar deportes con amigos. En el officina escuchio el miestro. En el cafateriá comer con amigos.<br></p><p>                                                                                                                                                                                                                        Audios</p>",N-MF
75375,F2819202,2025466.0,A1,<p>Me gusta libro es favorito. Me gusta comer es muy delicioso. Me gusta trabaho. Yo practico deportes es muy interestante. No me gusta bilar no es favorito. No me gusta estudiar es muy uninterestante. </p>,N-MF
75376,F2819202,2025466.0,A1,"<p>Hola, </p><p>    Me cassa es cafe y grande. Yo vivo con mi madre, Padre, tres hermanos, una hermanas y perro. Me hermanos gusta videohuegos y comar en la camas. Me hermana gusta deportes y libras y television. me madres llama es Cassie. me Padre llama es Jason. me hermanos llamas es Riley, Kyson y Ashton. me hermana llama es Jordynn. Riley en tanga catroce años. Ashton es tenga once años. Kyson es tangs sieta años. Jordynn es tanga ocho años </p><p>                                                                                                                                                                                                                          Audios</p>",N-MF
75379,F2819202,2025466.0,A1,"<p>Hola, </p><p>    Me cassa es cafe y grande. Yo vivo con mi madre, Padre, tres hermanos, una hermanas y perro. Me hermanos gusta videohuegos y comar en la camas. Me hermana gusta deportes y libras y television. me madres llama es Cassie. me Padre llama es Jason. me hermanos llamas es Riley, Kyson y Ashton. me hermana llama es Jordynn. Riley en tanga catroce años. Ashton es tenga once años. Kyson es tangs sieta años. Jordynn es tanga ocho años </p><p>                                                                                                                                                                                                                          Audios</p>",N-MF
75380,F2819202,2025466.0,A1,<p>Me gusta libro es favorito. Me gusta comer es muy delicioso. Me gusta trabaho. Yo practico deportes es muy interestante. No me gusta bilar no es favorito. No me gusta estudiar es muy uninterestante. </p>,N-MF
75382,F2819202,2025466.0,A1,"<p>Hola,</p><p>      En el cassa escucho musica. En el resterante comer. En el escuela estudiar y libro. En el himnassio practicar deportes con amigos. En el officina escuchio el miestro. En el cafateriá comer con amigos.<br></p><p>                                                                                                                                                                                                                        Audios</p>",N-MF
75516,F2822098,2028311.0,A2,"<p>Mi holiday favorito es El Día de Brujas. En días leading up to it, me gusta mirar la movies de horror. Y en El Día de Brujas, puede comer dulcés muchos.</p>",N-MF
75517,F2822098,2028311.0,A2,"<p>Hola sir,</p><p>Muchos emocionado se visitarte. Triste, hay no muchos places interesante en Eureka. Sin embargo, hay numero pequeño de cosas. Tenemos some restaurantes that tienen comidas delicioso. También hay un Wal-Mart, pero no restaurantes pequeños en ló like other ones. </p><p>Buenos días,</p><p>Chris<br></p>",N-MF
75520,F2822098,2028311.0,A2,"<p>En Missouri, el weather es muy strange. En un día, es el sól. Then en another, es lloravo. Mi weather favorito es cuando es cloudy outside, pero hay no lloravo. No sé qué, pero me hacerse felíz.</p>",N-MM
75523,F2822098,2028311.0,A2,"<p>En Missouri, el weather es muy strange. En un día, es el sól. Then en another, es lloravo. Mi weather favorito es cuando es cloudy outside, pero hay no lloravo. No sé qué, pero me hacerse felíz.</p>",N-NE
75526,F2822098,2028311.0,A2,"<p>Hola sir,</p><p>Muchos emocionado se visitarte. Triste, hay no muchos places interesante en Eureka. Sin embargo, hay numero pequeño de cosas. Tenemos some restaurantes that tienen comidas delicioso. También hay un Wal-Mart, pero no restaurantes pequeños en ló like other ones. </p><p>Buenos días,</p><p>Chris<br></p>",N-MF
75527,F2822098,2028311.0,A2,"<p>Mi holiday favorito es El Día de Brujas. En días leading up to it, me gusta mirar la movies de horror. Y en El Día de Brujas, puede comer dulcés muchos.</p>",N-MM
75625,F2824101,2030248.0,A1,"<p>¡Hola, Daniel! ¿Como estás? En los ciudades en el Estados Unidos tiene muchos restuarantes como McDonalds, Dairy Queen, y Taco Time. Tambien, hay muchos fabricas como los fabricas de carros y ropa. También, hay muchos oficinas en los ciudades y siempre hay luces en el noche y en el día. Mi parte favorito de los ciudades son los parkes verdes y grandes con muchos actividades como usar bicicleta o jugar con mi amigos. En los parkes de los ciudades casi siempre hay un vendor de helado y el helado es uno de mis comidas favoritas. También me encanta a correr alrededor de los parkes cuando el sol es brillante y es calido afuera. Durante el Navidad en los ciudades hay arboles de navidad en muchos lugares locales diferentes. ¡Adios, Daniel!<br></p>",N-MF
75627,F2824101,2030248.0,A1,"<p>Carida Penelope,</p><p>Mi favorito parte del año es el verano. El verano en mi pueblo es fantastico para los actividades como nadar en los lagos, vas alrededor el pueblo en bicicleta, y vas a actividades con sús amigos. Nadar en los lagos es muy divertido porque hay muchos lagos diferentes como un lago se llama Magic, un lago se llama Anderson, un lago se llama Redfish, y un lago se llama Alturas. Mi lago favorito es Magic porque pueden saltar en el agua frío y me encanta jugar en la agua fría. Tambien, Redfish es increible porque hay una vendor de helado y los montañas estan muy extraños. En todos los lagos hay mucho sol y es perfecto para nadar. Me gusta vas alrededor el pueblo en bicicleta en las noches calidos del verano. Es muy divertido a usar mi bicicleta en el verano con mis amigos. Mis amigos se llamas Anna, Charlotte, Paityn, y Mackenzie y me encanta jugar con ellos. Los actividades en el B.C.R.D. estan fantastico a hacer con sús amigos porque pueden nadar en agua calida con otras niños y niñas. </p><p>Sinceremente Kelly.  </p>",N-MF
75628,F2824101,2030248.0,A1,"<p>Hola! ¿Como estas? ¿Se llama Pedro, verdad? Me llamo Kelly Hope Vincent y tengo 10 años. Tengo el pelo largo y negro. Tengo 2 hermanos y 1 hermano. Ellos se llama Carmen, Ben, y Gary. Carmen encanta a bailar y es una jefe fantastico. Ella tiene 13 años y sú amigo mejor se llama Mia. Ben tiene muchos amigos se llaman Thomas, Johnny, Marcus, Lloyd, Nico, y hay muchos más. Él tiene 7 años y encanta a jugar fútbol con sús amigos. Gary es 17 y tiene sú propio telefono. Él casi siempre es en sú cuarto y tiene mucho tarea. Mi mamá se llama Lily y ella es una doctor para los chicos. Ella tiene 43 años y ella dice que nosotros siempre nesesitas comida saludable. Mi papá se llama George y él tiene 46 años. Él es un maestro en tercero grado. Él es muy amigable y algunos veces tiene que viajar para sú trabajo. Nosotros vivimos en una casa grande con 6 cuatos, 3 baños, y una oficina. Mi parte favorito de mi casa es la cocna porque hay muchos comidas exoticós ahí. Adiós, Pedro.      </p>",N-MF
75631,F2824101,2030248.0,A1,"<p>Hola! ¿Como estas? ¿Se llama Pedro, verdad? Me llamo Kelly Hope Vincent y tengo 10 años. Tengo el pelo largo y negro. Tengo 2 hermanos y 1 hermano. Ellos se llama Carmen, Ben, y Gary. Carmen encanta a bailar y es una jefe fantastico. Ella tiene 13 años y sú amigo mejor se llama Mia. Ben tiene muchos amigos se llaman Thomas, Johnny, Marcus, Lloyd, Nico, y hay muchos más. Él tiene 7 años y encanta a jugar fútbol con sús amigos. Gary es 17 y tiene sú propio telefono. Él casi siempre es en sú cuarto y tiene mucho tarea. Mi mamá se llama Lily y ella es una doctor para los chicos. Ella tiene 43 años y ella dice que nosotros siempre nesesitas comida saludable. Mi papá se llama George y él tiene 46 años. Él es un maestro en tercero grado. Él es muy amigable y algunos veces tiene que viajar para sú trabajo. Nosotros vivimos en una casa grande con 6 cuatos, 3 baños, y una oficina. Mi parte favorito de mi casa es la cocna porque hay muchos comidas exoticós ahí. Adiós, Pedro.      </p>",N-MF
75632,F2824101,2030248.0,A1,"<p>Carida Penelope,</p><p>Mi favorito parte del año es el verano. El verano en mi pueblo es fantastico para los actividades como nadar en los lagos, vas alrededor el pueblo en bicicleta, y vas a actividades con sús amigos. Nadar en los lagos es muy divertido porque hay muchos lagos diferentes como un lago se llama Magic, un lago se llama Anderson, un lago se llama Redfish, y un lago se llama Alturas. Mi lago favorito es Magic porque pueden saltar en el agua frío y me encanta jugar en la agua fría. Tambien, Redfish es increible porque hay una vendor de helado y los montañas estan muy extraños. En todos los lagos hay mucho sol y es perfecto para nadar. Me gusta vas alrededor el pueblo en bicicleta en las noches calidos del verano. Es muy divertido a usar mi bicicleta en el verano con mis amigos. Mis amigos se llamas Anna, Charlotte, Paityn, y Mackenzie y me encanta jugar con ellos. Los actividades en el B.C.R.D. estan fantastico a hacer con sús amigos porque pueden nadar en agua calida con otras niños y niñas. </p><p>Sinceremente Kelly.  </p>",N-MF
75634,F2824101,2030248.0,A1,"<p>¡Hola, Daniel! ¿Como estás? En los ciudades en el Estados Unidos tiene muchos restuarantes como McDonalds, Dairy Queen, y Taco Time. Tambien, hay muchos fabricas como los fabricas de carros y ropa. También, hay muchos oficinas en los ciudades y siempre hay luces en el noche y en el día. Mi parte favorito de los ciudades son los parkes verdes y grandes con muchos actividades como usar bicicleta o jugar con mi amigos. En los parkes de los ciudades casi siempre hay un vendor de helado y el helado es uno de mis comidas favoritas. También me encanta a correr alrededor de los parkes cuando el sol es brillante y es calido afuera. Durante el Navidad en los ciudades hay arboles de navidad en muchos lugares locales diferentes. ¡Adios, Daniel!<br></p>",N-MF
78684,F2906759,2109290.0,A2,"<p>Hola!<br></p><p>Mi favorite celebracion es la Navidad. Mi familia celebrar la Navidad con my abulita y abulito todos los anos. Nosotros visitar mi abulitos en Washington. Aqui en Tennessee, Navidad es bien pero no muy bien. </p>",N-MF
78685,F2906759,2109290.0,A2,"<p>Hola!<br></p><p>En Franklin, es muchas actividads y restaurantes esa muy bien. Mellow Mushroom es muy bien y es donde yo trabajar. El Pizza a mellow Mushroo es muy bien. El Franklin historica es muy intereste. El Lotz casa, el Carter casa, y el Cartnton plantacion es muy bien y intereste. </p>",N-MF
78689,F2906759,2109290.0,A2,"<p>Hola Amigo! Mi favortite weather es primavera porque es calor pero no muchas calor. Mi favortie actividad es jugar rugby. n El Primavera, yo jugar rugby para el Harpeth Harlequins. En el Enero es muy frio. Yo me gusta el frio porque yo soy Seattle Washington. En Tennessee, el Enero es muy mal. </p>",N-MF
78690,F2906759,2109290.0,A2,"<p>Hola Amigo! Mi favortite weather es primavera porque es calor pero no muchas calor. Mi favortie actividad es jugar rugby. n El Primavera, yo jugar rugby para el Harpeth Harlequins. En el Enero es muy frio. Yo me gusta el frio porque yo soy Seattle Washington. En Tennessee, el Enero es muy mal. </p>",N-MF
78694,F2906759,2109290.0,A2,"<p>Hola!<br></p><p>En Franklin, es muchas actividads y restaurantes esa muy bien. Mellow Mushroom es muy bien y es donde yo trabajar. El Pizza a mellow Mushroo es muy bien. El Franklin historica es muy intereste. El Lotz casa, el Carter casa, y el Cartnton plantacion es muy bien y intereste. </p>",N-MM
78695,F2906759,2109290.0,A2,"<p>Hola!<br></p><p>Mi favorite celebracion es la Navidad. Mi familia celebrar la Navidad con my abulita y abulito todos los anos. Nosotros visitar mi abulitos en Washington. Aqui en Tennessee, Navidad es bien pero no muy bien. </p>",N-MF
81175,F2986807,2185369.0,A2,"<p>Hola Amigo!</p><p>Mi favorito es fuego temputura. En fuego temputura me gusta juego baloncesto, ir camina, en camina el perro.  Yo estas bueno en fuego temputura. </p>",N-MF
81176,F2986807,2185369.0,A2,"<p>Hola amigo!</p><p> Mi favorito celebracion es La Navidad, En la navidad, mi en la familia come, bailar, en comico.</p>",N-MF
81177,F2986807,2185369.0,A2,"<p>Hola Maestro!</p><p> En mi ciudad, Intersante actividas es La tennis en el crockette Parque, baloncesto en YMCA, bicicleta en Smith Parque. </p>",N-MF
81182,F2986807,2185369.0,A2,"<p>Hola Maestro!</p><p> En mi ciudad, Intersante actividas es La tennis en el crockette Parque, baloncesto en YMCA, bicicleta en Smith Parque. </p>",N-MF
81183,F2986807,2185369.0,A2,"<p>Hola amigo!</p><p> Mi favorito celebracion es La Navidad, En la navidad, mi en la familia come, bailar, en comico.</p>",N-SE
81184,F2986807,2185369.0,A2,"<p>Hola Amigo!</p><p>Mi favorito es fuego temputura. En fuego temputura me gusta juego baloncesto, ir camina, en camina el perro.  Yo estas bueno en fuego temputura. </p>",N-MF
81432,F2992435,2190604.0,A2,"<p>Hola Argentina,</p><p>mi Favorito es Navidad por que sulado. yo domanè en navidad y santa brought gifts. Mi familia comer haladao y beber agua. mi familia relajado.</p>",N-MF
81433,F2992435,2190604.0,A2,"<p>Hola Senora,</p><p>Estoy Feliz? mi favorito Reds basbol. Es saludo. Yo comer Kumo, Bein Sushi. Yo comer Skyline por que fantasticó!!!!</p><p><br></p><p>hasta luego,</p><p>Mary</p>",N-MF
81436,F2992435,2190604.0,A2,"<p>hola Pen Pal,</p><p>verno, otoño, primevearo</p><p>mi favorito inverno. Me gusta nieve y snow angels. Me no gusta negro ice. Estoy feliz en inverno por que Feliz Navidad. me siene relajado.</p><p>hasta luega,</p><p>Mary</p>",N-MF
81439,F2992435,2190604.0,A2,"<p>hola Pen Pal,</p><p>verno, otoño, primevearo</p><p>mi favorito inverno. Me gusta nieve y snow angels. Me no gusta negro ice. Estoy feliz en inverno por que Feliz Navidad. me siene relajado.</p><p>hasta luega,</p><p>Mary</p>",N-MF
81442,F2992435,2190604.0,A2,"<p>Hola Senora,</p><p>Estoy Feliz? mi favorito Reds basbol. Es saludo. Yo comer Kumo, Bein Sushi. Yo comer Skyline por que fantasticó!!!!</p><p><br></p><p>hasta luego,</p><p>Mary</p>",N-MF
81443,F2992435,2190604.0,A2,"<p>Hola Argentina,</p><p>mi Favorito es Navidad por que sulado. yo domanè en navidad y santa brought gifts. Mi familia comer haladao y beber agua. mi familia relajado.</p>",N-MF
83472,F3075494,2269895.0,A2,"<p>Holla Pen Pal</p><p>Me gusta hoilday es mi cumpleanos. Mi famila van  tu una resturante. Mi famila gustan el cine. Yo voy mi amiga's casa. Mi famila van en la biboletca compar un libro. </p><p>Adios, Pen Pal</p>",N-MF
83474,F3075494,2269895.0,A2,"<p>Holla, Sam</p><p>Biendivdeios tu Alconbury. Mi coumindad es muy divertido. Mi comunidad tiene en Bowling alley. Mi comunidad tiene Grind. Mi comunidad tiene biboletca.  Mi commundidad tiene futbol.</p><p>Adios Sam</p>",N-MF
83477,F3075494,2269895.0,A2,"<p>Hola, Pen Pal</p><p>Me gusta el autmun porque es  muy frisco. Estoy muy contenata en autumn.  Què te gusta el autum es jugar el futbol.  El weather es  hace sol, hace frisoco, hace sol con cloudy. </p>",N-MF
83478,F3075494,2269895.0,A2,"<p>Hola, Pen Pal</p><p>Me gusta el autmun porque es  muy frisco. Estoy muy contenata en autumn.  Què te gusta el autum es jugar el futbol.  El weather es  hace sol, hace frisoco, hace sol con cloudy. </p>",N-MM
83481,F3075494,2269895.0,A2,"<p>Holla, Sam</p><p>Biendivdeios tu Alconbury. Mi coumindad es muy divertido. Mi comunidad tiene en Bowling alley. Mi comunidad tiene Grind. Mi comunidad tiene biboletca.  Mi commundidad tiene futbol.</p><p>Adios Sam</p>",N-MF
83483,F3075494,2269895.0,A2,"<p>Holla Pen Pal</p><p>Me gusta hoilday es mi cumpleanos. Mi famila van  tu una resturante. Mi famila gustan el cine. Yo voy mi amiga's casa. Mi famila van en la biboletca compar un libro. </p><p>Adios, Pen Pal</p>",N-MF
83652,F3084312,2278667.0,A1,<p>A mi me gusta el verano porke pedes ir a la pliya.</p>,N-MM
83653,F3084312,2278667.0,A1,<p>Hola yo soi Giovanni Roman y mi familia es la mejor.Tenemos una casa grande y mi mama se llama Aida mi papa se llama yovanni y mi hermana se llama atiana.Mi hermana tene 2 anos.Grasisas por ablar con migo.</p>,N-MF
83656,F3084312,2278667.0,A1,<p>Mi estado tene muchas cosas.Nueva York es una cuidad ke es muy grande.Aya ban a la escuela.</p>,N-MM
83659,F3084312,2278667.0,A1,<p>Mi estado tene muchas cosas.Nueva York es una cuidad ke es muy grande.Aya ban a la escuela.</p>,N-SE
83662,F3084312,2278667.0,A1,<p>Hola yo soi Giovanni Roman y mi familia es la mejor.Tenemos una casa grande y mi mama se llama Aida mi papa se llama yovanni y mi hermana se llama atiana.Mi hermana tene 2 anos.Grasisas por ablar con migo.</p>,N-MM
83663,F3084312,2278667.0,A1,<p>A mi me gusta el verano porke pedes ir a la pliya.</p>,N-MM
83786,F3088031,2282384.0,A2,"<p>Mi favorita celebracion en Alemania es market de christmas en la frio por christianos, pero no christiano. Estos tiene caliente alcohol por el frio y muchas calientes comida. Mi familia es mi amigos y estos tienemos un bueno adventura por christmas time.</p>",N-MF
83787,F3088031,2282384.0,A2,"<p>Hola, maestro de Guadalajara.</p><p>En Vilseck, Alemania, estos tienemos mucha bars y resturants y esta tiene Volksfest por amusment y alcohol. </p><p>Adios</p>",N-MF
83789,F3088031,2282384.0,A2,"<p>Mi primero favorita es primavera y del sol en la manana. En Alemania, yo tengo resturantes con alcohol por diesiseis anos y  es es perfecto por de caliante temperaturs. Mi amingos y yo va a los bars por la futbol juegos, especialmente en el caliente. Yo es contenta con alcohol en mi estomago en la primavera.<br></p><p><br></p><p><br></p>",N-MF
83790,F3088031,2282384.0,A2,"<p>Mi primero favorita es primavera y del sol en la manana. En Alemania, yo tengo resturantes con alcohol por diesiseis anos y  es es perfecto por de caliante temperaturs. Mi amingos y yo va a los bars por la futbol juegos, especialmente en el caliente. Yo es contenta con alcohol en mi estomago en la primavera.<br></p><p><br></p><p><br></p>",N-MF
83792,F3088031,2282384.0,A2,"<p>Hola, maestro de Guadalajara.</p><p>En Vilseck, Alemania, estos tienemos mucha bars y resturants y esta tiene Volksfest por amusment y alcohol. </p><p>Adios</p>",N-MF
83793,F3088031,2282384.0,A2,"<p>Mi favorita celebracion en Alemania es market de christmas en la frio por christianos, pero no christiano. Estos tiene caliente alcohol por el frio y muchas calientes comida. Mi familia es mi amigos y estos tienemos un bueno adventura por christmas time.</p>",N-MF
84385,F3110850,2304373.0,A1,"<p style=""text-align: left:"">yo megusta el verano. Yo megusta van a la playa y North Carolina.<br></p>",N-MF
84387,F3110850,2304373.0,A1,<p>Y much fast food. Como chickfila y burger king. Y son muchisimos playas.</p>,N-MM
84389,F3110850,2304373.0,A1,<p>Mi casa tengo dos stories. Tengo 4bedrooms. Tengo un game room. Y tengo un pool.</p>,N-SE
84390,F3110850,2304373.0,A1,<p>Mi casa tengo dos stories. Tengo 4bedrooms. Tengo un game room. Y tengo un pool.</p>,N-SE
84392,F3110850,2304373.0,A1,<p>Y much fast food. Como chickfila y burger king. Y son muchisimos playas.</p>,N-MM
84394,F3110850,2304373.0,A1,"<p style=""text-align: left:"">yo megusta el verano. Yo megusta van a la playa y North Carolina.<br></p>",N-SE
85956,F3154606,2344977.0,A2,"<p>Hola,</p><p>Mi favorito celebracion es Easter porque tengo muchos familia.</p><p>-Tyrone</p>",N-MF
85957,F3154606,2344977.0,A2,"<p>Hola, Sr. Tainese,</p><p>Muchos actividads en mi town es un parque y corre en mi town. Tambien, muchos personas a habla.</p><p>-Jamal</p>",N-MF
85959,F3154606,2344977.0,A2,"<p>Hola,</p><p>Mi tiempo favorito es invierno. Invierno es mi favorito porque nieva y frio.</p><p>-Tyrone</p>",N-MF
85964,F3154606,2344977.0,A2,"<p>Hola,</p><p>Mi tiempo favorito es invierno. Invierno es mi favorito porque nieva y frio.</p><p>-Tyrone</p>",N-MF
85966,F3154606,2344977.0,A2,"<p>Hola, Sr. Tainese,</p><p>Muchos actividads en mi town es un parque y corre en mi town. Tambien, muchos personas a habla.</p><p>-Jamal</p>",N-MF
85967,F3154606,2344977.0,A2,"<p>Hola,</p><p>Mi favorito celebracion es Easter porque tengo muchos familia.</p><p>-Tyrone</p>",N-MM
85968,F3154613,2344983.0,A2,"<p>Holá, mi favorito celebracion es Christmas, porque en mi opinión es siempre moy fun. Yo ve familia, y get presents.</p>",N-SE
85969,F3154613,2344983.0,A2,"<p>Holá, en PA hay es mucho actividads. En Gap, hay es McDonalds, Wawa, y Subway aquí. Hay es Old Strasburg Railroad, cuál es muy interesante. Todos los días es lejos de boring.</p>",N-SE
85972,F3154613,2344983.0,A2,"<p>Holá, me llamo Miguel, y en PA hay cuatro seasons. En invierno y primavera esta el frio. En otono y verano esta calor y humido.  </p>",N-SE
85975,F3154613,2344983.0,A2,"<p>Holá, me llamo Miguel, y en PA hay cuatro seasons. En invierno y primavera esta el frio. En otono y verano esta calor y humido.  </p>",N-MM
85978,F3154613,2344983.0,A2,"<p>Holá, en PA hay es mucho actividads. En Gap, hay es McDonalds, Wawa, y Subway aquí. Hay es Old Strasburg Railroad, cuál es muy interesante. Todos los días es lejos de boring.</p>",N-MM
85979,F3154613,2344983.0,A2,"<p>Holá, mi favorito celebracion es Christmas, porque en mi opinión es siempre moy fun. Yo ve familia, y get presents.</p>",N-SE
88369,F3242967,2424671.0,A1,"<p>En el estado de connecticut donde es el cine, el resteraunte, la playa, el parque, las tiendas, el super mercado y la biblioteca.</p>",N-MF
88371,F3242967,2424671.0,A1,<p>Me gusta en el invierno porque yo juego en el neive y yo esquio. Me gusta estoy soleado porque yo juego afuera en el parque.</p>,N-MF
88372,F3242967,2424671.0,A1,"<p>Mi casa es en el pueblo de Westport, el estado de Connecticut. En el verano el tiempo afuera es hace calor, muy soleado y nublado. Yo tengo 11 años. Me llamo Jack McCullough. Yo tengo tres hermanas y cero hermanos. Mi hermanas se llamon Callie quien es nueve años , Lucy quien es cinco años y Reese quien es tres años. mi mama y mi papa se Laura y Keith quien es 43 y 44 años.  </p><p><br></p>",N-MF
88375,F3242967,2424671.0,A1,"<p>Mi casa es en el pueblo de Westport, el estado de Connecticut. En el verano el tiempo afuera es hace calor, muy soleado y nublado. Yo tengo 11 años. Me llamo Jack McCullough. Yo tengo tres hermanas y cero hermanos. Mi hermanas se llamon Callie quien es nueve años , Lucy quien es cinco años y Reese quien es tres años. mi mama y mi papa se Laura y Keith quien es 43 y 44 años.  </p><p><br></p>",N-MF
88376,F3242967,2424671.0,A1,<p>Me gusta en el invierno porque yo juego en el neive y yo esquio. Me gusta estoy soleado porque yo juego afuera en el parque.</p>,N-MF
88378,F3242967,2424671.0,A1,"<p>En el estado de connecticut donde es el cine, el resteraunte, la playa, el parque, las tiendas, el super mercado y la biblioteca.</p>",N-MF
88381,F3242977,2424681.0,A1,,N-NE
88383,F3242977,2424681.0,A1,"<p>Hola, me llamo Vikram Sarkar.  Yo tengo uno hemano, uno madre, y uno padre. Mi hermana nombre es Veeraj Sarkar. Mi hermano tengo 6 años. Mi hermano colore favorito es rojo. Mi hermano comida favorito es ""Mac 'n' Cheese"" Mi hermano mucho chistoso. Mi madre nombre es Debarati Basu. Mi madre tengo es mi yo no se. Mi madre colore favorito es rosado. Mi madre comida favorito es ensalada y ""Ceaser"" Mi padre nombre es Partha Sarkar. Mi padre colore favorito es verde. yo no se es Mi padre comida favorito. Mi casa color es blanco.  </p>",N-MF
88385,F3242977,2424681.0,A1,"<p>Mi tìempo favorito es soleado. El activitas favoritos es soleado tìempo las jugando tenìs, jugando fùtbol.</p>",N-MF
88386,F3242977,2424681.0,A1,"<p>Mi tìempo favorito es soleado. El activitas favoritos es soleado tìempo las jugando tenìs, jugando fùtbol.</p>",N-MF
88388,F3242977,2424681.0,A1,"<p>Hola, me llamo Vikram Sarkar.  Yo tengo uno hemano, uno madre, y uno padre. Mi hermana nombre es Veeraj Sarkar. Mi hermano tengo 6 años. Mi hermano colore favorito es rojo. Mi hermano comida favorito es ""Mac 'n' Cheese"" Mi hermano mucho chistoso. Mi madre nombre es Debarati Basu. Mi madre tengo es mi yo no se. Mi madre colore favorito es rosado. Mi madre comida favorito es ensalada y ""Ceaser"" Mi padre nombre es Partha Sarkar. Mi padre colore favorito es verde. yo no se es Mi padre comida favorito. Mi casa color es blanco.  </p>",N-MF
88390,F3242977,2424681.0,A1,,N-NE
88399,F3243409,2425089.0,A1,<p>Hola!<br></p><p>Yo juego en la agua en junio y mayo. Yo juego en el snow en decembere y enedo. Mi season/month favorito es junio. Esta soliado y hace calor.<br></p>,N-MM
88401,F3243409,2425089.0,A1,"<p>En coneticot, mucho playas, 1 aquarim, mucho reserantes, muchos zapateria, mucos supermercados.</p>",N-MM
88403,F3243409,2425089.0,A1,"<p>Hola, mi nombere es Ava.<br></p><p>Yo gato y la perro vive en mi papas casa. Mi hermano juego besbol. Mi papa juego balonsesto con mi hermano. Yo leo un libro con me mama. Yo voy a la equela con mi hermano a las 8 y media.</p>",N-MF
88404,F3243409,2425089.0,A1,"<p>Hola, mi nombere es Ava.<br></p><p>Yo gato y la perro vive en mi papas casa. Mi hermano juego besbol. Mi papa juego balonsesto con mi hermano. Yo leo un libro con me mama. Yo voy a la equela con mi hermano a las 8 y media.</p>",N-MF
88406,F3243409,2425089.0,A1,"<p>En coneticot, mucho playas, 1 aquarim, mucho reserantes, muchos zapateria, mucos supermercados.</p>",N-MF
88408,F3243409,2425089.0,A1,<p>Hola!<br></p><p>Yo juego en la agua en junio y mayo. Yo juego en el snow en decembere y enedo. Mi season/month favorito es junio. Esta soliado y hace calor.<br></p>,N-MF
88963,F3263558,2442737.0,A1,<p>mi country es muy divertido. es mucho personas. </p>,N-SE
88965,F3263558,2442737.0,A1,"<p>me llamo finn. yo tiene un hermano y mama y padre. yo tiene does perros. yo megusta deoprtes y juega futbo y balencesto. yo viver en Maine, es muy freo. no me guests Maine. yo quiere vive en Florida porque mucho sol. me gusta fortnite y tiene 5789 aggaras. </p>",N-MF
88967,F3263558,2442737.0,A1,<p>Me gusta la navida porque yo abre un regalos. yo juega futbol y balencesto. </p>,N-MM
88968,F3263558,2442737.0,A1,<p>Me gusta la navida porque yo abre un regalos. yo juega futbol y balencesto. </p>,N-MM
