Username,Gender,Grade,Grade Level,Year of study,Type of instruction,Relationship to language,Rating position,Testid,Test date,Version,FinalRating,R1,Rater1,R2,Rater2,R3,Rater3,R4,Rater4,Score,Topic,Prompt,Response,Totaltime,POS
N3345649,Male,10,Secondary / High School,2,Heritage learner,Heritage Language,1,2492355,9/26/19 12:58,B2,I4,I4,3907,I4,3947,nan,nan,nan,nan,A-MM,LANGUAGE ARTS,An international student who is coming to your school would like to know what movies and tv shows students in your school like.Youâve been asked to post a blog on your schoolâs website about a movie or television show you recently saw. Make sure your blog post has several paragraphs in which you: 1. Summarize the plot. Make sure you give enough detail that the student will be able to decide if he/she wants to watch the movie or show.2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the movie/ show and what you think could be better. Help the international student decide if this movie/show is worth seeing or not.,"<p>Unos de mis favoritos canal es la Â¨Rosa de GuadalupeÂ¨, es un canal para las personas que creen end dios, y como el no puede ayudar en la vida real si no mas dan fÃ© en las personas que estan en unas problemas difficultadas. Lo que se trata es cuendo las personas causa problemas, le da consequencias, y enseÃ±a lo que pasa, o como son las personas en la vida real. Voy a contar cuando lo que ha sucedido en esa programa. Cuando un niÃ±o de ocho aÃ±os le gustaba la attenciÃ³n que le daban sus padres, porque no tenia hermanos, o hermanas. Cuando sus padres le dijo al niÃ±o que iban tener un niÃ±o chiquito, estaba contento, porque ya iba tener a alguien que iba jugar. Cuando el niÃ±o chiquito nacio, El hermano grande estaba contento, luego semanas paso, y sus padres dieron mas attenciÃ³n al niÃ±o chiquito que el. Y eso se enojÃ³ al niÃ±o, y queria matarlo, y nunca queria verlo en su vida. E la noche el niÃ±o agarro su hermona chiquito y lo uso afuera para que el camion de las basura lo agaraba y lo llevaba. cuando sus padres vio, estaban enados, porque iso eso. Dias paso, y en la maÃ±ana el niÃ±o chiquito fue a la ventana y se cayÃ³. Los padres pensaba que era su hijo grande. Su hijo no iso nada, y cuendo se fuero afuera, el bebÃ© estaba rescatado de la virgen. Nadia sabia quien era, en realmente, sus padres rezaro que si ojala su hijo le gustaba a su hermano pequeÃ±o. Todo lo que pasado, es algo que realizen las personas que no hagan esas decisiones, porque le impactan a su vida. </p>",43,PRON ADP DET NOUN NOUN VERB DET X X PROPN ADP NOUN NOUN PUNCT VERB DET NOUN ADP DET NOUN PRON VERB CONJ PROPN PRON PUNCT CONJ SCONJ DET ADV AUX VERB ADP DET NOUN ADJ SCONJ ADV ADV VERB NOUN NOUN ADP DET NOUN SCONJ VERB ADP DET NOUN ADJ PUNCT DET PRON PRON VERB VERB X DET NOUN VERB NOUN PUNCT PRON VERB NOUN PUNCT CONJ X X ADP DET PRON VERB PUNCT CONJ SCONJ VERB DET NOUN ADP DET NOUN ADJ PUNCT AUX ADP VERB SCONJ DET PRON AUX VERB ADP DET NOUN PUNCT SCONJ DET NOUN NOUN CONJ ADP NUM NOUN X DET PRON VERB DET X X X SCONJ PRON VERB DET NOUN PUNCT SCONJ ADV VERB NOUN PUNCT CONJ NOUN PUNCT SCONJ DET NOUN PRON VERB ADP DET X X X SCONJ VERB VERB DET X X X X PUNCT VERB ADJ PUNCT SCONJ ADV AUX VERB ADP PRON PRON AUX VERB PUNCT SCONJ DET NOUN NOUN CONJ NOUN NOUN PUNCT DET NOUN ADJ VERB ADJ PUNCT ADV NOUN PROPN PUNCT CONJ DET NOUN VERB ADV X X X ADP DET X X X X SCONJ DET PUNCT CONJ PRON VERB X X ADP DET X X X PUNCT CONJ VERB VERB PRON PUNCT CONJ ADV VERB VERB PRON ADP DET NOUN PUNCT X DET NOUN DET NOUN NOUN CONJ VERB DET NOUN ADJ CONJ DET NOUN ADV ADP SCONJ DET NOUN ADP DET NOUN DET ADJ CONJ PRON VERB PUNCT SCONJ DET NOUN VERB PUNCT VERB ADJ PUNCT SCONJ ADP PRON PUNCT PROPN PROPN PUNCT CONJ ADP DET X X ADJ DET X X X X VERB ADP DET NOUN CONJ PRON X X PUNCT DET NOUN VERB SCONJ VERB DET NOUN ADJ PUNCT DET NOUN ADV NOUN ADV PUNCT CONJ X PRON NOUN ADV PUNCT DET NOUN NOUN AUX VERB ADP DET PROPN PUNCT PROPN VERB PRON VERB PUNCT ADP ADV PUNCT DET NOUN ADJ SCONJ SCONJ VERB DET NOUN PRON VERB ADP DET NOUN X X X PUNCT DET DET PRON VERB PUNCT VERB PRON PRON VERB DET NOUN PRON ADV VERB DET NOUN PUNCT SCONJ PRON VERB ADP DET NOUN PUNCT
N3345649,Male,10,Secondary / High School,2,Heritage learner,Heritage Language,1,2492355,9/26/19 12:58,B2,I4,I4,3907,I4,3947,nan,nan,nan,nan,A-NE,ENVIRONMENT,"Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p>La escuela que yo voy se llama Â¨South Elgin High SchoolÂ¨ y lo que hacemos en el pasado aÃ±o, es ayaudando que no tiren a basura afuera o adentro de la escuela, y protectar las plantas. </p><p>Lo que estamos haciendo ahorita, de verdad no se, porque no han metionado nada de que tenemos que hacer para protecter esta planeta. </p><p>Lo que recomiendo en el futuro, es hhacer mas en la comunidad, o clubs. </p>",43,DET NOUN SCONJ PRON VERB PRON NOUN X NOUN PROPN PROPN PROPN PROPN PROPN CONJ DET PRON VERB ADP DET ADJ NOUN NOUN CONJ PUNCT AUX VERB SCONJ ADV VERB ADP NOUN ADV CONJ ADV ADP DET NOUN PUNCT CONJ VERB DET NOUN PUNCT DET PRON AUX VERB VERB PUNCT ADP NOUN ADV PRON PUNCT SCONJ ADV AUX VERB PRON ADP SCONJ VERB SCONJ VERB ADP NOUN DET NOUN PUNCT DET PRON VERB ADP DET NOUN PUNCT AUX VERB ADV ADP DET NOUN PUNCT CONJ NOUN PUNCT
N3360859,Male,12,Secondary / High School,7,Traditional classroom,Foreign Language,1,2505415,9/26/19 10:26,B2,I4,I4,3252,I4,3534,I4,3444,nan,nan,A-SE,LANGUAGE ARTS,An international student who is coming to your school would like to know what movies and tv shows students in your school like.Youâve been asked to post a blog on your schoolâs website about a movie or television show you recently saw. Make sure your blog post has several paragraphs in which you: 1. Summarize the plot. Make sure you give enough detail that the student will be able to decide if he/she wants to watch the movie or show.2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the movie/ show and what you think could be better. Help the international student decide if this movie/show is worth seeing or not.,"<p>Hola estudiante,</p><p>MÃ­ pelÃ­cula favorita es Deadpool. Muchas otras estudiantes son en acuerdo con yo porque Deadpool es de un heroe popular. La pelÃ­cula empieza con una escena de accÃ­on y Deadpool pelea personas malas. La pelÃ­cula describe como Deadpool recibiÃ³ sus fuerzas especiales. Deadpool tenÃ­a cancer y una programa acceptÃ³ el, pero la programa era mala. Al fin del programa Deadpool no puedÃ³ morir y cuando el pierdÃ³ una pie, el pie regressa. La problema con Deadpool es el es muy feÃ³ y el piensa que su novio no le gusta Ã©l. Deadpool es una persona muy comÃ­co y cuando su vida cambia por el peor Ã©l es emocianante. Ãl es interesante porque las fuerzas y como recibiÃ³. Me gusta las personas en la pelÃ­cula pero las escenas de pelear pueden ser mejor. Debes ver la pelÃ­cula  no es una pregunta. </p><p><br></p><p>Cordialmente,</p><p>Daniel</p>",40,PART NOUN PUNCT NOUN NOUN NOUN VERB PROPN PUNCT DET DET NOUN VERB ADP NOUN ADP PRON SCONJ PROPN VERB ADP DET NOUN ADJ PUNCT DET NOUN VERB ADP DET NOUN ADP X CONJ PROPN NOUN NOUN ADJ PUNCT DET NOUN VERB ADP PROPN X X DET NOUN ADJ PUNCT PROPN PROPN PROPN CONJ DET NOUN X X DET PUNCT CONJ DET NOUN AUX ADJ PUNCT ADP DET NOUN ADP DET NOUN PROPN ADV X X VERB CONJ PRON DET X X DET NOUN PUNCT DET NOUN VERB PUNCT DET NOUN ADP PROPN VERB DET VERB ADV X X CONJ DET VERB SCONJ DET NOUN ADV PRON VERB X X X PUNCT PROPN VERB DET NOUN ADV X CONJ SCONJ DET NOUN VERB ADP DET NOUN X NOUN PROPN VERB ADJ PUNCT X X X X ADJ SCONJ DET NOUN CONJ ADP NOUN X PUNCT PRON VERB DET NOUN ADP DET NOUN CONJ DET NOUN ADP VERB AUX AUX ADJ PUNCT AUX VERB DET NOUN ADV VERB DET NOUN PUNCT INTJ INTJ PUNCT ADV PUNCT PROPN
N3360859,Male,12,Secondary / High School,7,Traditional classroom,Foreign Language,1,2505415,9/26/19 10:26,B2,I4,I4,3252,I4,3534,I4,3444,nan,nan,A-SE,EDUCATION,The students in your partner school in Madrid want to learn more about the education system in your community.Write an email of several paragraphs in length that explains the school system where you live.1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced.2. Describe other schooling options that are available in your community.3. Make sure to explain the pros and the cons of the different schooling options in your community.,"<p>Â¡Hola!<br></p><p>Mi escuela es muy divirtido y tenemos jovenes intellegentes. Mi escuela tiene examenes que necesitas tomar can semestre y cada estudiante choca los examines. Un aÃ±o una professora tomÃ³ el examen. MÃ¡s o menos una mÃ©s despues del examen recibÃ­mos los resultos y tres estudiantes ganan un resulto mÃ¡s alto de la professora. Fue muy triste y la professora era muy embarassado. </p><p>Yo voy al escuela publÃ­ca pero yo puedo ir a escuela privdada. La escuela publica es escuela que cada persona puede attender pero pirivada es una escuela que neccisitas qualificar. Hay una escuela catÃ³lica y nesecitas aprender de catÃ³lismo. Tambien hay una escuela judia. Los dos son privadas y cuesta mucha dinero. Neccistas pagar mas de 15000 dolares cada aÃ±o para ir a la escuela catÃ³lica.</p><p>Yo voy a la escuela publÃ­ca porque es mejor y tambien libre. La unÃ­ca razÃ³n para la escuela privada es deportes porque muchas personas juegan deportes en la universidad despues de la escuela privada. Puedes aprender de su religion mÃ¡s a la escuela catÃ³lica pero no es importante para yo. En fin, los dos son muy bien pero yo recomiendo que entres al escuela publÃ­ca.<br></p><p><br></p><p>Cordialmente,</p><p>Daniel</p>",40,NOUN PUNCT PART PUNCT VERB INTJ PUNCT DET PROPN AUX ADV ADJ CONJ VERB NOUN ADJ PUNCT DET PROPN VERB NOUN SCONJ NOUN VERB PROPN NOUN CONJ DET NOUN VERB DET NOUN PUNCT DET NOUN NOUN CONJ DET NOUN X X DET NOUN PUNCT INTJ PUNCT X CONJ ADV DET NOUN NOUN X ADV ADP DET NOUN X DET ADJ CONJ NUM NOUN VERB DET ADJ NOUN PUNCT X ADJ ADP DET ADJ PUNCT AUX ADV ADJ CONJ DET ADJ AUX ADV ADJ PUNCT PRON AUX ADP DET NOUN PROPN CONJ PRON AUX VERB ADP NOUN ADJ PUNCT DET NOUN VERB AUX NOUN SCONJ DET NOUN AUX VERB CONJ NOUN VERB DET NOUN SCONJ NOUN VERB PUNCT AUX DET NOUN X X ADJ CONJ NOUN VERB ADP X X NOUN PUNCT ADV AUX DET NOUN VERB PUNCT DET NUM NOUN ADJ CONJ VERB DET NOUN PUNCT PROPN VERB ADV ADP NUM NOUN DET NOUN NOUN CONJ ADP VERB ADP DET NOUN X X ADJ PUNCT PRON AUX ADP DET NOUN PROPN SCONJ AUX ADJ CONJ ADV ADJ PUNCT DET PROPN X X X X DET NOUN ADJ AUX NOUN SCONJ DET NOUN VERB NOUN ADP DET NOUN ADV ADP DET NOUN ADJ PUNCT AUX VERB ADP DET NOUN NOUN PUNCT X ADP DET NOUN X X ADJ CONJ ADV VERB ADJ ADP PRON PUNCT ADP NOUN PUNCT DET NUM AUX ADV ADV CONJ PRON VERB SCONJ NOUN ADP DET NOUN PROPN PUNCT PROPN INTJ X X X X ADV PUNCT PROPN
N3360859,Male,12,Secondary / High School,7,Traditional classroom,Foreign Language,1,2505415,9/26/19 10:26,B2,I4,I4,3252,I4,3534,I4,3444,nan,nan,A-SE,ENVIRONMENT,"Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p>Â¡Estimado!</p><p>Mi escuela sabe la importancÃ­a de la ambiental y nosotros construÃ­a muchas cosa para ser ""verde"". Primero, mÃ¡s o menos dÃ­es aÃ±os en el pasado mi escuela pusÃ³ panales del sÃ³l en el techo y usamos la energÃ­a que collectan para nuestro escuela hoy. Tambien tenemos uno grupo se llaman ""Interact"" y en el pasado ellos ""compraron"" un campo y cada aÃ±o ellos collectan la basura y otras cosas cera del campo. </p><p>Ahora, mi escuela hace una actividad que muichas personas ir a la playa por un dÃ­a pero al fin cada persona collectan la basura de todo la playa y ellos reciben mÃ¡s de viente bolsas de basura. Una otra cosa que mi escuela hace para ser verde es el uso de computadores. Tenemos mas actividades en nuestro computadores y no usamos tan papel. </p><p>En el futÃºro nosotros podemos usar libros en nuestros computadores porque muchas libros son muy larga y despues de un aÃ±o no usamos los libros. Tambien yo recomiendo que mi escuela use examines electrÃ³nicos porque es mucha papel por solamente una vez. En fin, mi esceula de promover el uso del autobÃºs porque cada estudiante conduce un coche y coches son mal para la ambiental.</p><p><br></p>",40,X PUNCT PROPN PUNCT DET PROPN VERB DET NOUN ADP DET ADJ CONJ PRON VERB DET NOUN ADP NOUN PUNCT ADJ PUNCT PUNCT ADV PUNCT NOUN PUNCT X CONJ ADV NOUN NOUN PROPN PRON PROPN DET NOUN DET NOUN X X ADJ ADP DET NOUN X X X DET NOUN CONJ VERB DET NOUN SCONJ VERB ADP DET NOUN ADV PUNCT ADV VERB DET NOUN PRON VERB PUNCT PROPN PUNCT CONJ ADP DET NOUN PRON PUNCT VERB PUNCT DET NOUN CONJ DET NOUN NOUN CONJ PRON VERB DET NOUN CONJ DET NOUN NOUN ADP DET NOUN PUNCT ADV PUNCT DET NOUN AUX DET NOUN SCONJ NOUN NOUN VERB ADP DET NOUN ADP DET NOUN CONJ ADP DET NOUN DET NOUN VERB DET NOUN ADP PRON DET NOUN CONJ PRON VERB NOUN PUNCT X ADP NOUN NOUN ADP NOUN PUNCT DET DET NOUN PRON DET NOUN AUX ADP VERB ADJ VERB DET NOUN ADP NOUN PUNCT VERB CONJ NOUN ADP DET NOUN CONJ ADV VERB ADV NOUN PUNCT ADP DET NOUN PRON AUX VERB NOUN ADP DET NOUN SCONJ DET NOUN VERB ADV ADJ CONJ ADV ADP DET NOUN NOUN CONJ ADV VERB DET NOUN PUNCT ADV PRON VERB SCONJ DET NOUN VERB NOUN NOUN X ADJ SCONJ AUX DET NOUN ADP ADV DET NOUN PUNCT ADP NOUN PUNCT DET NOUN ADP VERB DET NOUN ADP DET NOUN SCONJ DET NOUN VERB DET NOUN CONJ NOUN AUX ADV ADP DET ADJ PUNCT PROPN INTJ X
N3384312,female,12,Secondary / High School,5,Traditional classroom,Foreign Language,1,2526668,10/2/19 12:35,B2,I3,I3,3938,I3,3947,nan,nan,nan,nan,I-MF,COMMUNICATIONS,"Your pen pal wrote to you and wants to learn more about the culture of teens in your community. She wants to know how they communicate with each other. She asked if students use technology to stay in touch with their friends and what kind of online activities, websites, and apps are popular with kids in your school and community.Write an email of several sentences that explains how teens in your community communicate and stay in touch with each other. Also explain which online activities, websites, and apps are popular at your school and with your friends. Also tell her about what kinds of online activities websites and apps are not popular. Use as much description as possible.","<p>Â¡Hola! En mi communidad, mis amigas y yo hablamos con sus telefÃ³nos. Nosotros usamos iMessage cuandÃ³ quieremos hablar para ellos. En mi communidad, personas usan Snapchat y Instagram tambÃ­en. Los apps ayudan la gente connectar con mÃ¡s personas. Ellos son apps que no personas usan. Por ejemplo, Ooovoo. Oovoo es una communicaciÃ³n app gusta FaceTime, pero FaceTime es mÃ¡s popular para Oovoo. </p>",27,NOUN PUNCT PART PUNCT ADP DET NOUN PUNCT DET NOUN CONJ PRON VERB ADP DET NOUN X PRON PUNCT PRON VERB PROPN PROPN X VERB VERB ADP PRON PUNCT ADP DET NOUN PUNCT NOUN VERB PROPN CONJ PROPN PROPN PUNCT DET NOUN VERB DET NOUN VERB ADP NOUN PUNCT X NOUN PUNCT PRON AUX NOUN PRON ADV NOUN VERB PUNCT ADP NOUN PUNCT NOUN PUNCT ADV VERB X X X NOUN PROPN VERB PROPN PUNCT CONJ PROPN VERB NOUN PUNCT NOUN ADJ ADP NOUN PUNCT
N3384312,female,12,Secondary / High School,5,Traditional classroom,Foreign Language,1,2526668,10/2/19 12:35,B2,I3,I3,3938,I3,3947,nan,nan,nan,nan,I-MF,ANIMALS,"National wild animal week is approaching. Your Spanish language class is learning about zoos in Mexico City.Write a blog post in which you describe zoos, state what people do at zoos, and explain whether or not you like zoos and why.","<p>Zoos son muy divertido para la gente. Son incluyen muchos animales que son muy differente. Personas quÃ­en visitan el zoos caminan en el parque. Me gusta zoos porque es interesante ver muchos animales differentes. Mi animale favorita es una elephante, porque ellos son muy bonita. </p>",27,PROPN VERB ADV ADJ ADP DET NOUN PUNCT AUX VERB PRON VERB PRON SCONJ VERB ADV ADJ PUNCT PROPN PRON VERB DET NOUN VERB ADP DET NOUN PUNCT PRON VERB NOUN SCONJ VERB ADJ PRON PRON VERB PRON NOUN PUNCT DET VERB PRON NOUN VERB DET NOUN PUNCT SCONJ PRON VERB ADV ADJ PUNCT
N3384312,female,12,Secondary / High School,5,Traditional classroom,Foreign Language,1,2526668,10/2/19 12:35,B2,I3,I3,3938,I3,3947,nan,nan,nan,nan,I-MM,DIRECTIONS,"You are emailing an exchange student from Costa Rica, who is new to your school. This student loves to read and wants to know how to get a library card and check out books.Write an email that gives instructions about how to get a library card and check out books. Be specific as you can and include details that will help the new exchange student use the library.","<p>Â¡Hola! Yo veo tÃº quieras una card para el biblÃ­oteca tocar libros para el liberÃ­a. En el biblÃ­oteca, tÃº necesitas un card de biblÃ­oteca para el libro. TÃº necesitas ir a biblÃ­oteca y mandas un form para un card. Tocar libros para el biblÃ­oteca, tÃº necesitas ver una liberÃ­an y ellos ayudan tÃº.</p>",27,NOUN PUNCT PART PUNCT PRON VERB X VERB DET NOUN ADP DET X VERB NOUN ADP DET NOUN PUNCT ADP DET X PUNCT X X PRON X ADP X ADP DET NOUN PUNCT X X VERB ADP X CONJ NOUN DET NOUN ADP DET NOUN PUNCT VERB NOUN ADP DET X PUNCT X _ VERB PRON X CONJ PRON VERB X PUNCT
N3384312,female,12,Secondary / High School,5,Traditional classroom,Foreign Language,1,2526668,10/2/19 12:35,B2,I3,I3,3938,I3,3947,nan,nan,nan,nan,A-NE,EDUCATION,The students in your partner school in Madrid want to learn more about the education system in your community.Write an email of several paragraphs in length that explains the school system where you live.1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced.2. Describe other schooling options that are available in your community.3. Make sure to explain the pros and the cons of the different schooling options in your community.,"<p>En mi escuela sistema, ellos celebran una semana se llama ""Spirit Week"". Durante la semana, la escuela dresses up para la dÃ­a. Por ejemple, en lunes, es pijama dÃ­a, y estudiantes dress up en sus pijamas y slippers. En el fin de la semana, la escuela hacÃ© un pep rally, y es muy competivo between el grados (seniors, juniors, sohpomores, freshmen). El pros para Spirit Week es la semana es muy divertido para muchas personas en el escuela. El cons para Spirit Week es que a la fin de semana, es muy competivo between el grados. Different escuela optiones es no participar en el semana, Â¡pero es no divertido!</p>",27,ADP DET NOUN NOUN PUNCT PRON VERB DET NOUN PRON VERB PUNCT PROPN PROPN PUNCT PUNCT ADP DET NOUN PUNCT DET NOUN VERB NOUN ADP DET X PUNCT ADP PROPN PUNCT ADP NOUN PUNCT AUX NOUN X PUNCT CONJ NOUN X X X PRON NOUN CONJ NOUN PUNCT ADP DET NOUN ADP DET NOUN PUNCT DET NOUN PROPN PROPN DET NOUN NOUN PUNCT CONJ VERB ADV ADJ VERB DET NOUN X X PUNCT X PUNCT NOUN PUNCT X X PUNCT DET NOUN ADP PROPN PROPN VERB DET NOUN VERB ADV ADJ ADP DET NOUN ADP DET NOUN PUNCT DET NUM ADP PROPN PROPN AUX SCONJ ADP DET NOUN ADP NOUN PUNCT VERB ADV ADJ VERB DET NOUN PUNCT PROPN PROPN PROPN VERB ADV VERB ADP DET NOUN PUNCT X PUNCT CONJ AUX ADV ADJ PUNCT
N3384312,female,12,Secondary / High School,5,Traditional classroom,Foreign Language,1,2526668,10/2/19 12:35,B2,I3,I3,3938,I3,3947,nan,nan,nan,nan,A-NE,LANGUAGE ARTS,An international student who is coming to your school would like to know what movies and tv shows students in your school like.Youâve been asked to post a blog on your schoolâs website about a movie or television show you recently saw. Make sure your blog post has several paragraphs in which you: 1. Summarize the plot. Make sure you give enough detail that the student will be able to decide if he/she wants to watch the movie or show.2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the movie/ show and what you think could be better. Help the international student decide if this movie/show is worth seeing or not.,"<p>En el televisÃ­on programma iCarly, es sobre un niÃ±a quÃ­en vive con sus hermano en Seattle. Ella se llama Carly. La programma es sobre Carly y sus amigaos (Sam y Freddie), y son programma en el Internet. Ellos son muy popular en escuela. Carly y sus amigos son muy cerrada con ellos, y son muy divertido. Carly es el primo characterÃ­a, ella es muy popular en el ciudad de Seattle (la programma es ficÃ­on). Me gusta la programma porque es muy hilarÃ­osos. Yo penso la programma es bueno comÃ³ es. </p>",27,ADP DET NOUN VERB PROPN PUNCT VERB ADP DET X X ADP PROPN VERB ADP DET NOUN ADP PROPN PUNCT PRON PRON VERB PROPN PUNCT DET PROPN VERB ADP PROPN CONJ DET NOUN DET PROPN PROPN CONJ PROPN PROPN PUNCT CONJ AUX VERB ADP DET PROPN PUNCT PRON AUX ADV ADJ ADP NOUN PUNCT PROPN CONJ DET NOUN AUX ADV VERB ADP PRON PUNCT CONJ VERB ADV ADJ PUNCT PROPN VERB DET NOUN PROPN PUNCT PRON AUX ADV ADJ ADP DET NOUN ADP PROPN X PRON VERB VERB X X PUNCT PRON VERB DET VERB SCONJ AUX ADV ADJ PUNCT PRON NOUN DET NOUN AUX ADJ X X X PUNCT
N3384312,female,12,Secondary / High School,5,Traditional classroom,Foreign Language,1,2526668,10/2/19 12:35,B2,I3,I3,3938,I3,3947,nan,nan,nan,nan,A-NE,ENVIRONMENT,"Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p> En el past, mi escuela y groupos con estudiantes irÃ­a la playa y tocan el basura off la playa. Es muy buena para el ambiente, y mi escuela es muy buena para ayudando el communidad y el ambiente. Mi escuela cada dÃ­a es ayudando el Miracle League, y raising dolares para el organizacÃ­on. TambÃ­en, mi escuela es reciclÃ­o muchas materials hacer el ambiente mÃ¡s verde. En el futuro, yo penso que la escuela debÃ© ayuda la communidad mÃ¡s para la gente de la cuidad del East Lyme. </p>",27,ADP DET X PUNCT DET NOUN CONJ NOUN ADP NOUN X DET NOUN CONJ VERB DET NOUN X DET NOUN PUNCT AUX ADV ADJ ADP DET NOUN PUNCT CONJ DET NOUN AUX ADV ADJ ADP VERB DET NOUN CONJ DET NOUN PUNCT DET PROPN DET X AUX VERB DET PROPN PROPN PUNCT CONJ ADJ NOUN ADP DET X PUNCT PROPN PUNCT DET NOUN AUX PROPN ADV PROPN VERB DET NOUN NOUN PUNCT X ADJ PUNCT ADP DET NOUN PUNCT PRON NOUN SCONJ DET NOUN X X VERB DET NOUN NOUN PUNCT X ADP DET NOUN ADP DET NOUN ADP DET PROPN PROPN PUNCT
P3324339,Male,9,Secondary / High School,Unknown,nan,First Language,1,2479493,8/13/19 14:38,A2,I3,I3,3389,I3,3947,nan,nan,nan,nan,I-MM,POP_CULTURE,"Your pen pal from Barcelona wrote you a letter and describes the toy, ""Fidget Spinner,"" that is very popular in her school at the moment. It is very distracting, but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.",<p>la cosa mas popular en mi escuela es un baile que sellama The Woah es muy simple pero todas los asen y no aye una rason esta en el internet y no ayemucho que decir de este baile.</p>,19,DET NOUN ADV ADJ ADP DET NOUN AUX DET NOUN PRON VERB DET PROPN VERB ADV ADJ NOUN DET DET X CONJ X VERB DET NOUN VERB ADP DET NOUN CONJ ADV ADJ SCONJ VERB ADP DET NOUN PUNCT
P3324339,Male,9,Secondary / High School,Unknown,nan,First Language,1,2479493,8/13/19 14:38,A2,I3,I3,3389,I3,3947,nan,nan,nan,nan,I-MF,TRAVEL,"For your Spanish class, you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun, but getting there isnât always easy.  Describe some different ways you can get to a vacation destination.  Then, describe what is positive or negative about each way to travel.","<p>aye muchas maneras de llegar a un lada de otro. Si tu eres una persona que le gusta vertodas las cosas en el camino puedes ir en caro o autobus, si quiresllegar rapido puedes escoger una avion o un tren. mi manera favorita es en caropero en avion me gusta como se siente cuando despegamos a aterisamos. pero yo nunca a ido en tren o autobus.</p>",19,VERB DET NOUN ADP VERB ADP DET NOUN ADP PRON PUNCT SCONJ PROPN PROPN DET NOUN SCONJ PRON VERB VERB DET NOUN ADP DET NOUN VERB VERB ADP ADJ CONJ NOUN PUNCT SCONJ VERB ADJ AUX VERB DET NOUN CONJ DET NOUN PUNCT DET NOUN ADJ VERB ADP ADJ ADP NOUN PRON VERB SCONJ PRON VERB SCONJ VERB ADP VERB PUNCT CONJ PRON ADV ADP VERB ADP NOUN CONJ NOUN PUNCT
P3324339,Male,9,Secondary / High School,Unknown,nan,First Language,1,2479493,8/13/19 14:38,A2,I3,I3,3389,I3,3947,nan,nan,nan,nan,I-MF,THEATER,"The theater club at your school is putting on a play that will be streamed online. Your pen pal from Seville wants to know more about your event.Write an email telling him/her about the performance. Include important information about the show, such as when, where, and how to see it, as well as a brief description of what the show is about.",<p>el show es de un estudiante que tiene tomarun examen muy duro pero se salva porque la ciudad en donde esta la escuela se esta undiendo. E por esa rason no puede continuar la escuela por en casa que toda la escuela termine mojada la carpeta va a oler muy mal. puedes encotrar este show en la pagina de la escuela o puedes ir a la esuela e ver lo en vivo.</p>,19,DET X AUX ADP DET NOUN SCONJ AUX VERB NOUN ADV ADJ CONJ PRON VERB SCONJ DET NOUN ADP ADV VERB DET NOUN PRON AUX VERB PUNCT CONJ ADP DET NOUN ADV VERB VERB DET NOUN ADP ADP NOUN PRON DET DET NOUN VERB ADJ DET NOUN VERB ADP VERB ADV ADV PUNCT AUX VERB DET NOUN ADP DET NOUN ADP DET NOUN CONJ AUX VERB ADP DET NOUN CONJ VERB PRON ADP NOUN PUNCT
