no,username,testId,topic,Favorite Class,School Improvement,Questions,School Routine,Project,ANIMALS,COMMUNICATIONS,DIRECTIONS,POP_CULTURE,THEATER,TRAVEL,CAREERS,SCIENCE
797,F2151078,1436908,School Improvement,0.214736868,0.190502623,0.075667035,0.094913759,0.081432493,0.072974374,0.112599659,0.05686771,0.127217798,0.121774169,0.073698492,0.042477031,0.070406402
798,F2151078,1436908,Questions,0.08188412,0.052258965,0.08795714,0.052102858,0.037305713,0.036861327,0.047859085,0.035256305,0.045737565,0.05242388,0.041805215,0.017418128,0.030388782
799,F2151176,1437005,Favorite Class,0.178027348,0.113434211,0.070441621,0.069653171,0.06263475,0.05709406,0.082797084,0.027442014,0.081276119,0.060968768,0.059639143,0.044159098,0.044558132
800,F2151176,1437005,School Improvement,0.085929139,0.108092686,0.057157419,0.050124548,0.051661574,0.046234462,0.07415449,0.029465755,0.076040638,0.060932379,0.055803155,0.037107923,0.034978782
801,F2151176,1437005,Questions,0.064145291,0.061927411,0.14388348,0.042864628,0.057904685,0.052741867,0.063235387,0.043439229,0.068965452,0.061551167,0.05830665,0.025175047,0.025321987
802,F2151338,1437168,Favorite Class,0.079612862,0.060576221,0.035872735,0.021233263,0.033287858,0.033978545,0.032947243,0.012431815,0.03577858,0.021277455,0.027753735,0.021784087,0.015756852
803,F2151338,1437168,School Improvement,0.059918312,0.125668226,0.037541071,0.022811003,0.030143546,0.032657481,0.048014624,0.018279155,0.063302711,0.038283296,0.034583867,0.021131116,0.024321524
804,F2151338,1437168,Questions,0.02368204,0.02886372,0.124832977,0.015589946,0.026574955,0.028902662,0.032253961,0.025148921,0.029817791,0.026127447,0.022288455,0.014322866,0.011406114
805,F2223845,1507457,School Routine,0.10433382,0.089721384,0.068990815,0.218173029,0.093150443,0.056419474,0.0982666,0.074566434,0.09469235,0.09468227,0.047457993,0.045876295,0.04936678
806,F2223845,1507457,Project,0.083474838,0.079052526,0.064647134,0.069330212,0.157073716,0.070528177,0.094388048,0.075015001,0.092808151,0.089494976,0.073638137,0.045592547,0.050144692
807,F2223845,1507457,Questions,0.045413481,0.058568526,0.120658622,0.037083561,0.060360257,0.058014592,0.073530593,0.044624189,0.068499376,0.046906551,0.059135288,0.035680573,0.033192125
808,F2242357,1524851,School Routine,0.019566535,0.018181339,0.013286764,0.081613339,0.01490011,0.015114511,0.023794427,0.009086473,0.016418659,0.014992817,0.012950903,0.017162974,0.009792049
809,F2242357,1524851,Project,0.025268777,0.025449239,0.027801997,0.037789364,0.133705698,0.02693972,0.034700039,0.017902004,0.033401957,0.038069965,0.03139772,0.017069675,0.026122243
810,F2242357,1524851,Questions,0.011296208,0.019689463,0.123006675,0.016253096,0.012968365,0.026119513,0.026258024,0.03175347,0.01750413,0.014610548,0.019003914,0.008460581,0.00431921
811,F2242673,1525167,Favorite Class,0.173814669,0.09943118,0.068923731,0.072267608,0.081184684,0.075045428,0.097414409,0.054870935,0.091510974,0.092565675,0.069227152,0.049779131,0.068266819
812,F2242673,1525167,School Improvement,0.079245417,0.130684087,0.05978272,0.054599429,0.099083027,0.076934875,0.090431323,0.051818498,0.10310049,0.074739719,0.064131772,0.045936654,0.051264979
813,F2242673,1525167,Questions,0.051868009,0.060974996,0.126717224,0.04326028,0.054868343,0.057900725,0.063958052,0.054120756,0.067205456,0.06931481,0.055615271,0.034284568,0.040657071
814,F2261364,1543160,Questions,0.022155841,0.033833525,0.094467567,0.022434058,0.028042715,0.039955112,0.045303778,0.033573487,0.038998154,0.031826148,0.038101115,0.026852876,0.01674944
815,F2261364,1543160,Favorite Class,0.145789374,0.059113636,0.044140551,0.042383373,0.042332104,0.032955973,0.051874842,0.022427877,0.042170425,0.039108219,0.03622437,0.025251484,0.03966133
816,F2261364,1543160,School Improvement,0.04132215,0.091459521,0.032876346,0.033814687,0.03530011,0.046631157,0.062840056,0.027343443,0.081426251,0.056146471,0.051380136,0.025442086,0.040768598
817,F2298785,1578764,Favorite Class,0.000835729,0.002413316,0.008312542,0.007946888,0.012056802,0.010700162,0.01276077,0,0.015838068,0.006061818,0.00273208,0,0
818,F2298785,1578764,School Improvement,0.073980098,0.122676662,0.060476991,0.059302721,0.056760177,0.065894223,0.076922921,0.048979554,0.097583172,0.085149401,0.060456744,0.032536199,0.040622252
819,F2298785,1578764,Questions,0.082854404,0.097030776,0.153436477,0.086076688,0.070372592,0.057345959,0.086991201,0.057905887,0.094419888,0.093218913,0.073653024,0.033162036,0.045696502
820,F2305300,1584996,School Routine,0.015648095,0.013087132,0.013028362,0.044954383,0.026763443,0.020336367,0.024014988,0.012835295,0.023549029,0.018375685,0.019380777,0.009860888,0.01078841
821,F2305300,1584996,Project,0.017183452,0.013790859,0.012762146,0.012816408,0.044136043,0.016007923,0.02170158,0.013177972,0.021141623,0.018058173,0.016633053,0.007235843,0.012848914
822,F2305300,1584996,Questions,0.036673546,0.042791608,0.107375052,0.034919004,0.044950198,0.081324756,0.043055407,0.04014313,0.046381723,0.042839666,0.039635532,0.024665842,0.016956628
823,F2402431,1678025,Favorite Class,0.000835729,0.002413316,0.008312542,0.007946888,0.012056802,0.010700162,0.01276077,0,0.015838068,0.006061818,0.00273208,0,0
824,F2402431,1678025,School Improvement,0.000835729,0.002413316,0.008312542,0.007946888,0.012056802,0.010700162,0.01276077,0,0.015838068,0.006061818,0.00273208,0,0
825,F2402431,1678025,Questions,0.000835729,0.002413316,0.008312542,0.007946888,0.012056802,0.010700162,0.01276077,0,0.015838068,0.006061818,0.00273208,0,0
826,F2422620,1695570,Favorite Class,0.146342628,0.086810575,0.058220472,0.059036019,0.076277556,0.054825863,0.081496611,0.04486539,0.080897336,0.075966438,0.057180475,0.034066596,0.053158595
827,F2422620,1695570,School Improvement,0.119683106,0.167070412,0.061114942,0.070060752,0.067814973,0.061551535,0.104466311,0.036219048,0.111896937,0.087949839,0.069205423,0.0354826,0.054712919
828,F2422620,1695570,Questions,0.045854967,0.059559657,0.114985567,0.041057534,0.055903113,0.064121527,0.075970368,0.042966718,0.074955262,0.064673327,0.052607646,0.031568422,0.033006264
829,F2440280,1719050,Favorite Class,0.150478932,0.068390579,0.045417699,0.030776489,0.040263576,0.045975489,0.051408655,0.017974398,0.047669581,0.037797671,0.036116317,0.020691929,0.031645547
830,F2440280,1719050,School Improvement,0.069069392,0.167331951,0.045812368,0.040582212,0.040241219,0.060630096,0.079465729,0.034953782,0.104648452,0.066728762,0.060924087,0.037582159,0.034640789
831,F2440280,1719050,Questions,0.022495857,0.033045929,0.184637647,0.032973168,0.037109239,0.057099663,0.065510327,0.063812408,0.043134587,0.040170639,0.046863374,0.0169367,0.016133246
832,F2441958,1720265,Favorite Class,0.35436558,0.149227291,0.07824032,0.109594285,0.112245283,0.072479725,0.148359778,0.066661809,0.114495079,0.113259044,0.084325448,0.05808176,0.114691109
833,F2441958,1720265,School Improvement,0.134601575,0.270699806,0.08240754,0.06433507,0.087374723,0.09575904,0.134595248,0.049804771,0.187952649,0.119720559,0.109009556,0.054498543,0.053249494
834,F2441958,1720265,Questions,0.080977729,0.085971282,0.204034983,0.048753309,0.079003237,0.089275359,0.08792518,0.065746418,0.089322695,0.073932656,0.072017535,0.045023571,0.030911386
835,F2452043,1726994,Favorite Class,0.133302025,0.092306117,0.062806452,0.050313342,0.066080446,0.050812623,0.075827263,0.039234682,0.069198415,0.057356468,0.058672886,0.044412851,0.043286941
836,F2452043,1726994,School Improvement,0.067222405,0.125425989,0.060883151,0.054645222,0.053936296,0.04988588,0.063258795,0.043444575,0.083658915,0.072656089,0.053254403,0.041931747,0.028445228
837,F2452043,1726994,Questions,0.032077235,0.051012033,0.031531369,0.017166479,0.027645919,0.038434069,0.052762433,0.022172587,0.047014774,0.024925116,0.043291257,0.050478069,0.023351162
838,F2497270,1747919,School Improvement,0.000835729,0.002413316,0.008312542,0.007946888,0.012056802,0.010700162,0.01276077,0,0.015838068,0.006061818,0.00273208,0,0
839,F2514197,1762674,Favorite Class,0.156886357,0.129462393,0.073592288,0.056245019,0.066793128,0.071657105,0.095515449,0.039218299,0.085871283,0.061569788,0.080328106,0.046633831,0.055634024
840,F2514197,1762674,School Improvement,0.07692755,0.111479011,0.06867707,0.07347821,0.082955212,0.071170505,0.092784934,0.054373123,0.104551091,0.112852292,0.082410282,0.04520601,0.046825746
841,F2514197,1762674,Questions,0.035539111,0.047820008,0.048625978,0.019141008,0.028265524,0.038641152,0.040426639,0.019607256,0.039599374,0.030280397,0.038066298,0.015555337,0.018592911
842,F2547118,1790159,Favorite Class,0.173363325,0.085143375,0.062960914,0.059228074,0.064034464,0.045545617,0.065447639,0.044994882,0.056127674,0.053308285,0.052049819,0.026030311,0.04887753
843,F2547118,1790159,School Improvement,0.034318302,0.076635341,0.035878613,0.028663119,0.039822474,0.047525154,0.04939544,0.026791955,0.06764489,0.03681432,0.039971074,0.020815852,0.022272381
844,F2547118,1790159,Questions,0.030349599,0.052706432,0.080954792,0.032157268,0.035066558,0.029349446,0.04363872,0.03276667,0.049991081,0.050744503,0.027540613,0.023703364,0.016007948
845,F2601678,1835998,School Routine,0.081551547,0.095366779,0.056055382,0.183898904,0.053734785,0.035854558,0.06061083,0.044284245,0.068100886,0.078004119,0.041659393,0.029381952,0.032238967
846,F2601678,1835998,Project,0.073116543,0.061404435,0.061286251,0.053670936,0.192275095,0.055257272,0.07120325,0.048174826,0.072813635,0.074153281,0.064172645,0.031097706,0.046676569
847,F2601678,1835998,Questions,0.031030209,0.039670056,0.119146613,0.025531384,0.037848244,0.040902444,0.048511229,0.032102685,0.047241852,0.036921787,0.032087032,0.018142855,0.014171798
848,F2604487,1838797,School Routine,0.041187494,0.053829792,0.027472658,0.067970561,0.02882221,0.017522599,0.037474646,0.019680996,0.042626506,0.04042444,0.029341947,0.010702094,0.017608147
849,F2604487,1838797,Project,0.024368278,0.018137392,0.014750044,0.006965869,0.036330473,0.01667684,0.018830147,0.016908674,0.017384704,0.027030313,0.016041817,0.014099923,0.005459627
850,F2604487,1838797,Questions,0.046094014,0.037996086,0.120458179,0.02064156,0.03706396,0.0361247,0.042032738,0.033510087,0.039147234,0.031565028,0.033182411,0.013689078,0.013461374
851,F2607388,1841699,Favorite Class,0.068240616,0.042112843,0.029410643,0.020203208,0.036232488,0.034123295,0.032345659,0.013294373,0.036564904,0.026848996,0.037560391,0.020100706,0.017326972
852,F2607388,1841699,School Improvement,0.07151909,0.096423828,0.054178916,0.050853837,0.04528517,0.050343408,0.060449031,0.031954541,0.06648553,0.044008839,0.059469208,0.031878729,0.028308246
853,F2607388,1841699,Questions,0.023914777,0.029651499,0.105230062,0.025358904,0.031573922,0.035966265,0.047751249,0.03292248,0.037201824,0.040203212,0.036033784,0.017068429,0.017402226
854,F2608866,1843175,Questions,0.016807496,0.021963742,0.072399687,0.011509614,0.010254581,0.014868378,0.014233137,0.018202693,0.013015746,0.012373561,0.010572378,0.004310005,0.002625441
855,F2608866,1843175,Favorite Class,0.119854331,0.105781822,0.068348212,0.057022427,0.083286862,0.063127087,0.081422747,0.038497407,0.083290621,0.071311566,0.072576758,0.041354073,0.049984861
856,F2608866,1843175,School Improvement,0.142729791,0.146245445,0.075959846,0.084268814,0.080248736,0.065570327,0.08949474,0.039370461,0.093114745,0.072184943,0.073796965,0.042208282,0.067183903
857,F2666133,1893962,Favorite Class,0.127118857,0.06611003,0.051023511,0.053563099,0.057020594,0.051536814,0.070344862,0.035360974,0.066141378,0.061568944,0.054021113,0.029405915,0.053531391
858,F2666133,1893962,School Improvement,0.073986528,0.114081955,0.059513554,0.047812858,0.064678409,0.050415802,0.074077522,0.034026033,0.086033863,0.062829053,0.051037899,0.028941436,0.03924135
859,F2666133,1893962,Questions,0.041376296,0.04658101,0.126849873,0.031935646,0.040496604,0.045208916,0.054883217,0.035065297,0.050724785,0.054650216,0.051369844,0.030750606,0.030051236
860,F2669876,1897328,Favorite Class,0.103460862,0.038532152,0.025485243,0.036716918,0.027472221,0.022304008,0.035769113,0.019012394,0.027060384,0.024700861,0.020943127,0.019485269,0.031202799
861,F2669876,1897328,School Improvement,0.071792727,0.13395568,0.054776,0.063948388,0.062484852,0.052288473,0.074150408,0.060061402,0.106094136,0.089359162,0.063927175,0.040627311,0.036273218
862,F2669876,1897328,Questions,0.014615036,0.013714718,0.031302287,0.006977187,0.009314375,0.009118206,0.011318482,0.005587717,0.012380064,0.00986968,0.010743728,0.005198397,0.004824565
863,F2730887,1947395,School Routine,0.077135784,0.092140963,0.053919926,0.175783462,0.067597131,0.053123334,0.081457617,0.03570437,0.08683042,0.064350973,0.047974727,0.037742149,0.038601378
864,F2730887,1947395,Project,0.033599884,0.03570127,0.028069917,0.035528045,0.12159489,0.036661422,0.050175133,0.032544743,0.047467399,0.045303149,0.034843892,0.027054536,0.034118925
865,F2730887,1947395,Questions,0.040881686,0.03818835,0.12136414,0.041474348,0.032913601,0.034019646,0.047105107,0.041200389,0.037645794,0.050040594,0.039506427,0.019139165,0.018540652
866,F2738147,1953532,Favorite Class,0.285290044,0.108086679,0.060448338,0.082916922,0.08933973,0.056230183,0.103494408,0.037680744,0.08774871,0.082936613,0.075121231,0.045121684,0.114013123
867,F2738147,1953532,School Improvement,0.066334653,0.099459145,0.030244809,0.023117146,0.040291239,0.051561599,0.050604817,0.018617043,0.072118397,0.046004319,0.050187723,0.022756768,0.033235613
868,F2738147,1953532,Questions,0.016738379,0.015807695,0.050408184,0.010823928,0.035505774,0.034665191,0.022591116,0.015403058,0.028562078,0.034799062,0.037445374,0.010496988,0.012317645
869,F2768978,1979100,Favorite Class,0.20321845,0.07880257,0.057003806,0.074013859,0.064183347,0.039203784,0.086688321,0.025821677,0.063115524,0.051724285,0.043198151,0.039664151,0.062703526
870,F2768978,1979100,School Improvement,0.05098579,0.08604645,0.045562843,0.019083596,0.026467659,0.034539856,0.046272945,0.023104359,0.055539868,0.040474191,0.042273514,0.015386189,0.016371035
871,F2768978,1979100,Questions,0.03533979,0.040413389,0.088198309,0.02609151,0.026626822,0.020115631,0.027349853,0.025735154,0.026735718,0.026139195,0.017346693,0.01962349,0.017277083
872,F2771463,1981527,Favorite Class,0.208546075,0.121624856,0.084870832,0.075800781,0.100905192,0.077003462,0.115340082,0.054102971,0.103554934,0.096757101,0.085843209,0.055436307,0.076865615
873,F2771463,1981527,School Improvement,0.081155766,0.127872839,0.063909002,0.05590911,0.057735327,0.063721196,0.093044907,0.039572246,0.095402161,0.071037844,0.072281357,0.047226605,0.045306183
874,F2771463,1981527,Questions,0.071610723,0.079385728,0.152473539,0.056896656,0.077302003,0.06802325,0.082615299,0.052742513,0.085201418,0.078707686,0.067232937,0.058256658,0.0375161
875,F2772096,1982153,Favorite Class,0.13192582,0.072294765,0.050440004,0.054300936,0.049109161,0.035666762,0.056632821,0.023298272,0.047221406,0.036763975,0.034436658,0.026112253,0.049105916
876,F2772096,1982153,School Improvement,0.082369037,0.119287589,0.047185875,0.05183822,0.054981782,0.055555184,0.082958486,0.036714693,0.092075608,0.064305126,0.063718372,0.028514713,0.053601208
877,F2772096,1982153,Questions,0.022545369,0.024400927,0.090976601,0.016260496,0.021763648,0.029054857,0.037833575,0.01966556,0.029449999,0.023806917,0.024861139,0.022331875,0.013705204
878,F2790078,1998031,Favorite Class,0.097904474,0.076917189,0.049467391,0.035254298,0.050843043,0.036856722,0.045956741,0.017959209,0.0483455,0.035007166,0.041862521,0.04197875,0.026410068
879,F2790078,1998031,School Improvement,0.042447736,0.083716514,0.036114421,0.027427866,0.034271789,0.038551569,0.040117892,0.017422654,0.051497234,0.037834408,0.036746355,0.035754939,0.018979433
880,F2790078,1998031,Questions,0.040691187,0.049666638,0.150463828,0.028114983,0.043684721,0.0510339,0.066663313,0.058588368,0.048085324,0.042786783,0.04584401,0.042134616,0.014602343
881,G1975839,1278399,Favorite Class,0.083841537,0.026981754,0.021406299,0.018516569,0.028224549,0.031810276,0.031812546,0.012432354,0.024687664,0.025777287,0.019671304,0.011140468,0.021017932
882,G1975839,1278399,School Improvement,0.058746206,0.124800638,0.038262684,0.039041861,0.039954912,0.042598459,0.069768979,0.024384002,0.085357728,0.057075346,0.039779399,0.037440726,0.028463386
883,G1975839,1278399,Questions,0.026722814,0.033626478,0.148175769,0.018628017,0.025988459,0.035640656,0.039785239,0.030763508,0.037719479,0.03753955,0.037043404,0.023029616,0.015257678
884,G2035213,1328021,Favorite Class,0.270123083,0.171340514,0.088150486,0.122562328,0.106975828,0.075358689,0.129982815,0.056273742,0.102688613,0.093574995,0.094195307,0.061673091,0.093996761
885,G2035213,1328021,School Improvement,0.111218038,0.15830119,0.058155392,0.057512782,0.081561916,0.085120121,0.085719667,0.049131089,0.096673685,0.08883476,0.083446911,0.034147532,0.051226635
886,G2035213,1328021,Questions,0.069423751,0.078089283,0.147523629,0.064506703,0.077922928,0.085593448,0.093064243,0.072007132,0.087004034,0.091586973,0.078861983,0.063517033,0.048721526
887,G2062915,1353507,Favorite Class,0.265458137,0.139465662,0.064974106,0.107836996,0.09430655,0.053414307,0.134934797,0.043300706,0.102207756,0.081589889,0.04953261,0.058800258,0.201933402
888,G2062915,1353507,School Improvement,0.103061986,0.147471699,0.065099562,0.06298222,0.059973761,0.057561798,0.103261274,0.028433067,0.112154467,0.063961398,0.052119911,0.048592345,0.048953382
889,G2062915,1353507,Questions,0.061913406,0.070900119,0.272559737,0.036208244,0.064148502,0.078289126,0.087206211,0.067434532,0.079290252,0.068092194,0.07287485,0.036861339,0.031863005
890,G2088946,1377509,Favorite Class,0.121953875,0.088496022,0.046413471,0.04372323,0.059983872,0.043719489,0.066341987,0.028097147,0.05902085,0.051181071,0.051617687,0.032075074,0.057144363
891,G2088946,1377509,School Improvement,0.103109785,0.200134496,0.076047354,0.078039155,0.068987921,0.079453145,0.100929993,0.048388356,0.120016039,0.092982911,0.094859402,0.047004688,0.051804322
892,G2088946,1377509,Questions,0.035014927,0.039679165,0.107775727,0.03066393,0.036650841,0.047609598,0.061839579,0.050274752,0.049711741,0.049128299,0.042058223,0.036639811,0.02560292
893,G2097250,1385165,Favorite Class,0.183104216,0.107847221,0.072776787,0.075719885,0.092797454,0.09968077,0.12067873,0.054043625,0.104808025,0.085571655,0.071493197,0.047488731,0.08028277
894,G2097250,1385165,School Improvement,0.070392881,0.149535001,0.056494455,0.053311667,0.057190382,0.064376123,0.092170763,0.039569123,0.122007504,0.07537881,0.058069326,0.038916397,0.03752026
895,G2097250,1385165,Questions,0.058843966,0.076227617,0.148798029,0.039217981,0.059628876,0.065630621,0.076738178,0.046693917,0.07474447,0.064690128,0.064460115,0.040470223,0.034919917
896,G2097284,1385199,School Improvement,0.011301509,0.018949428,0.043078407,0.020799728,0.022352721,0.07751658,0.059091083,0.028059532,0.031830483,0.032298346,0.076424072,0.015968243,0.004746727
897,G2097284,1385199,Favorite Class,0.191584185,0.080381007,0.051833006,0.054001588,0.059256221,0.05532443,0.080090088,0.024844418,0.074040155,0.071318823,0.06782861,0.037770119,0.053353477
898,G2097284,1385199,Questions,0,0,0.000596248,0,0,0,0,0,0,0,0,0,0
899,G2114753,1402076,Favorite Class,0.211453035,0.115183134,0.055423084,0.084046548,0.065302167,0.049882867,0.09536384,0.037927283,0.076257549,0.062688532,0.045476272,0.037220302,0.080228999
900,G2114753,1402076,School Improvement,0.086347054,0.114220742,0.044353958,0.043128675,0.053272607,0.058733211,0.077530779,0.037616334,0.079496736,0.061667102,0.046248117,0.026918684,0.042154589
901,G2114753,1402076,Questions,0.031125875,0.026986262,0.125436991,0.019699207,0.027844473,0.029013369,0.036831528,0.034265019,0.03440132,0.046839862,0.035255688,0.015397374,0.014109055
902,G2119003,1405842,Favorite Class,0.340436314,0.16555195,0.081352324,0.113001531,0.108217572,0.078313654,0.126616062,0.051956805,0.106288976,0.093563549,0.096798653,0.058026837,0.110143736
903,G2119003,1405842,School Improvement,0.070310488,0.121935873,0.039857979,0.037771972,0.044320933,0.037463069,0.056383411,0.033754954,0.075998701,0.061343305,0.046757988,0.025399585,0.029142322
904,G2119003,1405842,Questions,0.04236232,0.047514629,0.216255212,0.029963961,0.044268296,0.049140628,0.062878051,0.053307564,0.054294168,0.052346666,0.048695215,0.024276958,0.022740236
905,G2125464,1412237,Favorite Class,0.172461602,0.108612493,0.084970256,0.060599135,0.073265739,0.058935466,0.085228731,0.034131117,0.086094617,0.074773269,0.068605329,0.0402474,0.050706753
906,G2125464,1412237,School Improvement,0.056766246,0.101661605,0.061396091,0.029954062,0.031881371,0.03460574,0.053284958,0.023661208,0.063397465,0.04363876,0.047447761,0.019516149,0.022328953
907,G2125464,1412237,Questions,0.031581799,0.048534272,0.14313239,0.022058421,0.022829568,0.040787755,0.044101451,0.034781884,0.041615529,0.034601724,0.037248733,0.021039443,0.017691246
908,G2125983,1412755,Favorite Class,0.051084522,0.017374934,0.010861773,0.03321086,0.014030273,0.007819906,0.010957993,0.003840166,0.008288905,0.00538174,0.007919085,0.00658587,0.010129602
909,G2125983,1412755,School Improvement,0.051436889,0.07026163,0.025740197,0.037419124,0.029708949,0.023323107,0.035133909,0.019496413,0.047328141,0.039982464,0.028396201,0.014166156,0.018604564
910,G2125983,1412755,Questions,0.032879193,0.053516108,0.148218194,0.021008216,0.033058653,0.061979138,0.044988907,0.034648969,0.046300671,0.038309917,0.029351707,0.020526614,0.014776719
911,G2129121,1415830,Favorite Class,0.264724194,0.242288119,0.133204383,0.101714956,0.109420325,0.104492379,0.136969349,0.065676268,0.151563174,0.117720328,0.133963025,0.066758243,0.08388872
912,G2129121,1415830,School Improvement,0.159278643,0.241938991,0.103351115,0.112000691,0.084708486,0.090491239,0.132285653,0.062177913,0.144760379,0.101543135,0.102029762,0.064302076,0.072142983
913,G2129121,1415830,Questions,0.126188432,0.171120421,0.230537822,0.061487772,0.080523592,0.107032732,0.10511501,0.0630852,0.127816078,0.088144382,0.099406171,0.051402502,0.04579793
914,G2129825,1416536,Favorite Class,0.191415229,0.130777819,0.076171998,0.087450097,0.107410547,0.07180604,0.10749229,0.064008091,0.104401607,0.103023924,0.080346169,0.075612477,0.077521001
915,G2129825,1416536,School Improvement,0.113605725,0.253749346,0.105503527,0.080760015,0.099549596,0.108006569,0.132115947,0.069723634,0.174728212,0.125123199,0.115474136,0.076353743,0.052755632
916,G2129825,1416536,Questions,0.106721446,0.084913126,0.169058532,0.052455951,0.070525098,0.064794927,0.090435427,0.056763794,0.075732041,0.077008523,0.067938824,0.045885724,0.04205434
917,G2129831,1416542,Favorite Class,0.236102366,0.1337376,0.085402548,0.106451061,0.109062526,0.082197695,0.134236228,0.072929792,0.123397399,0.11533685,0.09339253,0.056846506,0.102555207
918,G2129831,1416542,School Improvement,0.09845818,0.187169045,0.084312825,0.090025993,0.086861115,0.093034612,0.127584145,0.060583464,0.152741451,0.107718031,0.09606266,0.049471723,0.058795551
919,G2129831,1416542,Questions,0.066731237,0.077944765,0.147612581,0.048717365,0.075380097,0.085721029,0.08354696,0.052474669,0.082528886,0.07222763,0.072752521,0.039415943,0.038859556
920,G2130184,1416896,Favorite Class,0.32779149,0.137540247,0.066636334,0.121791634,0.097611306,0.050531925,0.116831178,0.044964289,0.066879938,0.07221317,0.049960901,0.049186141,0.10787685
921,G2130184,1416896,School Improvement,0.190357808,0.21802856,0.083576753,0.088655605,0.075751795,0.059074748,0.099981218,0.058341166,0.101673584,0.086129,0.070382394,0.043611401,0.070282128
922,G2130184,1416896,Questions,0.075269114,0.11292175,0.181563679,0.041660201,0.058037495,0.066518074,0.081146329,0.053901053,0.073408651,0.068282173,0.077854381,0.032812689,0.043991645
923,G2130216,1416928,Favorite Class,0.277207682,0.157410973,0.085236439,0.085119414,0.09027936,0.072875073,0.120245034,0.046668456,0.10266323,0.087794629,0.087647003,0.045920586,0.085283963
924,G2130216,1416928,School Improvement,0.098248682,0.205077086,0.071670045,0.056311051,0.060052981,0.074856819,0.10245207,0.044387916,0.120235473,0.078088272,0.077229957,0.040612975,0.047493638
925,G2130216,1416928,Questions,0.077076848,0.092222345,0.210992455,0.048766608,0.059415843,0.063328488,0.074863234,0.04660455,0.075480067,0.060535078,0.067063702,0.036676382,0.030086746
926,G2141840,1428013,Favorite Class,0.227892849,0.109082394,0.089013036,0.099541123,0.090684107,0.064935759,0.123268139,0.067790281,0.098642596,0.113986107,0.077481364,0.046867069,0.092299512
927,G2141840,1428013,School Improvement,0.106562124,0.196334206,0.080239131,0.067275224,0.078800909,0.073359301,0.105258045,0.052579459,0.127969746,0.096374896,0.076350629,0.054430359,0.05283231
928,G2141840,1428013,Questions,0.048556357,0.04628172,0.202860001,0.036500438,0.040768121,0.069443485,0.065983142,0.052492776,0.059525355,0.05536203,0.060377022,0.024399048,0.026002501
929,G2150804,1436631,Favorite Class,0.36190544,0.120918768,0.067456935,0.104343513,0.09124594,0.049041758,0.137144186,0.044293421,0.091648087,0.085986966,0.053506795,0.043991299,0.105455264
930,G2150804,1436631,School Improvement,0.201340399,0.153516559,0.058305363,0.052128292,0.070709325,0.056323286,0.078867629,0.024983076,0.074784239,0.055640046,0.059110165,0.041335239,0.062916285
931,G2150804,1436631,Questions,0.042015506,0.055325543,0.268571214,0.029310627,0.043781086,0.054769454,0.064430478,0.054044455,0.055962704,0.0469065,0.048106365,0.023983614,0.020905115
932,G2150901,1436728,School Improvement,0.17365604,0.215551947,0.067301263,0.080850996,0.071960895,0.064534608,0.097505215,0.046324684,0.108619098,0.077714809,0.065247677,0.050029636,0.073635352
933,G2150901,1436728,Questions,0.044900912,0.070462788,0.245406477,0.02953029,0.039372272,0.078252504,0.07833774,0.051735373,0.067298906,0.053420114,0.076803086,0.030838278,0.024211833
934,G2150901,1436728,Favorite Class,0.333829742,0.14739937,0.080257785,0.137410905,0.104066435,0.067224666,0.135110221,0.076541048,0.105355395,0.100124281,0.07079202,0.060732946,0.113408812
935,G2151609,1437404,Favorite Class,0.159414104,0.084734161,0.065649828,0.078588209,0.074060616,0.051052586,0.089777472,0.0452762,0.080832151,0.078267707,0.060736929,0.044769975,0.067568787
936,G2151609,1437404,School Improvement,0.125962525,0.25510637,0.102542139,0.082492839,0.103958045,0.104844589,0.14841871,0.064032479,0.182822326,0.139479614,0.097748889,0.063015762,0.063902023
937,G2151609,1437404,Questions,0.101467267,0.10428142,0.175293328,0.066890161,0.076297622,0.068326707,0.112912422,0.057331686,0.109843021,0.099324317,0.075495045,0.044281441,0.055918013
938,G2166059,1451494,Favorite Class,0.201752413,0.093579105,0.044348149,0.054784353,0.060768309,0.044340275,0.071478905,0.032714825,0.060286723,0.051544595,0.046980513,0.029942437,0.054247537
939,G2166059,1451494,Questions,0.053901381,0.048142812,0.170390483,0.030146525,0.049979031,0.050156015,0.061017259,0.044426277,0.059036562,0.055157629,0.053691502,0.021974664,0.029864651
940,G2166059,1451494,School Improvement,0.116076621,0.188442955,0.053507934,0.050771647,0.070538229,0.07208816,0.086525662,0.038055424,0.117255663,0.092305001,0.083098619,0.036246856,0.045915775
941,G2185933,1470941,School Routine,0.035620712,0.042594574,0.024782104,0.092035752,0.030948554,0.02070154,0.04083709,0.029297804,0.046461377,0.043038033,0.02753984,0.011924521,0.029401307
942,G2185933,1470941,Project,0.031291968,0.048624151,0.02653786,0.041599743,0.054931982,0.016895346,0.035655024,0.025476873,0.045833714,0.047613274,0.023033663,0.01174102,0.019778179
943,G2185933,1470941,Questions,0.000835729,0.002413316,0.008312542,0.007946888,0.012056802,0.010700162,0.01276077,0,0.015838068,0.006061818,0.00273208,0,0
944,G2223709,1507324,School Routine,0.043745096,0.062542192,0.03207728,0.227322795,0.046443682,0.032676345,0.053642824,0.032165444,0.054201182,0.070042548,0.035794222,0.021206326,0.03358613
