maxSim,maxSim,label
0.083171713,0.369354317,I-MM
0.078383437,0.51665636,I-MF
0.109506826,0.569376261,I-MF
0.139540418,0.536481264,I-MF
0.139540418,0.536481264,I-MF
0.109506826,0.569376261,I-MF
0.078383437,0.51665636,I-MF
0.097953109,0.502331903,I-MF
0.061650538,0.490328652,I-MM
0.107179604,0.582871913,I-MF
0.107179604,0.582871913,I-MF
0.061650538,0.490328652,I-MF
0.097953109,0.502331903,I-MM
0.086756471,0.469375159,I-MF
0.119023646,0.559208157,I-MF
0.068807328,0.493499087,I-MF
0.068807328,0.493499087,I-MF
0.119023646,0.559208157,I-MF
0.086756471,0.469375159,I-MF
0.083507149,0.256417997,I-SE
0.094504802,0.346571511,I-MM
0.130647347,0.401830328,I-MF
0.130647347,0.401830328,I-MF
0.094504802,0.346571511,I-MM
0.083507149,0.256417997,I-SE
0.109394243,0.483654445,I-MF
0.110458421,0.464471561,I-MF
0.089838023,0.526061985,I-MF
0.144277271,0.433995655,I-NE
0.128519673,0.459272057,I-NE
0.092196451,0.08168774,I-NE
0.092196451,0.08168774,I-NE
0.128519673,0.459272057,I-NE
0.144277271,0.433995655,I-NE
0.083369764,0.508071295,I-SE
0.072800018,0.456952149,I-MM
0.089161198,0.598907944,I-MF
0.089161198,0.598907944,I-MM
0.072800018,0.456952149,I-MM
0.083369764,0.508071295,I-MM
0.04636925,0.304908216,I-SE
0.037897806,0.306779017,I-NE
0.05150955,0.099139156,I-NE
0.05150955,0.099139156,I-NE
0.037897806,0.306779017,I-NE
0.04636925,0.304908216,I-SE
0.087961051,0.291076593,I-MM
0.117872632,0.479402446,I-MF
0.071591211,0.263997088,I-MM
0.071591211,0.263997088,I-MM
0.117872632,0.479402446,I-MF
0.087961051,0.291076593,I-MM
0.028213625,0.228707318,I-NE
0.037454637,0.434622904,I-MM
0.061045662,0.373140645,I-SE
0.061045662,0.373140645,I-SE
0.037454637,0.434622904,I-SE
0.028213625,0.228707318,I-SE
0.117170461,0.615579924,I-MF
0.185746469,0.687687072,I-MF
0.134019195,0.627689578,I-MF
0.002043241,0,I-NE
0.002043241,0,I-NE
0.002043241,0.400501783,I-NE
0.002043241,0.400501783,I-NE
0.002043241,0,I-NE
0.002043241,0,I-NE
0.139639835,0.506907839,I-MF
0.114646197,0.488342897,I-MF
0.166202849,0.601682744,I-MF
0.166202849,0.601682744,I-MF
0.114646197,0.488342897,I-MF
0.139639835,0.506907839,I-MF
0.074924496,0.359774939,I-NE
0.068097977,0.285820697,I-MM
0.037126994,0.248613841,I-NE
0.037126994,0.248613841,I-NE
0.068097977,0.285820697,I-SE
0.074924496,0.359774939,I-SE
0.144676487,0.387843379,I-MM
0.08719177,0.370232381,I-MM
0.051588667,0.214729352,I-NE
0.051588667,0.214729352,I-NE
0.08719177,0.370232381,I-MM
0.144676487,0.387843379,I-MM
0.108015764,0.372966121,I-MM
0.084831513,0.329361904,I-MM
0.06233885,0.336333062,I-SE
0.06233885,0.336333062,I-MM
0.084831513,0.329361904,I-MM
0.108015764,0.372966121,I-MM
0.0546173,0.354524315,I-MM
0.101347084,0.497701385,I-MM
0.084479615,0.431560433,I-SE
0.084479615,0.431560433,I-SE
0.101347084,0.497701385,I-MM
0.0546173,0.354524315,I-MM
0.047988813,0.249514533,I-SE
0.102671822,0.382975131,I-SE
0.055308615,0.278034661,I-NE
0.055308615,0.278034661,I-NE
0.102671822,0.382975131,I-SE
0.047988813,0.249514533,I-SE
0.126727932,0.528740016,I-MF
0.097592685,0.512220357,I-MF
0.129798145,0.700850381,I-MF
0.129798145,0.700850381,I-MF
0.097592685,0.512220357,I-MF
0.126727932,0.528740016,I-MF
0.126293336,0.601805997,I-MF
0.070230013,0.46898667,I-MF
0.064739303,0.283787561,I-MF
0.064739303,0.283787561,I-MF
0.070230013,0.46898667,I-MF
0.126293336,0.601805997,I-MF
0.12212085,0.461495383,I-MF
0.131418299,0.589118272,I-MF
0.147090621,0.558717385,I-MF
0.157375293,0.594005748,I-MF
0.099711413,0.39869287,I-MF
0.060410969,0.382708339,I-MF
0.060410969,0.382708339,I-MF
0.099711413,0.39869287,I-MF
0.157375293,0.594005748,I-MF
0.082171475,0.331335678,I-MM
0.153041534,0.556792729,I-MM
0.088288469,0.400048871,I-MM
0.088288469,0.400048871,I-MM
0.153041534,0.556792729,I-MM
0.082171475,0.331335678,I-MM
0.122366894,0.558089757,I-MF
0.0880048,0.469847632,I-MM
0.073189199,0.453308725,I-MM
0.073189199,0.453308725,I-MF
0.0880048,0.469847632,I-MM
0.122366894,0.558089757,I-MM
0.150645142,0.591622135,I-MF
0.145072608,0.589079908,I-MF
0.076073124,0.384222226,I-MF
0.076073124,0.384222226,I-MF
0.145072608,0.589079908,I-MF
0.150645142,0.591622135,I-MF
0.115313855,0.470588724,I-MF
0.081789846,0.546534859,I-MM
0.131939741,0.497746659,I-MF
0.131939741,0.497746659,I-MM
0.081789846,0.546534859,I-MF
0.115313855,0.470588724,I-MF
0.129927935,0.477486484,I-SE
0.133387265,0.554279478,I-MM
0.131928351,0.531188004,I-MM
0.131928351,0.531188004,I-MF
0.133387265,0.554279478,I-MM
0.129927935,0.477486484,I-SE
0.108651234,0.633978297,I-MF
0.112314648,0.648269049,I-MF
0.105009003,0.585436184,I-MF
0.105009003,0.585436184,I-MF
0.112314648,0.648269049,I-MF
0.108651234,0.633978297,I-MF
0.111003246,0.553586589,I-MF
0.120602191,0.53968469,I-MF
0.080459849,0.418497551,I-MF
0.080459849,0.418497551,I-MF
0.120602191,0.53968469,I-MF
0.111003246,0.553586589,I-MF
0.130488698,0.483886567,I-MM
0.17186346,0.497282662,I-MM
0.106861339,0.44271489,I-MF
0.106861339,0.44271489,I-MF
0.17186346,0.497282662,I-MM
0.130488698,0.483886567,I-MM
0.057961537,0.322204547,I-NE
0.080034672,0.393423806,I-MM
0.056998104,0.346731584,I-SE
0.056998104,0.346731584,I-SE
0.080034672,0.393423806,I-MM
0.057961537,0.322204547,I-NE
0.130355576,0.493127158,I-MM
0.070027199,0.442547862,I-SE
0.085724595,0.369583897,I-SE
0.085724595,0.369583897,I-SE
0.070027199,0.442547862,I-SE
0.130355576,0.493127158,I-MM
0.117033461,0.360229715,I-SE
0.063956582,0.293357735,I-MM
0.071014919,0.294832123,I-MM
0.071014919,0.294832123,I-MM
0.063956582,0.293357735,I-MM
0.117033461,0.360229715,I-MM
0.109805561,0.407746145,I-MM
0.076250217,0.283129824,I-MM
0.053520329,0.344520202,I-MM
0.053520329,0.344520202,I-MM
0.076250217,0.283129824,I-MM
0.109805561,0.407746145,I-MM
0.137805128,0.57999105,I-MF
0.150543125,0.575771819,I-MF
0.144229951,0.303333695,I-MF
0.144229951,0.303333695,I-MF
0.150543125,0.575771819,I-MF
0.137805128,0.57999105,I-MF
0.068604844,0.253313412,I-MM
0.128632844,0.30269557,I-MM
0.085766119,0.311778744,I-MM
0.085766119,0.311778744,I-SE
0.128632844,0.30269557,I-MM
0.068604844,0.253313412,I-MM
0.042623607,0.223168881,I-MM
0.044735088,0.425341943,I-MM
0.051482626,0.273104396,I-MM
0.051482626,0.273104396,I-MM
0.044735088,0.425341943,I-MM
0.042623607,0.223168881,I-SE
0.099229906,0.456067723,I-MM
0.167532048,0.44053801,I-MM
0.073195149,0.225958612,I-MM
0.073195149,0.225958612,I-MM
0.167532048,0.44053801,I-MM
0.099229906,0.456067723,I-MM
0.149959768,0.507409451,I-SE
0.126684479,0.320142457,I-SE
0.072719611,0.266313762,I-SE
0.072719611,0.266313762,I-SE
0.126684479,0.320142457,I-SE
0.149959768,0.507409451,I-SE
0.17616087,0.557062171,I-MM
0.131592804,0.532019841,I-MM
0.088256029,0.424629939,I-MM
0.088256029,0.424629939,I-MM
0.131592804,0.532019841,I-MM
0.17616087,0.557062171,I-MM
0.192693033,0.598765938,I-MF
0.131247423,0.539123009,I-MF
0.094793675,0.432190293,I-MF
0.094793675,0.432190293,I-MF
0.131247423,0.539123009,I-MF
0.192693033,0.598765938,I-MF
0.099557455,0.432815385,I-MM
0.111072147,0.475513262,I-MM
0.065268697,0.399206156,I-MM
0.065268697,0.399206156,I-SE
0.111072147,0.475513262,I-MM
0.099557455,0.432815385,I-MM
0.164444536,0.729629344,I-MF
0.108783826,0.532280276,I-MF
0.171216911,0.725825204,I-MF
0.171216911,0.725825204,I-MF
0.108783826,0.532280276,I-MF
0.164444536,0.729629344,I-MF
0.106805637,0.566189046,I-MF
0.09959687,0.652184683,I-MF
0.111576401,0.453851697,I-MF
0.111576401,0.453851697,I-MF
0.09959687,0.652184683,I-MF
0.106805637,0.566189046,I-MF
0.054039514,0.378469701,I-MF
0.127477163,0.509990956,I-MF
0.131631482,0.511214214,I-MF
0.120405278,0.527951606,I-MF
0.174689231,0.663525168,I-MF
0.129754209,0.582678448,I-MF
0.043580798,0.183322105,I-NE
0.05288332,0.338969991,I-SE
0.01824367,0.205355546,I-NE
0.01824367,0.205355546,I-NE
0.05288332,0.338969991,I-MM
0.043580798,0.183322105,I-NE
0.094746787,0.513403866,I-MF
0.1018788,0.525413014,I-MF
0.062935314,0.43762344,I-MF
0.062935314,0.43762344,I-MF
0.1018788,0.525413014,I-MF
0.094746787,0.513403866,I-MF
0.08923401,0.354800669,I-MM
0.127513289,0.457524503,I-MM
0.088153402,0.245713568,I-MM
0.088153402,0.245713568,I-MM
0.127513289,0.457524503,I-MM
0.08923401,0.354800669,I-MM
0.138235449,0.565453472,I-MF
0.129841813,0.601035243,I-MM
0.147528797,0.604560304,I-MM
0.147528797,0.604560304,I-MF
0.129841813,0.601035243,I-SE
0.138235449,0.565453472,I-MF
0.082373792,0.258724254,I-SE
0.077958444,0.303594645,I-NE
0.068103744,0.336334947,I-SE
0.068103744,0.336334947,I-SE
0.077958444,0.303594645,I-NE
0.082373792,0.258724254,I-SE
0.114074648,0.604816381,I-MM
0.127538285,0.582457343,I-MM
0.098752016,0.307011129,I-MM
0.098752016,0.307011129,I-MM
0.127538285,0.582457343,I-MM
0.114074648,0.604816381,I-MM
0.07057016,0.400348118,I-MF
0.051744684,0.24175905,I-MM
0.059624818,0.391583343,I-MF
0.059624818,0.391583343,I-MF
0.051744684,0.24175905,I-MM
0.07057016,0.400348118,I-MF
0.094188122,0.472536485,I-SE
0.070490161,0.368925138,I-SE
0.040503856,0.219835444,I-NE
0.040503856,0.219835444,I-NE
0.070490161,0.368925138,I-SE
0.094188122,0.472536485,I-SE
0.081318759,0.388309365,I-SE
0.054882936,0.375366508,I-SE
0.07396127,0.371147022,I-SE
0.07396127,0.371147022,I-SE
0.054882936,0.375366508,I-MM
0.081318759,0.388309365,I-SE
0.092311125,0.274682655,I-SE
0.092311125,0.274682655,I-MM
0.081007479,0.502277442,I-MM
0.085582846,0.343678456,I-SE
0.114050285,0.399916791,I-SE
0.114050285,0.399916791,I-SE
0.085582846,0.343678456,I-SE
0.081007479,0.502277442,I-SE
0.058701503,0.250221542,I-NE
0.065581487,0.439776556,I-NE
0.086653435,0.470329378,I-NE
0.086653435,0.470329378,I-MM
0.065581487,0.439776556,I-NE
0.058701503,0.250221542,I-NE
0.140557869,0.583327209,I-MF
0.112522922,0.423926964,I-MF
0.159191232,0.535002808,I-MF
0.159191232,0.535002808,I-MF
0.112522922,0.423926964,I-MF
0.140557869,0.583327209,I-MF
0.058815272,0.138247706,I-NE
0.073716659,0.269180649,I-NE
0.062218389,0.205399538,I-NE
0.062218389,0.205399538,I-NE
0.073716659,0.269180649,I-NE
0.058815272,0.138247706,I-NE
0.146520868,0.614011192,I-MF
0.152280545,0.701739315,I-MF
0.084358995,0.461487564,I-MF
0.084358995,0.461487564,I-MF
0.152280545,0.701739315,I-MF
0.146520868,0.614011192,I-MF
0.069056155,0.352103319,I-SE
0.036891178,0.207760543,I-NE
0.089918424,0.258524957,I-SE
0.089918424,0.258524957,I-SE
0.036891178,0.207760543,I-NE
0.069056155,0.352103319,I-NE
0.163891353,0.587740757,I-NE
0.04036798,0.15573911,I-NE
0.059237761,0.424154247,I-SE
0.059237761,0.424154247,I-MM
0.04036798,0.15573911,I-NE
0.163891353,0.587740757,I-NE
0.101826183,0.588651176,I-MM
0.053677065,0.402933213,I-MM
0.061836802,0.35821154,I-MM
0.061836802,0.35821154,I-MM
0.053677065,0.402933213,I-MM
0.101826183,0.588651176,I-MM
0.073602351,0.409920156,I-MF
0.050582439,0.293732205,I-MM
0.06626162,0.422946824,I-MM
0.06626162,0.422946824,I-MM
0.050582439,0.293732205,I-MM
0.073602351,0.409920156,I-MF
0.104096233,0.346773219,I-MM
0.08352353,0.471591658,I-MM
0.135482999,0.352760502,I-MM
0.135482999,0.352760502,I-MM
0.08352353,0.471591658,I-MM
0.104096233,0.346773219,I-MM
0.057003616,0.273723513,I-MM
0.057003616,0.273723513,I-MM
0.144253781,0.556795267,I-MM
0.091256012,0.567315483,I-MF
0.089742167,0.387628646,I-MF
0.089742167,0.387628646,I-MM
0.091256012,0.567315483,I-MF
0.144253781,0.556795267,I-MF
0.09696374,0.487512741,I-MF
0.119792183,0.51898917,I-MF
0.120261645,0.611609022,I-MF
0.120261645,0.611609022,I-MF
0.119792183,0.51898917,I-MF
0.09696374,0.487512741,I-MF
0.040704314,0.31143314,I-SE
0.052032116,0.299002211,I-SE
0.059894668,0.406315756,I-SE
0.059894668,0.406315756,I-SE
0.052032116,0.299002211,I-SE
0.040704314,0.31143314,I-SE
0.104325704,0.635320953,I-MF
0.102127657,0.538242446,I-MF
0.078839866,0.486354462,I-MF
0.078839866,0.486354462,I-MF
0.102127657,0.538242446,I-MF
0.104325704,0.635320953,I-MF
0.087774923,0.46312003,I-MM
0.07432287,0.346129242,I-MM
0.050395745,0.403030629,I-MM
0.050395745,0.403030629,I-MM
0.07432287,0.346129242,I-MM
0.087774923,0.46312003,I-MM
0.104724674,0.477608905,I-MF
0.152919689,0.599953613,I-MF
0.092542976,0.60380807,I-MF
0.092542976,0.60380807,I-MF
0.152919689,0.599953613,I-MF
0.104724674,0.477608905,I-MF
0.080728001,0.434827731,I-MF
0.127922048,0.548835965,I-MF
0.112951509,0.490084996,I-MF
0.112951509,0.490084996,I-MF
0.127922048,0.548835965,I-MF
0.080728001,0.434827731,I-MF
0.099576308,0.529779045,I-MF
0.150603727,0.538598883,I-MF
0.08654127,0.383765228,I-MF
0.08654127,0.383765228,I-MF
0.150603727,0.538598883,I-MF
0.099576308,0.529779045,I-MF
0.160137065,0.627359296,I-NE
0.057891243,0.329857803,I-MM
0.057328407,0.334173164,I-NE
0.057328407,0.334173164,I-SE
0.057891243,0.329857803,I-MM
0.160137065,0.627359296,I-NE
0.132469075,0.436471812,I-MM
0.117241194,0.381360104,I-MM
0.061802724,0.225567691,I-SE
0.061802724,0.225567691,I-SE
0.117241194,0.381360104,I-MF
0.132469075,0.436471812,I-MM
0.053997182,0.505323358,I-MM
0.07916217,0.347901964,I-SE
0.094257988,0.479925993,I-MM
0.094257988,0.479925993,I-SE
0.07916217,0.347901964,I-MF
0.053997182,0.505323358,I-MM
0.0793241,0.506090914,I-MM
0.118090912,0.539737802,I-SE
0.08012097,0.628059927,I-MF
0.08012097,0.628059927,I-MM
0.118090912,0.539737802,I-MM
0.0793241,0.506090914,I-MM
0.065233102,0.441541487,I-SE
0.007616775,0.088243505,I-SE
0.070563352,0.335302472,I-SE
0.070563352,0.335302472,I-MF
0.007616775,0.088243505,I-NE
0.065233102,0.441541487,I-SE
0.083714593,0.38533084,I-MM
0.079095399,0.289998513,I-MM
0.108087253,0.322571947,I-MM
0.108087253,0.322571947,I-MM
0.079095399,0.289998513,I-SE
0.083714593,0.38533084,I-MF
0.082253009,0.339470933,I-MM
0.064287781,0.330179856,I-SE
0.064287781,0.330179856,I-SE
0.082253009,0.339470933,I-MM
0.108260782,0.592036171,I-MF
0.115536915,0.628629572,I-MF
0.102790682,0.462315348,I-MF
0.102790682,0.462315348,I-MF
0.115536915,0.628629572,I-MF
0.108260782,0.592036171,I-MF
0.025047622,0.114016436,I-NE
0.023468641,0.183397397,I-SE
0.013470138,0.128309136,I-NE
0.013470138,0.128309136,I-NE
0.023468641,0.183397397,I-NE
0.025047622,0.114016436,I-NE
0.066643993,0.294217187,I-MM
0.051263022,0.283157189,I-SE
0.105296224,0.43463651,I-MM
0.105296224,0.43463651,I-MM
0.051263022,0.283157189,I-SE
0.066643993,0.294217187,I-MM
0.067207145,0.343818713,I-SE
0.04364401,0.204507024,I-SE
0.072808321,0.365198938,I-NE
0.072808321,0.365198938,I-NE
0.04364401,0.204507024,I-SE
0.067207145,0.343818713,I-SE
0.091482884,0.459103301,I-MF
0.133365137,0.589332561,I-MF
0.070449857,0.418721325,I-MF
0.070449857,0.418721325,I-MF
0.133365137,0.589332561,I-MF
0.091482884,0.459103301,I-MF
0.110007602,0.511811545,I-MM
0.115575225,0.569106775,I-MM
0.077258719,0.553729935,I-MM
0.077258719,0.553729935,I-MM
0.115575225,0.569106775,I-MM
0.110007602,0.511811545,I-MM
0.053479129,0.394597952,I-MM
0.038240976,0.409055543,I-SE
0.044765134,0.297127905,I-SE
0.044765134,0.297127905,I-MM
0.038240976,0.409055543,I-SE
0.053479129,0.394597952,I-SE
0.030534077,0.230761745,I-NE
0.053658534,0.530512481,I-NE
0.041081552,0.509427062,I-NE
0.041081552,0.509427062,I-NE
0.053658534,0.530512481,I-NE
0.030534077,0.230761745,I-NE
0.100677074,0.474981411,I-MF
0.100283865,0.585165326,I-MF
0.03585779,0.364196834,I-SE
0.126365569,0.564648463,I-MF
0.086678445,0.48563451,I-MF
0.069789272,0.553826247,I-MM
0.09374489,0.416961231,I-SE
0.067064946,0.414572593,I-SE
0.068908918,0.34803235,I-SE
0.068908918,0.34803235,I-MM
0.067064946,0.414572593,I-SE
0.09374489,0.416961231,I-SE
0.063861699,0.334972256,I-MF
0.114803065,0.447365396,I-MM
0.078236104,0.311593147,I-NE
0.078236104,0.311593147,I-SE
0.114803065,0.447365396,I-MF
0.063861699,0.334972256,I-MM
0.131813277,0.379044493,I-MM
0.09234134,0.336470341,I-MM
0.0797597,0.290345483,I-MM
0.0797597,0.290345483,I-MM
0.09234134,0.336470341,I-MM
0.131813277,0.379044493,I-SE
0.082803143,0.495285448,I-MM
0.076829687,0.288110947,I-SE
0.042247352,0.209945874,I-SE
0.042247352,0.209945874,I-SE
0.076829687,0.288110947,I-SE
0.082803143,0.495285448,I-MM
0.043821703,0.165161929,I-SE
0.047391583,0.241138633,I-SE
0.054504091,0.280163303,I-MM
0.054504091,0.280163303,I-MM
0.047391583,0.241138633,I-SE
0.043821703,0.165161929,I-SE
0.104068255,0.306889281,I-MM
0.115790187,0.320489935,I-SE
0.078987714,0.306979954,I-MM
0.078987714,0.306979954,I-MM
0.115790187,0.320489935,I-MM
0.104068255,0.306889281,I-MM
0.15077129,0.543317317,I-MM
0.118312851,0.412572999,I-MF
0.067058377,0.383497025,I-MF
0.067058377,0.383497025,I-MF
0.118312851,0.412572999,I-MM
0.15077129,0.543317317,I-MF
0.130570544,0.425206794,I-MM
0.156089484,0.425515678,I-SE
0.126259184,0.367987676,I-MM
0.126259184,0.367987676,I-MM
0.156089484,0.425515678,I-MM
0.130570544,0.425206794,I-MM
0.117950538,0.266625412,I-MM
0.08071429,0.430174405,I-SE
0.05876272,0.318245852,I-MM
0.05876272,0.318245852,I-MM
0.08071429,0.430174405,I-MM
0.117950538,0.266625412,I-SE
0.03620022,0.164073715,I-NE
0.030458311,0.410625763,I-NE
0.081589918,0.143843561,I-NE
0.081589918,0.143843561,I-NE
0.030458311,0.410625763,I-NE
0.03620022,0.164073715,I-NE
0.13582115,0.655434585,I-MF
0.175683068,0.693423525,I-MF
0.099641988,0.604555934,I-MF
0.099641988,0.604555934,I-MF
0.175683068,0.693423525,I-MF
0.13582115,0.655434585,I-MF
0.093721834,0.406653554,I-MM
0.072271509,0.369340259,I-MM
0.068496091,0.140207015,I-SE
0.068496091,0.140207015,I-NE
0.072271509,0.369340259,I-MM
0.093721834,0.406653554,I-MM
0.112541585,0.485114642,I-MF
0.09888708,0.395363304,I-MM
0.058141374,0.341268985,I-SE
0.058141374,0.341268985,I-MM
0.09888708,0.395363304,I-MM
0.112541585,0.485114642,I-MM
0.081721923,0.201340263,I-MM
0.108023358,0.202872626,I-SE
0.029463039,0.332195116,I-SE
0.029463039,0.332195116,I-SE
0.108023358,0.202872626,I-SE
0.081721923,0.201340263,I-MM
0.158224983,0.655609559,I-MF
0.141687059,0.646915309,I-MF
0.159031218,0.698422003,I-MF
0.159031218,0.698422003,I-MF
0.141687059,0.646915309,I-MF
0.158224983,0.655609559,I-MF
0.088740939,0.353124653,I-SE
0.08445173,0.396403227,I-SE
0.064593214,0.377848929,I-MM
0.064593214,0.377848929,I-MM
0.08445173,0.396403227,I-SE
0.088740939,0.353124653,I-SE
0.134864211,0.64797867,I-MF
0.11949425,0.441043082,I-MF
0.073702905,0.39762451,I-MF
0.073702905,0.39762451,I-MF
0.11949425,0.441043082,I-MF
0.134864211,0.64797867,I-MF
0.082410437,0.224071029,I-NE
0.041494023,0.10468702,I-NE
0.097511765,0.289540207,I-SE
0.097511765,0.289540207,I-SE
0.041494023,0.10468702,I-NE
0.082410437,0.224071029,I-NE
0.088576228,0.48664631,I-MF
0.084391947,0.554325096,I-MF
0.101490282,0.376650165,I-MM
0.101490282,0.376650165,I-MM
0.084391947,0.554325096,I-MF
0.088576228,0.48664631,I-MF
0.098626061,0.361620483,I-MM
0.091503032,0.330981559,I-MM
0.144455998,0.519104821,I-MM
0.144455998,0.519104821,I-MM
0.091503032,0.330981559,I-MM
0.098626061,0.361620483,I-MM
0.078479692,0.480786663,I-MF
0.103947384,0.512818681,I-MF
0.16595362,0.51894025,I-MF
0.16595362,0.51894025,I-MF
0.103947384,0.512818681,I-MF
0.078479692,0.480786663,I-MF
0.196899953,0.61185296,I-MM
0.136954246,0.548311519,I-MM
0.093848682,0.469740241,I-MM
0.093848682,0.469740241,I-MM
0.136954246,0.548311519,I-MM
0.196899953,0.61185296,I-MM
0.135947216,0.340716854,I-SE
0.08539932,0.315774018,I-SE
0.101440342,0.313691265,I-SE
0.101440342,0.313691265,I-SE
0.08539932,0.315774018,I-SE
0.135947216,0.340716854,I-SE
0.183873472,0.682067824,I-MF
0.216663201,0.716997973,I-MM
0.18637862,0.695138914,I-MF
0.18637862,0.695138914,I-MF
0.216663201,0.716997973,I-MM
0.183873472,0.682067824,I-MF
0.140794391,0.632665742,I-MF
0.126325553,0.687424229,I-MF
0.071960999,0.529070387,I-MF
0.071960999,0.529070387,I-MF
0.126325553,0.687424229,I-MF
0.140794391,0.632665742,I-MF
0.066656712,0.416442741,I-SE
0.103237911,0.335362383,I-SE
0.135793376,0.154868554,I-SE
0.135793376,0.154868554,I-SE
0.103237911,0.335362383,I-SE
0.066656712,0.416442741,I-SE
0.12118719,0.404957159,I-MM
0.052714215,0.374917438,I-SE
0.091481829,0.440476438,I-SE
0.091481829,0.440476438,I-SE
0.052714215,0.374917438,I-SE
0.12118719,0.404957159,I-SE
0.055407486,0.209110641,I-SE
0.077365365,0.460981637,I-SE
0.07535162,0.418508464,I-SE
0.07535162,0.418508464,I-SE
0.077365365,0.460981637,I-SE
0.055407486,0.209110641,I-SE
0.169402987,0.756163516,I-MF
0.205501079,0.729668395,I-MF
0.164199436,0.731611098,I-MF
0.164199436,0.731611098,I-MF
0.205501079,0.729668395,I-MF
0.169402987,0.756163516,I-MF
0.078680899,0.299950368,I-MM
0.049991053,0.294960729,I-MM
0.060525208,0.231835739,I-MM
0.060525208,0.231835739,I-MM
0.049991053,0.294960729,I-SE
0.078680899,0.299950368,I-MM
0.112107584,0.465906592,I-MF
0.101823217,0.405315253,I-MF
0.070304714,0.486232308,I-MF
0.070304714,0.486232308,I-MF
0.101823217,0.405315253,I-MF
0.112107584,0.465906592,I-MF
0.096494134,0.385081036,I-MM
0.081654907,0.309697491,I-MM
0.054413382,0.317700723,I-MM
0.054413382,0.317700723,I-MM
0.081654907,0.309697491,I-MM
0.096494134,0.385081036,I-MM
0.08033585,0.43522616,I-SE
0.077398575,0.468307871,I-SE
0.060714492,0.401572583,I-SE
0.060714492,0.401572583,I-SE
0.077398575,0.468307871,I-SE
0.08033585,0.43522616,I-SE
0.086159946,0.215293858,I-NE
0.030168735,0.149110383,I-NE
0.041502173,0.13865222,I-SE
0.041502173,0.13865222,I-SE
0.030168735,0.149110383,I-NE
0.086159946,0.215293858,I-NE
0.110188465,0.307894114,I-SE
0.065826333,0.305977507,I-SE
0.097385703,0.283945908,I-SE
0.097385703,0.283945908,I-SE
0.065826333,0.305977507,I-SE
0.110188465,0.307894114,I-MM
0,0,I-NE
0.002043241,0.058139623,I-NE
0.002043241,0,I-NE
0.002043241,0,I-NE
0.002043241,0.058139623,I-NE
0,0,I-NE
0.111156811,0.312371875,I-MM
0.059648227,0.300670152,I-MM
0.064606795,0.277755194,I-SE
0.064606795,0.277755194,I-MM
0.059648227,0.300670152,I-MM
0.111156811,0.312371875,I-MM
0.110047254,0.450153794,I-MF
0.099963519,0.390185564,I-MF
0.087158841,0.447702644,I-MF
0.087158841,0.447702644,I-MF
0.099963519,0.390185564,I-MF
0.110047254,0.450153794,I-MF
0.160143526,0.479558179,I-NE
0.052288623,0.291710598,I-NE
0.074602906,0.441487366,I-NE
0.074602906,0.441487366,I-NE
0.052288623,0.291710598,I-NE
0.160143526,0.479558179,I-NE
0.084712107,0.377538053,I-MF
0.094149846,0.439466292,I-MF
0.089949408,0.411742171,I-MF
0.089949408,0.411742171,I-MF
0.094149846,0.439466292,I-MF
0.084712107,0.377538053,I-MF
0.215262578,0.506862187,I-MM
0.13244319,0.641855705,I-MM
0.12008111,0.351299157,I-SE
0.12008111,0.351299157,I-MM
0.13244319,0.641855705,I-MM
0.215262578,0.506862187,I-MM
0.063364969,0.25094584,I-SE
0.05069477,0.246631758,I-SE
0.032128236,0.274669857,I-NE
0.032128236,0.274669857,I-NE
0.05069477,0.246631758,I-SE
0.063364969,0.25094584,I-SE
0.147405621,0.441991434,I-MM
0.102671268,0.334633083,I-MM
0,0.026504976,I-NE
0,0.026504976,I-NE
0.102671268,0.334633083,I-MM
0.147405621,0.441991434,I-MM
0.094023756,0.272584688,I-MM
0.137992382,0.266458605,I-SE
0.083928566,0.277459284,I-SE
0.083928566,0.277459284,I-SE
0.137992382,0.266458605,I-SE
0.094023756,0.272584688,I-SE
0.108681779,0.375786233,I-MM
0.042154009,0.285112975,I-SE
0.169117161,0.551420411,I-MM
0.169117161,0.551420411,I-MM
0.042154009,0.285112975,I-MM
0.108681779,0.375786233,I-MM
0.066230547,0.338076569,I-SE
0.051682788,0.273196251,I-MM
0.086832275,0.330682399,I-MF
0.086832275,0.330682399,I-MF
0.051682788,0.273196251,I-MF
0.066230547,0.338076569,I-NE
0.124004914,0.518119458,I-MM
0.120641129,0.508322407,I-MM
0.114070273,0.413236693,I-MM
0.114070273,0.413236693,I-MM
0.120641129,0.508322407,I-SE
0.124004914,0.518119458,I-MM
0.139356205,0.543598842,I-MM
0.195051408,0.541419136,I-MM
0.075399267,0.401879977,I-MF
0.075399267,0.401879977,I-MM
0.195051408,0.541419136,I-MF
0.139356205,0.543598842,I-MM
0.126071889,0.409448924,I-MM
0.082392475,0.43206737,I-MM
0.094783906,0.310744623,I-MM
0.094783906,0.310744623,I-SE
0.082392475,0.43206737,I-MM
0.126071889,0.409448924,I-MM
0.04699358,0.195777957,I-NE
0.087430693,0.17773942,I-SE
0.018454063,0.11297121,I-NE
0.018454063,0.11297121,I-NE
0.087430693,0.17773942,I-SE
0.04699358,0.195777957,I-NE
0.169476422,0.366599643,I-MM
0.15537645,0.431361569,I-MM
0.049667812,0.297779576,I-SE
