,Username,Testid,Version,Response,Score
101093,F2604487,1838797.0,A1,holla una cosa es una videojuego,N-MF
101094,F2604487,1838797.0,A1,holla me llamo corbin mi me gusta television y mi me gusta pizza.,N-MF
104095,F2760718,1972340.0,A1,"Inphyy, denero no mucho denero y disney y libros de comics.",N-MM
104096,F2760718,1972340.0,A1,"Yo es Inphyy, mi coloer faburito es verde y mi faburito subjecto en classe es arte y leer y mi faburito animal es a gato y perro.",N-MF
104097,F2760718,1972340.0,A1,"Inphyy, Yo user a lapiz, una regla, y papele, tejeras, pagase, y un cardeno a yo fue a Walmart. ",N-MF
104098,F2760718,1972340.0,A1,"Inphyy, Yo user a lapiz, una regla, y papele, tejeras, pagase, y un cardeno a yo fue a Walmart. ",N-MM
104099,F2760718,1972340.0,A1,"Yo es Inphyy, mi coloer faburito es verde y mi faburito subjecto en classe es arte y leer y mi faburito animal es a gato y perro.",N-SE
104100,F2760718,1972340.0,A1,"Inphyy, denero no mucho denero y disney y libros de comics.",N-SE
108823,G2167664,1453095.0,A1,"Hola. Me llamo Abby. Me gusta perros y poco gatos. Me gusta gymnastica y cantante. Me perro es pug y llamo Coco! Que colores favorito? Yo colores favorito es rosado y azul! Yo soy Trinity School en Atlanta, Georgia. Me familia es uno nina, Abby. No hermañas y hermaños. Me pelo amarillo. Adios!",N-MF
108824,G2167664,1453095.0,A1,"Hola! Tu quiero es mucho supplies for escuela!* El Lapiz (Diez) El lapiz en el centra comercial y Target.* El Borrador (Cinco) El borrador en el centra comercial y Target.* Libros (Cinco) Libros en la biblioteca.* Binder (Sies) Binder en Target.* Computadora (Uno) Computadora en el centro y el centra comercial.* Markador (Diez) Markadoras en el centra comercial.* Notebook (Cinco) Notebook en Target.Que colores es markador? Adios, Abby",N-MM
108825,G2167664,1453095.0,A1,"Hola, Carla! Me gusta animales y gimnastica! Si, mucho lists for mucho familia y amigas y amigos.* Perro (pug!)* El bar (gimnastica).* Perro comida* Lapiz* Papel* El gato (poco)* Los aretes (azul)* La pulsera (rosado)* El collar (morado)* El dinero* La blusa (rosado y blanco)* La falda (rojo)* Las pijamas* El traja de baño* Los zapatosGracias, Carla! Abby",N-MF
108826,G2167664,1453095.0,A1,"Hola, Carla! Me gusta animales y gimnastica! Si, mucho lists for mucho familia y amigas y amigos.* Perro (pug!)* El bar (gimnastica).* Perro comida* Lapiz* Papel* El gato (poco)* Los aretes (azul)* La pulsera (rosado)* El collar (morado)* El dinero* La blusa (rosado y blanco)* La falda (rojo)* Las pijamas* El traja de baño* Los zapatosGracias, Carla! Abby",N-MM
108827,G2167664,1453095.0,A1,"Hola! Tu quiero es mucho supplies for escuela!* El Lapiz (Diez) El lapiz en el centra comercial y Target.* El Borrador (Cinco) El borrador en el centra comercial y Target.* Libros (Cinco) Libros en la biblioteca.* Binder (Sies) Binder en Target.* Computadora (Uno) Computadora en el centro y el centra comercial.* Markador (Diez) Markadoras en el centra comercial.* Notebook (Cinco) Notebook en Target.Que colores es markador? Adios, Abby",N-MF
108828,G2167664,1453095.0,A1,"Hola. Me llamo Abby. Me gusta perros y poco gatos. Me gusta gymnastica y cantante. Me perro es pug y llamo Coco! Que colores favorito? Yo colores favorito es rosado y azul! Yo soy Trinity School en Atlanta, Georgia. Me familia es uno nina, Abby. No hermañas y hermaños. Me pelo amarillo. Adios!",N-MF
109945,G2214450,1498518.0,A1,        Mi llamo es Mason. Yo enjoy video gamos. Yo gustar el libro de Warriors. Yo gustar theareter. ,N-SE
109946,G2214450,1498518.0,A1,Lapiz cincuenta Target. scissors uno Target.  glue dos Target. folders cinco Target. jounals cuartro Target,N-SE
109947,G2214450,1498518.0,A1,"Yo gustar video gamoes. Yo want Sonic Mania, Minecraft Story Mode, Kirby Star Allies, y Money. ",N-SE
109948,G2214450,1498518.0,A1,"Yo gustar video gamoes. Yo want Sonic Mania, Minecraft Story Mode, Kirby Star Allies, y Money. ",N-SE
109949,G2214450,1498518.0,A1,Lapiz cincuenta Target. scissors uno Target.  glue dos Target. folders cinco Target. jounals cuartro Target,N-MM
109950,G2214450,1498518.0,A1,        Mi llamo es Mason. Yo enjoy video gamos. Yo gustar el libro de Warriors. Yo gustar theareter. ,N-MM
109963,G2214566,1498634.0,A1,"Im barely know any español, I Iike gatos, I like violeta, I like verde(?), I like to hang out with mi amigos(would it be amigas since theyré mostly girls?), mi gata nombre(that? name right?)is Springy,  my birthday is Agusta(?)cinco(did I spell that right?)2007.",N-MM
109964,G2214566,1498634.0,A1,"You can buy them at Walmart, pencil, eraser, crayons, markers, ruler, backpack, lunchbox(?), I don know what these are in español, you mmay need folders, journals, headphones(earplugs), chromebook(?), and other things.",N-NE
109965,G2214566,1498634.0,A1,"How about a list of my favorita things, gatos, violeta, getting away from brothers, Harry Potter, Percy Jackson, WArrior Cats, Books, booooooooooooooooooooooooooooooooooooooooooooooooooooookkkkkkkkkkkkkkkkkkkkkkkkksssssssssssss, libras in spanish I think.",N-SE
109966,G2214566,1498634.0,A1,"How about a list of my favorita things, gatos, violeta, getting away from brothers, Harry Potter, Percy Jackson, WArrior Cats, Books, booooooooooooooooooooooooooooooooooooooooooooooooooooookkkkkkkkkkkkkkkkkkkkkkkkksssssssssssss, libras in spanish I think.",N-SE
109967,G2214566,1498634.0,A1,"You can buy them at Walmart, pencil, eraser, crayons, markers, ruler, backpack, lunchbox(?), I don know what these are in español, you mmay need folders, journals, headphones(earplugs), chromebook(?), and other things.",N-NE
109968,G2214566,1498634.0,A1,"Im barely know any español, I Iike gatos, I like violeta, I like verde(?), I like to hang out with mi amigos(would it be amigas since theyré mostly girls?), mi gata nombre(that? name right?)is Springy,  my birthday is Agusta(?)cinco(did I spell that right?)2007.",N-SE
110027,G2215506,1499549.0,A2,Yo amor mi bestfriend. El es nico .,N-NE
110030,G2215506,1499549.0,A2,"Hola mi nombre es Alyssa.Yo  de Dallas,Tx. Yo gusta mi profesor. Yo familio es nice.",N-NE
110031,G2215506,1499549.0,A2,thero es grande texas,N-SE
110032,G2215506,1499549.0,A2,thero es grande texas,N-NE
110033,G2215506,1499549.0,A2,"Hola mi nombre es Alyssa.Yo  de Dallas,Tx. Yo gusta mi profesor. Yo familio es nice.",N-SE
110036,G2215506,1499549.0,A2,Yo amor mi bestfriend. El es nico .,N-NE
110095,G2216381,1500404.0,A1,"Hola Senõrita,Me llamo Gregory. Me gusta jugar fútbol. Mi color favorito es el azul. Mi comida favorita es pollo frito. Mi amos los deportes. Mi animal favorito es el perro.Saludos,Gregory",N-MF
110096,G2216381,1500404.0,A1,"Hola Clara,Mi compleanos es bolso.SaludosAarav",N-MM
110097,G2216381,1500404.0,A1,"Hola amigo!Me llamo Gregory. Para esta clase necesitarás un libro, un lápiz, un cuaderno. Que tengas un buen día!Saludos,tu amigo Gregory",N-MF
110098,G2216381,1500404.0,A1,"Hola amigo!Me llamo Gregory. Para esta clase necesitarás un libro, un lápiz, un cuaderno. Que tengas un buen día!Saludos,tu amigo Gregory",N-MF
110099,G2216381,1500404.0,A1,"Hola Clara,Mi compleanos es bolso.SaludosAarav",N-SE
110100,G2216381,1500404.0,A1,"Hola Senõrita,Me llamo Gregory. Me gusta jugar fútbol. Mi color favorito es el azul. Mi comida favorita es pollo frito. Mi amos los deportes. Mi animal favorito es el perro.Saludos,Gregory",N-MM
111272,G2247614,1530490.0,A1,amo jugar baloncestome gusta jugar en mi ps4Me gusta andar en bicicletami comida favorita es la pizza,N-MF
111273,G2247614,1530490.0,A1,y lapiz y escuirar y dollorttree,N-MM
111274,G2247614,1530490.0,A1,y ps4 escuidar,N-SE
111275,G2247614,1530490.0,A1,y ps4 escuidar,N-MM
111276,G2247614,1530490.0,A1,y lapiz y escuirar y dollorttree,N-MM
111277,G2247614,1530490.0,A1,amo jugar baloncestome gusta jugar en mi ps4Me gusta andar en bicicletami comida favorita es la pizza,N-MF
113504,G2356922,1634891.0,A2,"Hola, mi allmo sabrina Cherry. Mi escula es Epic Academy, estas grande pero no super grande. Tambien, me gusta cocinar y jugar desportes. Yo soy comica, inteligente, mucho feliz, y yo soy un beuno estudente.",N-MF
113505,G2356922,1634891.0,A2,"Estudentes en mi escula son activito mucho. Tambien, Estoys le gusta plancher, organizar mucho de ropa, cocinar para personas, y hacer plantos.",N-MF
113506,G2356922,1634891.0,A2,"hola, Samuel, como estas? mi amigo es Kyra Stewart. Me gusta ella es super comica y ella cocinar porque me gusta comida. Tambien, Estoy viajo en la carro o autobus, estoy le gusta jugar americano football, futbal, y golf. Sin embargo, yo soy no beuno en golf.",N-MF
113507,G2356922,1634891.0,A2,"hola, Samuel, como estas? mi amigo es Kyra Stewart. Me gusta ella es super comica y ella cocinar porque me gusta comida. Tambien, Estoy viajo en la carro o autobus, estoy le gusta jugar americano football, futbal, y golf. Sin embargo, yo soy no beuno en golf.",N-MF
113508,G2356922,1634891.0,A2,"Estudentes en mi escula son activito mucho. Tambien, Estoys le gusta plancher, organizar mucho de ropa, cocinar para personas, y hacer plantos.",N-MM
113509,G2356922,1634891.0,A2,"Hola, mi allmo sabrina Cherry. Mi escula es Epic Academy, estas grande pero no super grande. Tambien, me gusta cocinar y jugar desportes. Yo soy comica, inteligente, mucho feliz, y yo soy un beuno estudente.",N-MF
115268,G2427664,1699991.0,A2,hola mi nombar si anthoni. mi justa la escuala poque teango munchos amigos e las maestaes stan lindas e yo teango 14 anoes yo stoy en el 8 grado.mi gustana las mujadas ,N-MF
115269,G2427664,1699991.0,A2,mi mehod amijo sempe sta comijo mi ajuda con thodo le es van chistoso ,N-MM
115270,G2427664,1699991.0,A2,mi justa midad la telee stad afuada co mis amijos. ,N-MM
115271,G2427664,1699991.0,A2,mi justa midad la telee stad afuada co mis amijos. ,N-SE
115272,G2427664,1699991.0,A2,mi mehod amijo sempe sta comijo mi ajuda con thodo le es van chistoso ,N-MM
115273,G2427664,1699991.0,A2,hola mi nombar si anthoni. mi justa la escuala poque teango munchos amigos e las maestaes stan lindas e yo teango 14 anoes yo stoy en el 8 grado.mi gustana las mujadas ,N-MF
117416,G2572444,1808055.0,A1,"Hola Sera,     ¡Mi normbre es Melinda , yo mugsta  musica, y dibujar.Yo es 10 anós, mi cúplanos es 23 en Septeimbre 2008 . Mi favorito animal es un gato y pero .Que yo mugsta en mi tiempo es lear                                         Adios ,                                                   Melinda",N-MF
117417,G2572444,1808055.0,A1,1. Costco : lapiz2  Costco: libros' 3. Costco: Craylos 4. Costco: scrapterea5. Costco:bodar ,N-MM
117418,G2572444,1808055.0,A1,1. Mucho libros'2. lapiz3. prejedas 4.craylos ,N-SE
117419,G2572444,1808055.0,A1,1. Mucho libros'2. lapiz3. prejedas 4.craylos ,N-MM
117420,G2572444,1808055.0,A1,1. Costco : lapiz2  Costco: libros' 3. Costco: Craylos 4. Costco: scrapterea5. Costco:bodar ,N-MM
117421,G2572444,1808055.0,A1,"Hola Sera,     ¡Mi normbre es Melinda , yo mugsta  musica, y dibujar.Yo es 10 anós, mi cúplanos es 23 en Septeimbre 2008 . Mi favorito animal es un gato y pero .Que yo mugsta en mi tiempo es lear                                         Adios ,                                                   Melinda",N-MF
118225,G2597996,1832366.0,A1,MI NOMBRE ES JONAS. me gusta chocolate y me gusta er afueta. yo tengo 3 perros y 1 gato me gusta jugar con mis perros.,N-MF
118226,G2597996,1832366.0,A1,nesesita 24 lapises una caja de lapises y onifforme craonas 4 pegamento y un caga e libros.,N-MF
118227,G2597996,1832366.0,A1,Y ciero un veio juego el nombre es spyro.,N-MF
118230,G2597996,1832366.0,A1,Y ciero un veio juego el nombre es spyro.,N-MM
118231,G2597996,1832366.0,A1,nesesita 24 lapises una caja de lapises y onifforme craonas 4 pegamento y un caga e libros.,N-MM
118232,G2597996,1832366.0,A1,MI NOMBRE ES JONAS. me gusta chocolate y me gusta er afueta. yo tengo 3 perros y 1 gato me gusta jugar con mis perros.,N-MF
119378,G2639621,1869775.0,A2,hola soy odalys santiago soy  14 anyos no se mucho la eschela es beain pada mi y si yo thene mucho amigoes.,N-MF
119379,G2639621,1869775.0,A2,baseball es ouna cosa yo si sae a hogal ona cosa no save as  es soccer no lo pethe hogal.,N-MM
119380,G2639621,1869775.0,A2,mi amiga es linda e save a ablal coun migo y save como yo pur play baseball la amo mucho.Wegan baseball y bala y cantal si yo portho a alcelo ma pero eja es mi amiga y la amo.,N-MM
119381,G2639621,1869775.0,A2,mi amiga es linda e save a ablal coun migo y save como yo pur play baseball la amo mucho.Wegan baseball y bala y cantal si yo portho a alcelo ma pero eja es mi amiga y la amo.,N-MF
119382,G2639621,1869775.0,A2,baseball es ouna cosa yo si sae a hogal ona cosa no save as  es soccer no lo pethe hogal.,N-MM
119383,G2639621,1869775.0,A2,hola soy odalys santiago soy  14 anyos no se mucho la eschela es beain pada mi y si yo thene mucho amigoes.,N-MM
127352,H2208227,1492655.0,A1,"Hola, yo amor es familia so mama papi en es abuela. Yo diaz en y colosora de rosa y rojo es blanco es negro es azul es anaranjado es lo boca en la silla.",N-MM
127353,H2208227,1492655.0,A1,"Yo $ en Walmart y supplies es blanco, azul, rosa, negro, rojo y colordsos pepar.  Y mathe es classe.",N-SE
127354,H2208227,1492655.0,A1,dos la silla es uno do chocolate bars y coffee y agua y computera.,N-MF
127355,H2208227,1492655.0,A1,dos la silla es uno do chocolate bars y coffee y agua y computera.,N-MM
127356,H2208227,1492655.0,A1,"Yo $ en Walmart y supplies es blanco, azul, rosa, negro, rojo y colordsos pepar.  Y mathe es classe.",N-MM
127357,H2208227,1492655.0,A1,"Hola, yo amor es familia so mama papi en es abuela. Yo diaz en y colosora de rosa y rojo es blanco es negro es azul es anaranjado es lo boca en la silla.",N-MF
127842,H2220776,1504568.0,A1,Hola mi es AMEN. Uno mi gusta es K-POP. Yo will be tu favorito estudiante. ADIOS teacher.,N-SE
127845,H2220776,1504568.0,A1,Lo que what es todo. ADIOS AMIGO.,N-SE
127846,H2220776,1504568.0,A1,"Tu sera need pencils, papel, scissors, mochla, and I will tell you the rest. Get them at  Walmart.",N-SE
127847,H2220776,1504568.0,A1,"Tu sera need pencils, papel, scissors, mochla, and I will tell you the rest. Get them at  Walmart.",N-SE
127848,H2220776,1504568.0,A1,Lo que what es todo. ADIOS AMIGO.,N-NE
127851,H2220776,1504568.0,A1,Hola mi es AMEN. Uno mi gusta es K-POP. Yo will be tu favorito estudiante. ADIOS teacher.,N-SE
135698,H2599729,1834074.0,A1,"Hola yo soy Jacmen.Tu  nesesasitas un estuche para tus lapeces , bolis, marcadores y colores. Para comida nesesasitas un comida de casa ó de escuela . Para recreo tu nesesasitas un jaketa y en la verano nsesesasitas un botilla de agua .Adios ver tu en escuela.",N-MF
135699,H2599729,1834074.0,A1,"Para mi cumples yo ceudo un lego set , moneda ropa de byu , y caramelos.",N-MF
135703,H2599729,1834074.0,A1,"Hola yo soy Jacmen , Yo tengo 10 años , MI color favorito es azul , Yo tengo 1 hermana y 2 hermanos , Mis animales favoritos es los animales Marinos,Yo vivo en Vernal un ciudad de Utah.Adios, ver tu en escuela.",N-MF
135704,H2599729,1834074.0,A1,"Hola yo soy Jacmen , Yo tengo 10 años , MI color favorito es azul , Yo tengo 1 hermana y 2 hermanos , Mis animales favoritos es los animales Marinos,Yo vivo en Vernal un ciudad de Utah.Adios, ver tu en escuela.",N-MF
135708,H2599729,1834074.0,A1,"Para mi cumples yo ceudo un lego set , moneda ropa de byu , y caramelos.",N-MM
135709,H2599729,1834074.0,A1,"Hola yo soy Jacmen.Tu  nesesasitas un estuche para tus lapeces , bolis, marcadores y colores. Para comida nesesasitas un comida de casa ó de escuela . Para recreo tu nesesasitas un jaketa y en la verano nsesesasitas un botilla de agua .Adios ver tu en escuela.",N-MF
138077,H2718527,1937878.0,A2,"Hola, Me  llamo Kira y beinvenidos. Me gusta comer la papas fritas y el pizza. Yo fui de Ecuador, Florida, y Alabama el vacationes. Yo mediano-inteliente y yo me gusta rojo, verde, amarillo, y bando. ¡Me cumpleaños de 17 el febrero!Adios :^)",N-MF
138078,H2718527,1937878.0,A2,"Hola,Yo gusta el basketból y bando de free time. Mas ó menos de swimming. No me gustan de library, de reading y listening. Yo comer y balie.Adios",N-MM
138079,H2718527,1937878.0,A2,"Hola, Samuel.Yo best friendo Max. Max de inteligente, alto, de el bando, y balie. Tú fuimos de el supermercado, la almurezo, y balie.Adios",N-MF
138080,H2718527,1937878.0,A2,"Hola, Samuel.Yo best friendo Max. Max de inteligente, alto, de el bando, y balie. Tú fuimos de el supermercado, la almurezo, y balie.Adios",N-MF
138081,H2718527,1937878.0,A2,"Hola,Yo gusta el basketból y bando de free time. Mas ó menos de swimming. No me gustan de library, de reading y listening. Yo comer y balie.Adios",N-MF
138082,H2718527,1937878.0,A2,"Hola, Me  llamo Kira y beinvenidos. Me gusta comer la papas fritas y el pizza. Yo fui de Ecuador, Florida, y Alabama el vacationes. Yo mediano-inteliente y yo me gusta rojo, verde, amarillo, y bando. ¡Me cumpleaños de 17 el febrero!Adios :^)",N-MF
138543,H2738548,1953932.0,A2,Hola yo alfredo yo menos grande ,N-MM
138544,H2738548,1953932.0,A2,Nosotors es mucho es basketball,N-SE
138545,H2738548,1953932.0,A2,yo best freind es nigel es mucho gradnde,N-SE
138550,H2738548,1953932.0,A2,yo best freind es nigel es mucho gradnde,N-NE
138551,H2738548,1953932.0,A2,Nosotors es mucho es basketball,N-SE
138552,H2738548,1953932.0,A2,Hola yo alfredo yo menos grande ,N-MM
140024,H2794260,2001504.0,A1,"Para escuela necesitas tijeras para cortan. Tu necesitas papel y un lapiz para escribiendo. Necesitas un libro para leer.  Tu necesitas marcadores y subrayadores para coloreando. Necesitas plumas para DMR. Las cosas que tu necesitan hay en staples, target, o walmart. ",N-MF
140025,H2794260,2001504.0,A1,"Yo quiero Gatorade. Costco tiene treinta y cinco gatorades por quince dolares. Yo quiero marcadores porque me gustan coleradando.  Yo quiero un utro computadora. Si hay no gatorade, Me gustan agua. Yo quiero aire.",N-MF
140029,H2794260,2001504.0,A1,"hola mi nomre es Eliza. Hay veinte y nueve estudiantes en mi clase.  Me gustan arte, animales, y vidio juegos. Estan un nina. Mi favorito animals es un suricata. Me gustan gatorade. Yo tengo un gatorade cada dia. Yo tengo tres perros, tres gatos y un bearded dragon. que es tu nombre y cual cosas le gustan?",N-MF
143979,J2174620,1459902.0,A2,"Yo mucho gusta futbol american y pet perro.  Yo tambien comer y play with friends, en school.",N-MM
143981,J2174620,1459902.0,A2,"Hola me llamo Adrianna. Donde eres Westwood.  Me gusta, futbol americano. Tambien el mucho gusta verano, y nadar,  mucho calor.  Mi cumpleanos y Diecembre trienta.  Yo soy ocho grade. Yo soy cuarente anos.  Mi mucho gusta perros y adorable.  Y dos hermanas y uno hermano. Yo mucha gusta Italia es muy bien.  ",N-MF
143982,J2174620,1459902.0,A2,Mi best friends es Maeve y Kristen y Effie el futbol american y comer y pet el perro.  We mucho estudiar. Tambien y go out.,N-MM
143983,J2174620,1459902.0,A2,Mi best friends es Maeve y Kristen y Effie el futbol american y comer y pet el perro.  We mucho estudiar. Tambien y go out.,N-MM
143984,J2174620,1459902.0,A2,"Hola me llamo Adrianna. Donde eres Westwood.  Me gusta, futbol americano. Tambien el mucho gusta verano, y nadar,  mucho calor.  Mi cumpleanos y Diecembre trienta.  Yo soy ocho grade. Yo soy cuarente anos.  Mi mucho gusta perros y adorable.  Y dos hermanas y uno hermano. Yo mucha gusta Italia es muy bien.  ",N-MF
143986,J2174620,1459902.0,A2,"Yo mucho gusta futbol american y pet perro.  Yo tambien comer y play with friends, en school.",N-MF
144995,J2214674,1498742.0,A1,"¡Hola!Mi nombre es Juliana.Yo tengo once anos.Mi familla es a muy grande porque yo tengo un hermano,mi papa, y mi mama.Mis amigos es carissa,cali,kaitlyn,kaila,brooke,y rachel.Mi favorito fruta es fresas y manzanas.Mi color favorito es azul y rosa.Mi escuela es muy grande por mucho estudiantes.Yo tengo un perro,gato,y un pez.mi perros nombre es nugget,mi gatos nombre es senor kitty,y mi pez nombre es rojo.Mi favorito animal es un perro o un conejo.yo vivir en northlake,texas.Yo vivir en un pequeno casa.Mi cumpleanos es septiembre 2,2006.Ok,adios amigo!                                                                                                                                                                                                                                                                                                                                   Juliana Gonzalez                                                                                    ",N-MF
144996,J2214674,1498742.0,A1,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhjbgyvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvyggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggguuuuuuuuuuuuuuuuuuuuuuuuuuuuugggggggggggggggggggggggvy,N-NE
144997,J2214674,1498742.0,A1,dxfcgvbhjnbgfvcdxrfcgv,N-NE
144998,J2214674,1498742.0,A1,dxfcgvbhjnbgfvcdxrfcgv,N-NE
144999,J2214674,1498742.0,A1,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhjbgyvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvyggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggguuuuuuuuuuuuuuuuuuuuuuuuuuuuugggggggggggggggggggggggvy,N-NE
145000,J2214674,1498742.0,A1,"¡Hola!Mi nombre es Juliana.Yo tengo once anos.Mi familla es a muy grande porque yo tengo un hermano,mi papa, y mi mama.Mis amigos es carissa,cali,kaitlyn,kaila,brooke,y rachel.Mi favorito fruta es fresas y manzanas.Mi color favorito es azul y rosa.Mi escuela es muy grande por mucho estudiantes.Yo tengo un perro,gato,y un pez.mi perros nombre es nugget,mi gatos nombre es senor kitty,y mi pez nombre es rojo.Mi favorito animal es un perro o un conejo.yo vivir en northlake,texas.Yo vivir en un pequeno casa.Mi cumpleanos es septiembre 2,2006.Ok,adios amigo!                                                                                                                                                                                                                                                                                                                                   Juliana Gonzalez                                                                                    ",N-MF
145265,J2224914,1508420.0,A2,"Yo soy Brooke Trask. Soy es sudiante de colegieo Maranacook. Soy una muchacha. Yo soy ambisiosa, inteligente, y comica. You soy bastante bonita, muy baja, y morena. Soy lleva los blue jeans, la camisa, una chaceta, y los pair de tenis. ",N-MF
145266,J2224914,1508420.0,A2,"Yo soy gustar andar, leer, contar, conducir, tomar, y comer",N-MF
145267,J2224914,1508420.0,A2,"Soy los amiga de Carl. Carl es comico, ambisioso y muy inteligente. El muchacho es muy guapo y muy tall. El muchacho es alto, es moreno. Carl lleva una gora, los pantolones, la t-shirt, y los zapatoes. El muchacho y yo gustar tomar y comer. Nosotros somos gustar conduciry dar. ",N-MF
145268,J2224914,1508420.0,A2,"Soy los amiga de Carl. Carl es comico, ambisioso y muy inteligente. El muchacho es muy guapo y muy tall. El muchacho es alto, es moreno. Carl lleva una gora, los pantolones, la t-shirt, y los zapatoes. El muchacho y yo gustar tomar y comer. Nosotros somos gustar conduciry dar. ",N-MF
145269,J2224914,1508420.0,A2,"Yo soy gustar andar, leer, contar, conducir, tomar, y comer",N-MF
145270,J2224914,1508420.0,A2,"Yo soy Brooke Trask. Soy es sudiante de colegieo Maranacook. Soy una muchacha. Yo soy ambisiosa, inteligente, y comica. You soy bastante bonita, muy baja, y morena. Soy lleva los blue jeans, la camisa, una chaceta, y los pair de tenis. ",N-MF
150286,J2403480,1678897.0,A2, Hola te llamo Demetrius jones yo soy el nino yo no meguts la clase de esponal porque es aburrido pero me gusta la clase de mathmathcias porque es devrita . yo soy alto y guapo yo tiene tres perros te llamos tango queen and colie ,N-MF
150287,J2403480,1678897.0,A2,"hola mi amigos es td chirs ronnie trevon justien marvatious , mi amigo td trevon  y justin te gusta futbol americano perro chris ronnie y marvatious te guta baloncesto yo pefredo futbol americano porque es bueno y fantastico . mi y mi amigos me gusta depotes",N-MF
150288,J2403480,1678897.0,A2,"hola me llamo demetrius jones yo donde memphis, tn mi eulsa es kippmemphis high school",N-MM
150293,J2403480,1678897.0,A2,"hola me llamo demetrius jones yo donde memphis, tn mi eulsa es kippmemphis high school",N-MF
150294,J2403480,1678897.0,A2,"hola mi amigos es td chirs ronnie trevon justien marvatious , mi amigo td trevon  y justin te gusta futbol americano perro chris ronnie y marvatious te guta baloncesto yo pefredo futbol americano porque es bueno y fantastico . mi y mi amigos me gusta depotes",N-MF
150295,J2403480,1678897.0,A2, Hola te llamo Demetrius jones yo soy el nino yo no meguts la clase de esponal porque es aburrido pero me gusta la clase de mathmathcias porque es devrita . yo soy alto y guapo yo tiene tres perros te llamos tango queen and colie ,N-MF
151272,J2481908,1738211.0,A1,"    Hola Senora. Me llamo Gabby.  Me gusta azul, pollo, y gymnasia. Yo hablo ingles. Me gusta football, perros, gatos, y caballos. No me gusta pez. ",N-MF
151273,J2481908,1738211.0,A1,         Tu nessesitas doce lapiz y dos libros. ,N-MF
151274,J2481908,1738211.0,A1,"             Me gust libros, perros, gatos. Yo soy once. ",N-MM
151275,J2481908,1738211.0,A1,"             Me gust libros, perros, gatos. Yo soy once. ",N-MF
151276,J2481908,1738211.0,A1,         Tu nessesitas doce lapiz y dos libros. ,N-MM
151277,J2481908,1738211.0,A1,"    Hola Senora. Me llamo Gabby.  Me gusta azul, pollo, y gymnasia. Yo hablo ingles. Me gusta football, perros, gatos, y caballos. No me gusta pez. ",N-MF
153093,J2575754,1811216.0,A1,"yo qere para culplianos:legos,libros, colores, perrro",N-MF
153094,J2575754,1811216.0,A1,"hola yo soy nathan yo tengo 8 años a mi megusta leer,coloriar,contruir legos.",N-MF
153095,J2575754,1811216.0,A1,a,N-NE
153102,J2575754,1811216.0,A1,a,N-NE
153103,J2575754,1811216.0,A1,"hola yo soy nathan yo tengo 8 años a mi megusta leer,coloriar,contruir legos.",N-MF
153104,J2575754,1811216.0,A1,"yo qere para culplianos:legos,libros, colores, perrro",N-MF
154047,J2604079,1838390.0,A1,hlla Carla unes jugetas por mi felz cuplianos es un un computadre un animal no reale si estos todos no es mucha ,N-SE
154051,J2604079,1838390.0,A1,holla mi nombre es Addilyn tu puethe esplca Addi estos es mi amigas esplca mi. Yo tengo dos prros uno es un nina el otro es un nino. Yo tengo  dos ermanas y un ermano yo es un JUMELA!!! MI escuela es Hurrican Elimetry.  mi pasameto favarito es bilar y dibuhar . Mi libro favarito es harry potter . MI color favarito es azul.,N-MF
154052,J2604079,1838390.0,A1,"unes es lapices , peigamento, dorador, comido, macabor, pizaras un jaceta o un libro.",N-MM
154053,J2604079,1838390.0,A1,"unes es lapices , peigamento, dorador, comido, macabor, pizaras un jaceta o un libro.",N-MF
154054,J2604079,1838390.0,A1,holla mi nombre es Addilyn tu puethe esplca Addi estos es mi amigas esplca mi. Yo tengo dos prros uno es un nina el otro es un nino. Yo tengo  dos ermanas y un ermano yo es un JUMELA!!! MI escuela es Hurrican Elimetry.  mi pasameto favarito es bilar y dibuhar . Mi libro favarito es harry potter . MI color favarito es azul.,N-MF
154058,J2604079,1838390.0,A1,hlla Carla unes jugetas por mi felz cuplianos es un un computadre un animal no reale si estos todos no es mucha ,N-MF
154908,J2643857,1873328.0,A2,"hole, yo mie yamo Diego Gonzalez yo tago 13 anos esto in 8 grado.",N-MF
154909,J2643857,1873328.0,A2,hme mah gusat who gad futbal tame video hwagols,N-MM
154910,J2643857,1873328.0,A2,me mahur amglo esa me almno  una ves planos por chast,N-MF
154911,J2643857,1873328.0,A2,me mahur amglo esa me almno  una ves planos por chast,N-MM
154912,J2643857,1873328.0,A2,hme mah gusat who gad futbal tame video hwagols,N-MM
154913,J2643857,1873328.0,A2,"hole, yo mie yamo Diego Gonzalez yo tago 13 anos esto in 8 grado.",N-MF
155199,J2671345,1898414.0,A1,Yo quiro un walki talki un ps4 carta moneda legos.,N-MF
