no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Correct,10446
6008,0.279113677,0.322378553,0.325295109,0.163258352,0.325295109,I-SE,I-MF,,,
6009,0.127497778,0.151784507,0.147287713,0.101879063,0.151784507,I-MM,I-SE,,,
6010,0.151215371,0.199867526,0.214787728,0.15514726,0.214787728,I-SE,I-NE,,,
6011,0.099797237,0.130965757,0.139672695,0.144529522,0.144529522,I-NE,I-NE,,,
6012,0.099797237,0.130965757,0.139672695,0.144529522,0.144529522,I-NE,I-NE,,,
6013,0.151215371,0.199867526,0.214787728,0.15514726,0.214787728,I-SE,I-NE,,,
6014,0.127497778,0.151784507,0.147287713,0.101879063,0.151784507,I-MM,I-NE,,,
6015,0.338161674,0.333145072,0.323469482,0.184364831,0.338161674,I-MF,I-MF,,,
6016,0.37576065,0.377517464,0.350760566,0.215379207,0.377517464,I-MM,I-MF,,,
6017,0.427123766,0.374884708,0.364701259,0.237331354,0.427123766,I-MF,I-MF,,,
6018,0.427123766,0.374884708,0.364701259,0.237331354,0.427123766,I-MF,I-MF,,,
6019,0.37576065,0.377517464,0.350760566,0.215379207,0.377517464,I-MM,I-MF,,,
6020,0.338161674,0.333145072,0.323469482,0.184364831,0.338161674,I-MF,I-MF,,,
6021,0.369353724,0.405267185,0.401988778,0.254392065,0.405267185,I-MM,I-MM,,,
6022,0.143466637,0.144660982,0.130873132,0.062750011,0.144660982,I-MM,I-MM,,,
6023,0.347003399,0.400309456,0.351508229,0.202015914,0.400309456,I-MM,I-MF,,,
6024,0.347003399,0.400309456,0.351508229,0.202015914,0.400309456,I-MM,I-MM,,,
6025,0.143466637,0.144660982,0.130873132,0.062750011,0.144660982,I-MM,I-MF,,,
6026,0.369353724,0.405267185,0.401988778,0.254392065,0.405267185,I-MM,I-MM,,,
6027,0.331891846,0.384387995,0.343516133,0.241733208,0.384387995,I-MM,I-MF,,,
6028,0.368210297,0.378949926,0.375262778,0.237740723,0.378949926,I-MM,I-MF,,,
6029,0.311275488,0.358294092,0.367966143,0.217672518,0.367966143,I-SE,I-MF,,,
6030,0.311275488,0.358294092,0.367966143,0.217672518,0.367966143,I-SE,I-MF,,,
6031,0.368210297,0.378949926,0.375262778,0.237740723,0.378949926,I-MM,I-MF,,,
6032,0.331891846,0.384387995,0.343516133,0.241733208,0.384387995,I-MM,I-MF,,,
6033,0.26756794,0.336708864,0.302491457,0.185109821,0.336708864,I-MM,I-MM,,,
6034,0.440650398,0.53508264,0.530980077,0.352556721,0.53508264,I-MM,I-MM,,,
6035,0.173812571,0.198031799,0.17620689,0.071299983,0.198031799,I-MM,I-SE,,,
6036,0.173812571,0.198031799,0.17620689,0.071299983,0.198031799,I-MM,I-MM,,,
6037,0.440650398,0.53508264,0.530980077,0.352556721,0.53508264,I-MM,I-MM,,,
6038,0.26756794,0.336708864,0.302491457,0.185109821,0.336708864,I-MM,I-MM,,,
6039,0.26926332,0.287302025,0.231693217,0.135769531,0.287302025,I-MM,I-SE,,,
6040,0.21366373,0.194465329,0.168926955,0.098013347,0.21366373,I-MF,I-MM,,,
6041,0.156915112,0.190623828,0.179211774,0.081038173,0.190623828,I-MM,I-MM,,,
6042,0.156915112,0.190623828,0.179211774,0.081038173,0.190623828,I-MM,I-MM,,,
6043,0.21366373,0.194465329,0.168926955,0.098013347,0.21366373,I-MF,I-MM,,,
6044,0.26926332,0.287302025,0.231693217,0.135769531,0.287302025,I-MM,I-MM,,,
6045,0.36400093,0.337364646,0.300340325,0.185790761,0.36400093,I-MF,I-MF,,,
6046,0.424081897,0.367977916,0.348448856,0.226100356,0.424081897,I-MF,I-MF,,,
6047,0.240054995,0.221200442,0.209476845,0.12341028,0.240054995,I-MF,I-MF,,,
6048,0.240054995,0.221200442,0.209476845,0.12341028,0.240054995,I-MF,I-MF,,,
6049,0.424081897,0.367977916,0.348448856,0.226100356,0.424081897,I-MF,I-MF,,,
6050,0.36400093,0.337364646,0.300340325,0.185790761,0.36400093,I-MF,I-MF,,,
6051,0.323345282,0.351024999,0.323601269,0.213819309,0.351024999,I-MM,I-MF,,,
6052,0.326903757,0.312485743,0.305463974,0.192945964,0.326903757,I-MF,I-MF,,,
6053,0.316088911,0.295848358,0.294097549,0.184361162,0.316088911,I-MF,I-MF,,,
6054,0.316088911,0.295848358,0.294097549,0.184361162,0.316088911,I-MF,I-MF,,,
6055,0.326903757,0.312485743,0.305463974,0.192945964,0.326903757,I-MF,I-MF,,,
6056,0.323345282,0.351024999,0.323601269,0.213819309,0.351024999,I-MM,I-MF,,,
6057,0.368690014,0.388397074,0.352073657,0.223684275,0.388397074,I-MM,I-MF,,,
6058,0.441232053,0.43070546,0.412334223,0.268194067,0.441232053,I-MF,I-MF,,,
6059,0.321129412,0.29906955,0.284193656,0.183065108,0.321129412,I-MF,I-MF,,,
6060,0.321129412,0.29906955,0.284193656,0.183065108,0.321129412,I-MF,I-MF,,,
6061,0.441232053,0.43070546,0.412334223,0.268194067,0.441232053,I-MF,I-MF,,,
6062,0.368690014,0.388397074,0.352073657,0.223684275,0.388397074,I-MM,I-MF,,,
6063,0.10247259,0.135753884,0.1377242,0.084456377,0.1377242,I-SE,I-SE,,,
6064,0.100187615,0.133906505,0.134895883,0.078308751,0.134895883,I-SE,I-MM,,,
6065,0.144862943,0.184582634,0.17512573,0.119993524,0.184582634,I-MM,I-SE,,,
6066,0.144862943,0.184582634,0.17512573,0.119993524,0.184582634,I-MM,I-SE,,,
6067,0.100187615,0.133906505,0.134895883,0.078308751,0.134895883,I-SE,I-MM,,,
6068,0.10247259,0.135753884,0.1377242,0.084456377,0.1377242,I-SE,I-SE,,,
6069,0.172633671,0.223773337,0.211384685,0.137496369,0.223773337,I-MM,I-MM,,,
6070,0.292044599,0.361763251,0.388988123,0.254869677,0.388988123,I-SE,I-SE,,,
6071,0.186948835,0.189234627,0.18968995,0.104191975,0.18968995,I-SE,I-MM,,,
6072,0.186948835,0.189234627,0.18968995,0.104191975,0.18968995,I-SE,I-MM,,,
6073,0.292044599,0.361763251,0.388988123,0.254869677,0.388988123,I-SE,I-MM,,,
6074,0.172633671,0.223773337,0.211384685,0.137496369,0.223773337,I-MM,I-MM,,,
6075,0.131879899,0.167832827,0.162726512,0.107961103,0.167832827,I-MM,I-SE,,,
6076,0.235006543,0.28537945,0.301711146,0.167319398,0.301711146,I-SE,I-MM,,,
6077,0.114453913,0.146250731,0.157880117,0.113614447,0.157880117,I-SE,I-SE,,,
6078,0.114453913,0.146250731,0.157880117,0.113614447,0.157880117,I-SE,I-SE,,,
6079,0.235006543,0.28537945,0.301711146,0.167319398,0.301711146,I-SE,I-MM,,,
6080,0.131879899,0.167832827,0.162726512,0.107961103,0.167832827,I-MM,I-SE,,,
6081,0.382301918,0.417306314,0.380312253,0.24724075,0.417306314,I-MM,I-MF,,,
6082,0.418198863,0.400321154,0.369630636,0.231412573,0.418198863,I-MF,I-MF,,,
6083,0.30664981,0.289331742,0.285999182,0.181673009,0.30664981,I-MF,I-MM,,,
6084,0.30664981,0.289331742,0.285999182,0.181673009,0.30664981,I-MF,I-MM,,,
6085,0.418198863,0.400321154,0.369630636,0.231412573,0.418198863,I-MF,I-MF,,,
6086,0.382301918,0.417306314,0.380312253,0.24724075,0.417306314,I-MM,I-MF,,,
6087,0.395837054,0.378537122,0.358049199,0.230307432,0.395837054,I-MF,I-MF,,,
6088,0.463782662,0.406267063,0.384693621,0.247404648,0.463782662,I-MF,I-MF,,,
6089,0.318241582,0.256184107,0.240443196,0.151894078,0.318241582,I-MF,I-MF,,,
6090,0.318241582,0.256184107,0.240443196,0.151894078,0.318241582,I-MF,I-MF,,,
6091,0.463782662,0.406267063,0.384693621,0.247404648,0.463782662,I-MF,I-MF,,,
6092,0.395837054,0.378537122,0.358049199,0.230307432,0.395837054,I-MF,I-MF,,,
6093,0.352240519,0.40232434,0.384101231,0.262505977,0.40232434,I-MM,I-MF,,,
6094,0.310815045,0.343878672,0.333078484,0.220213338,0.343878672,I-MM,I-MF,,,
6095,0.230450716,0.250262176,0.23958179,0.118727633,0.250262176,I-MM,I-MM,,,
6096,0.230450716,0.250262176,0.23958179,0.118727633,0.250262176,I-MM,I-MM,,,
6097,0.310815045,0.343878672,0.333078484,0.220213338,0.343878672,I-MM,I-MF,,,
6098,0.352240519,0.40232434,0.384101231,0.262505977,0.40232434,I-MM,I-MF,,,
6099,0.094507145,0.118965615,0.127990956,0.109608396,0.127990956,I-SE,I-MM,,,
6100,0.199981373,0.226487238,0.231179539,0.152478958,0.231179539,I-SE,I-MM,,,
6101,0.245603858,0.260674605,0.248621284,0.13218277,0.260674605,I-MM,I-MM,,,
6102,0.245603858,0.260674605,0.248621284,0.13218277,0.260674605,I-MM,I-MM,,,
6103,0.199981373,0.226487238,0.231179539,0.152478958,0.231179539,I-SE,I-MM,,,
6104,0.094507145,0.118965615,0.127990956,0.109608396,0.127990956,I-SE,I-SE,,,
6105,0.448099498,0.41889418,0.387367367,0.243809034,0.448099498,I-MF,I-MF,,,
6106,0.257121651,0.227528475,0.209838121,0.114376845,0.257121651,I-MF,I-MF,,,
6107,0.398675809,0.420243561,0.383874634,0.231810405,0.420243561,I-MM,I-MF,,,
6108,0.398675809,0.420243561,0.383874634,0.231810405,0.420243561,I-MM,I-MF,,,
6109,0.257121651,0.227528475,0.209838121,0.114376845,0.257121651,I-MF,I-MF,,,
6110,0.448099498,0.41889418,0.387367367,0.243809034,0.448099498,I-MF,I-MF,,,
6111,0.318501113,0.373738248,0.353794265,0.213809033,0.373738248,I-MM,I-MF,,,
6112,0.239339051,0.238371538,0.217141627,0.130079619,0.239339051,I-MF,I-MM,,,
6113,0.323323147,0.327276702,0.332306149,0.185640452,0.332306149,I-SE,I-SE,,,
6114,0.323323147,0.327276702,0.332306149,0.185640452,0.332306149,I-SE,I-MM,,,
6115,0.239339051,0.238371538,0.217141627,0.130079619,0.239339051,I-MF,I-MM,,,
6116,0.318501113,0.373738248,0.353794265,0.213809033,0.373738248,I-MM,I-MM,,,
6117,0.084713027,0.098385566,0.100212997,0.077100529,0.100212997,I-SE,I-SE,,,
6118,0.108461775,0.102514404,0.114110905,0.072652264,0.114110905,I-SE,I-SE,,,
6119,0.049646512,0.066445171,0.063139559,0.027820861,0.066445171,I-MM,I-SE,,,
6120,0.049646512,0.066445171,0.063139559,0.027820861,0.066445171,I-MM,I-MM,,,
6121,0.108461775,0.102514404,0.114110905,0.072652264,0.114110905,I-SE,I-SE,,,
6122,0.084713027,0.098385566,0.100212997,0.077100529,0.100212997,I-SE,I-SE,,,
6123,0.159340305,0.217025114,0.210904114,0.148643818,0.217025114,I-MM,I-MM,,,
6124,0.160576788,0.208821217,0.212402696,0.156920042,0.212402696,I-SE,I-SE,,,
6125,0.190741733,0.235751794,0.255610785,0.153437009,0.255610785,I-SE,I-MM,,,
6126,0.190741733,0.235751794,0.255610785,0.153437009,0.255610785,I-SE,I-MM,,,
6127,0.160576788,0.208821217,0.212402696,0.156920042,0.212402696,I-SE,I-MM,,,
6128,0.159340305,0.217025114,0.210904114,0.148643818,0.217025114,I-MM,I-MM,,,
6129,0.31471033,0.361939585,0.324118767,0.199698686,0.361939585,I-MM,I-MF,,,
6130,0.290192979,0.311494675,0.28407009,0.180820974,0.311494675,I-MM,I-MF,,,
6131,0.333736718,0.358924456,0.352613011,0.202728931,0.358924456,I-MM,I-MF,,,
6132,0.333736718,0.358924456,0.352613011,0.202728931,0.358924456,I-MM,I-MF,,,
6133,0.290192979,0.311494675,0.28407009,0.180820974,0.311494675,I-MM,I-MF,,,
6134,0.31471033,0.361939585,0.324118767,0.199698686,0.361939585,I-MM,I-MF,,,
6135,0.34343748,0.353489534,0.296856618,0.176561811,0.353489534,I-MM,I-MF,,,
6136,0.337017552,0.344600681,0.316273201,0.203038588,0.344600681,I-MM,I-MF,,,
6137,0.244816888,0.253756602,0.253199489,0.133757535,0.253756602,I-MM,I-MF,,,
6138,0.244816888,0.253756602,0.253199489,0.133757535,0.253756602,I-MM,I-MF,,,
6139,0.337017552,0.344600681,0.316273201,0.203038588,0.344600681,I-MM,I-MF,,,
6140,0.34343748,0.353489534,0.296856618,0.176561811,0.353489534,I-MM,I-MF,,,
6141,0.404405277,0.466605893,0.430470916,0.28844996,0.466605893,I-MM,I-MM,,,
6142,0.354278495,0.40150617,0.377004558,0.228429686,0.40150617,I-MM,I-MM,,,
6143,0.337077675,0.368293807,0.35410011,0.192882745,0.368293807,I-MM,I-MM,,,
6144,0.337077675,0.368293807,0.35410011,0.192882745,0.368293807,I-MM,I-MM,,,
6145,0.354278495,0.40150617,0.377004558,0.228429686,0.40150617,I-MM,I-MM,,,
6146,0.404405277,0.466605893,0.430470916,0.28844996,0.466605893,I-MM,I-MM,,,
6147,0.293329649,0.253241112,0.242701072,0.143372369,0.293329649,I-MF,I-MF,,,
6148,0.354418371,0.349592603,0.304977539,0.184684738,0.354418371,I-MF,I-MF,,,
6149,0.34812943,0.310663522,0.291503742,0.181042757,0.34812943,I-MF,I-MF,,,
6150,0.34812943,0.310663522,0.291503742,0.181042757,0.34812943,I-MF,I-MF,,,
6151,0.354418371,0.349592603,0.304977539,0.184684738,0.354418371,I-MF,I-MF,,,
6152,0.293329649,0.253241112,0.242701072,0.143372369,0.293329649,I-MF,I-MF,,,
6153,0.309344358,0.26633706,0.243495838,0.14850666,0.309344358,I-MF,I-MF,,,
6154,0.380412193,0.318364461,0.292482932,0.166860998,0.380412193,I-MF,I-MF,,,
6155,0.369313772,0.354889507,0.321212314,0.188658033,0.369313772,I-MF,I-MF,,,
6156,0.043233655,0.048864632,0.060169742,0.051371966,0.060169742,I-SE,I-SE,,,
6157,0.162934171,0.201058524,0.223315084,0.241611269,0.241611269,I-NE,I-SE,,,
6158,0.202161835,0.219442352,0.231827772,0.163839377,0.231827772,I-SE,I-SE,,,
6159,0.202161835,0.219442352,0.231827772,0.163839377,0.231827772,I-SE,I-SE,,,
6160,0.162934171,0.201058524,0.223315084,0.241611269,0.241611269,I-NE,I-MM,,,
6161,0.043233655,0.048864632,0.060169742,0.051371966,0.060169742,I-SE,I-SE,,,
6162,0.260007632,0.284522814,0.285853364,0.155891767,0.285853364,I-SE,I-MM,,,
6163,0.199169692,0.224282912,0.238832133,0.148497379,0.238832133,I-SE,I-MF,,,
6164,0.337483638,0.346416132,0.358172893,0.227941592,0.358172893,I-SE,I-MM,,,
6165,0.337483638,0.346416132,0.358172893,0.227941592,0.358172893,I-SE,I-SE,,,
6166,0.199169692,0.224282912,0.238832133,0.148497379,0.238832133,I-SE,I-SE,,,
6167,0.260007632,0.284522814,0.285853364,0.155891767,0.285853364,I-SE,I-MF,,,
6168,0.201866565,0.233901724,0.218683935,0.140012308,0.233901724,I-MM,I-MM,,,
6169,0.229281181,0.251808971,0.240581893,0.141344537,0.251808971,I-MM,I-MM,,,
6170,0.140312143,0.131467846,0.126842915,0.06943915,0.140312143,I-MF,I-SE,,,
6171,0.140312143,0.131467846,0.126842915,0.06943915,0.140312143,I-MF,I-MM,,,
6172,0.229281181,0.251808971,0.240581893,0.141344537,0.251808971,I-MM,I-SE,,,
6173,0.201866565,0.233901724,0.218683935,0.140012308,0.233901724,I-MM,I-MM,,,
6174,0.175335281,0.147167564,0.126498727,0.065930818,0.175335281,I-MF,I-MM,,,
6175,0.14931881,0.169824348,0.157344659,0.099410239,0.169824348,I-MM,I-MM,,,
6176,0.189239282,0.194644818,0.18516975,0.118959233,0.194644818,I-MM,I-MM,,,
6177,0.189239282,0.194644818,0.18516975,0.118959233,0.194644818,I-MM,I-MM,,,
6178,0.14931881,0.169824348,0.157344659,0.099410239,0.169824348,I-MM,I-MM,,,
6179,0.175335281,0.147167564,0.126498727,0.065930818,0.175335281,I-MF,I-MM,,,
6180,0.013259105,0.021719374,0.044753284,0.415975909,0.415975909,I-NE,I-NE,,,
6181,0.004438294,0.007965011,0.021318076,0.246032075,0.246032075,I-NE,I-NE,,,
6182,0.01289298,0.02220889,0.039809962,0.319437441,0.319437441,I-NE,I-NE,,,
6183,0.01289298,0.02220889,0.039809962,0.319437441,0.319437441,I-NE,I-NE,,,
6184,0.004438294,0.007965011,0.021318076,0.246032075,0.246032075,I-NE,I-NE,,,
6185,0.013259105,0.021719374,0.044753284,0.415975909,0.415975909,I-NE,I-NE,,,
6186,0.2982132,0.362820793,0.327644349,0.199172543,0.362820793,I-MM,I-MM,,,
6187,0.191504879,0.229383674,0.22027678,0.1364487,0.229383674,I-MM,I-MM,,,
6188,0.124721622,0.158428012,0.173783207,0.111933027,0.173783207,I-SE,I-SE,,,
6189,0.124721622,0.158428012,0.173783207,0.111933027,0.173783207,I-SE,I-MM,,,
6190,0.191504879,0.229383674,0.22027678,0.1364487,0.229383674,I-MM,I-SE,,,
6191,0.2982132,0.362820793,0.327644349,0.199172543,0.362820793,I-MM,I-MM,,,
6192,0.254410488,0.242435566,0.260538591,0.170454565,0.260538591,I-SE,I-SE,,,
6193,0.174153846,0.194854407,0.212766528,0.147094951,0.212766528,I-SE,I-MM,,,
6194,0.098990528,0.093057592,0.101467181,0.071222286,0.101467181,I-SE,I-SE,,,
6195,0.098990528,0.093057592,0.101467181,0.071222286,0.101467181,I-SE,I-SE,,,
6196,0.174153846,0.194854407,0.212766528,0.147094951,0.212766528,I-SE,I-SE,,,
6197,0.254410488,0.242435566,0.260538591,0.170454565,0.260538591,I-SE,I-SE,,,
6198,0.338308349,0.383788595,0.355993141,0.220769439,0.383788595,I-MM,I-MM,,,
6199,0.253126006,0.271865033,0.268122162,0.168839522,0.271865033,I-MM,I-MM,,,
6200,0.325228677,0.369863938,0.387723503,0.239795001,0.387723503,I-SE,I-MM,,,
6201,0.325228677,0.369863938,0.387723503,0.239795001,0.387723503,I-SE,I-MM,,,
6202,0.253126006,0.271865033,0.268122162,0.168839522,0.271865033,I-MM,I-MM,,,
6203,0.338308349,0.383788595,0.355993141,0.220769439,0.383788595,I-MM,I-MM,,,
6204,0.113667236,0.124471365,0.136361253,0.09506385,0.136361253,I-SE,I-SE,,,
6205,0.138996287,0.18626418,0.1931275,0.123505563,0.1931275,I-SE,I-SE,,,
6206,0.131810565,0.172463278,0.195500232,0.170020592,0.195500232,I-SE,I-MM,,,
6207,0.131810565,0.172463278,0.195500232,0.170020592,0.195500232,I-SE,I-SE,,,
6208,0.138996287,0.18626418,0.1931275,0.123505563,0.1931275,I-SE,I-SE,,,
6209,0.113667236,0.124471365,0.136361253,0.09506385,0.136361253,I-SE,I-SE,,,
6210,0.102730571,0.124440667,0.116795884,0.062441827,0.124440667,I-MM,I-SE,,,
6211,0.321584993,0.352485244,0.308203303,0.185065296,0.352485244,I-MM,I-MM,,,
6212,0.392124694,0.403488995,0.380989827,0.242175455,0.403488995,I-MM,I-MF,,,
6213,0.392124694,0.403488995,0.380989827,0.242175455,0.403488995,I-MM,I-MF,,,
6214,0.321584993,0.352485244,0.308203303,0.185065296,0.352485244,I-MM,I-MF,,,
6215,0.102730571,0.124440667,0.116795884,0.062441827,0.124440667,I-MM,I-MM,,,
6216,0.261990367,0.260502776,0.24684324,0.169920888,0.261990367,I-MF,I-MF,,,
6217,0.28961966,0.274980338,0.270279405,0.172046968,0.28961966,I-MF,I-MF,,,
6218,0.351672716,0.370189926,0.381461372,0.243315685,0.381461372,I-SE,I-MF,,,
6219,0.351672716,0.370189926,0.381461372,0.243315685,0.381461372,I-SE,I-MF,,,
6220,0.28961966,0.274980338,0.270279405,0.172046968,0.28961966,I-MF,I-MF,,,
6221,0.261990367,0.260502776,0.24684324,0.169920888,0.261990367,I-MF,I-MF,,,
6222,0.393017727,0.449258446,0.409543843,0.260598467,0.449258446,I-MM,I-MM,,,
6223,0.260396751,0.296190154,0.304821452,0.230998661,0.304821452,I-SE,I-SE,,,
6224,0.240969078,0.265322997,0.274493832,0.187840342,0.274493832,I-SE,I-MM,,,
6225,0.240969078,0.265322997,0.274493832,0.187840342,0.274493832,I-SE,I-MM,,,
6226,0.260396751,0.296190154,0.304821452,0.230998661,0.304821452,I-SE,I-MM,,,
6227,0.393017727,0.449258446,0.409543843,0.260598467,0.449258446,I-MM,I-MM,,,
6228,0.341683847,0.32537287,0.293791457,0.181883957,0.341683847,I-MF,I-MF,,,
6229,0.178408087,0.197286196,0.205471205,0.122013706,0.205471205,I-SE,I-MM,,,
6230,0.385086961,0.448200163,0.421976715,0.273625055,0.448200163,I-MM,I-MF,,,
6231,0.385086961,0.448200163,0.421976715,0.273625055,0.448200163,I-MM,I-MF,,,
6232,0.178408087,0.197286196,0.205471205,0.122013706,0.205471205,I-SE,I-MM,,,
6233,0.341683847,0.32537287,0.293791457,0.181883957,0.341683847,I-MF,I-MF,,,
6234,0.262412256,0.333038503,0.294522617,0.190927156,0.333038503,I-MM,I-MM,,,
6235,0.287182998,0.300705294,0.287831114,0.178561509,0.300705294,I-MM,I-MM,,,
6236,0.260082686,0.292040518,0.302189592,0.181789569,0.302189592,I-SE,I-MM,,,
6237,0.260082686,0.292040518,0.302189592,0.181789569,0.302189592,I-SE,I-MM,,,
6238,0.287182998,0.300705294,0.287831114,0.178561509,0.300705294,I-MM,I-MM,,,
6239,0.262412256,0.333038503,0.294522617,0.190927156,0.333038503,I-MM,I-MM,,,
6240,0.277125237,0.342204876,0.334285535,0.242680577,0.342204876,I-MM,I-MM,,,
6241,0.195219016,0.233221122,0.237718837,0.156344777,0.237718837,I-SE,I-MF,,,
6242,0.155410697,0.17585244,0.15760956,0.082272124,0.17585244,I-MM,I-MF,,,
6243,0.155410697,0.17585244,0.15760956,0.082272124,0.17585244,I-MM,I-MF,,,
6244,0.195219016,0.233221122,0.237718837,0.156344777,0.237718837,I-SE,I-MM,,,
6245,0.277125237,0.342204876,0.334285535,0.242680577,0.342204876,I-MM,I-MF,,,
6246,0.132317913,0.177791917,0.188377691,0.089150791,0.188377691,I-SE,I-MM,,,
6247,0.153789496,0.188647866,0.179303459,0.111010366,0.188647866,I-MM,I-MM,,,
6248,0.320264563,0.382938686,0.371664174,0.237576852,0.382938686,I-MM,I-MM,,,
6249,0.320264563,0.382938686,0.371664174,0.237576852,0.382938686,I-MM,I-SE,,,
6250,0.153789496,0.188647866,0.179303459,0.111010366,0.188647866,I-MM,I-MF,,,
6251,0.132317913,0.177791917,0.188377691,0.089150791,0.188377691,I-SE,I-MM,,,
6252,0.187056839,0.22575141,0.200920894,0.120056922,0.22575141,I-MM,I-SE,,,
6253,0.122636485,0.133194569,0.130379732,0.085054771,0.133194569,I-MM,I-SE,,,
6254,0.174461921,0.231335861,0.237559805,0.188083251,0.237559805,I-SE,I-NE,,,
6255,0.174461921,0.231335861,0.237559805,0.188083251,0.237559805,I-SE,I-NE,,,
6256,0.122636485,0.133194569,0.130379732,0.085054771,0.133194569,I-MM,I-SE,,,
6257,0.187056839,0.22575141,0.200920894,0.120056922,0.22575141,I-MM,I-SE,,,
6258,0.146993834,0.158252407,0.15091662,0.07283933,0.158252407,I-MM,I-SE,,,
6259,0.116588467,0.13357934,0.115387684,0.073445263,0.13357934,I-MM,I-MM,,,
6260,0.230439441,0.252131143,0.246385347,0.161440184,0.252131143,I-MM,I-SE,,,
6261,0.230439441,0.252131143,0.246385347,0.161440184,0.252131143,I-MM,I-SE,,,
6262,0.116588467,0.13357934,0.115387684,0.073445263,0.13357934,I-MM,I-SE,,,
6263,0.146993834,0.158252407,0.15091662,0.07283933,0.158252407,I-MM,I-SE,,,
6264,0.289946527,0.2878642,0.261831619,0.1659596,0.289946527,I-MF,I-MM,,,
6265,0.177430479,0.180239657,0.182167272,0.107669357,0.182167272,I-SE,I-MF,,,
6266,0.27178447,0.33917942,0.309181211,0.203173631,0.33917942,I-MM,I-MM,,,
6267,0.27178447,0.33917942,0.309181211,0.203173631,0.33917942,I-MM,I-MM,,,
6268,0.177430479,0.180239657,0.182167272,0.107669357,0.182167272,I-SE,I-MF,,,
6269,0.289946527,0.2878642,0.261831619,0.1659596,0.289946527,I-MF,I-MM,,,
6270,0.05397365,0.073245489,0.075880401,0.064485022,0.075880401,I-SE,I-SE,,,
6271,0.108778606,0.13311131,0.136384444,0.093324634,0.136384444,I-SE,I-NE,,,
6272,0.073811904,0.087791726,0.083152166,0.025596556,0.087791726,I-MM,I-SE,,,
6273,0.073811904,0.087791726,0.083152166,0.025596556,0.087791726,I-MM,I-SE,,,
6274,0.108778606,0.13311131,0.136384444,0.093324634,0.136384444,I-SE,I-NE,,,
6275,0.05397365,0.073245489,0.075880401,0.064485022,0.075880401,I-SE,I-SE,,,
6276,0.156711238,0.171066874,0.173861501,0.112020926,0.173861501,I-SE,I-NE,,,
6277,0.169008696,0.172538213,0.167168176,0.100296113,0.172538213,I-MM,I-SE,,,
6278,0.054251987,0.063592215,0.06649375,0.073463592,0.073463592,I-NE,I-NE,,,
6279,0.054251987,0.063592215,0.06649375,0.073463592,0.073463592,I-NE,I-NE,,,
6280,0.169008696,0.172538213,0.167168176,0.100296113,0.172538213,I-MM,I-SE,,,
6281,0.156711238,0.171066874,0.173861501,0.112020926,0.173861501,I-SE,I-SE,,,
6282,0,0,0,0.00243795,0.00243795,I-NE,I-NE,,,
6283,0,0,0,0,0,I-MF,I-NE,,,
6284,0,0,0,0,0,I-MF,I-NE,,,
6285,0,0,0,0,0,I-MF,I-NE,,,
6286,0,0,0,0,0,I-MF,I-NE,,,
6287,0,0,0,0.00243795,0.00243795,I-NE,I-NE,,,
6288,0.287367187,0.243120015,0.21943504,0.131473268,0.287367187,I-MF,I-MF,,,
6289,0.261120138,0.22339213,0.205968626,0.117479644,0.261120138,I-MF,I-MF,,,
6290,0.170553873,0.182920341,0.15902899,0.10147706,0.182920341,I-MM,I-MF,,,
6291,0.170553873,0.182920341,0.15902899,0.10147706,0.182920341,I-MM,I-MF,,,
6292,0.261120138,0.22339213,0.205968626,0.117479644,0.261120138,I-MF,I-MF,,,
6293,0.287367187,0.243120015,0.21943504,0.131473268,0.287367187,I-MF,I-MF,,,
6294,0.021750739,0.024648533,0.032904156,0.087159158,0.087159158,I-NE,I-NE,,,
6295,0.086737484,0.062081646,0.063534042,0.167672036,0.167672036,I-NE,I-NE,,,
6296,0.086737484,0.062081646,0.063534042,0.167672036,0.167672036,I-NE,I-NE,,,
6297,0.021750739,0.024648533,0.032904156,0.087159158,0.087159158,I-NE,I-NE,,,
6298,0.361097481,0.383836013,0.326602647,0.192362425,0.383836013,I-MM,I-MM,,,
6299,0.318235708,0.324403838,0.296867033,0.185886399,0.324403838,I-MM,I-MM,,,
6300,0.139602312,0.124891399,0.092755029,0.039506071,0.139602312,I-MF,I-MM,,,
6301,0.139602312,0.124891399,0.092755029,0.039506071,0.139602312,I-MF,I-MM,,,
6302,0.318235708,0.324403838,0.296867033,0.185886399,0.324403838,I-MM,I-MM,,,
6303,0.361097481,0.383836013,0.326602647,0.192362425,0.383836013,I-MM,I-MM,,,
6304,0.325709689,0.328583339,0.306236125,0.187798269,0.328583339,I-MM,I-MM,,,
6305,0.218446359,0.256058994,0.238549685,0.132446713,0.256058994,I-MM,I-MM,,,
6306,0.336300876,0.390053872,0.340370742,0.20927566,0.390053872,I-MM,I-MM,,,
6307,0.336300876,0.390053872,0.340370742,0.20927566,0.390053872,I-MM,I-MM,,,
6308,0.218446359,0.256058994,0.238549685,0.132446713,0.256058994,I-MM,I-SE,,,
6309,0.325709689,0.328583339,0.306236125,0.187798269,0.328583339,I-MM,I-MM,,,
6310,0.386347952,0.460042024,0.404554356,0.239253974,0.460042024,I-MM,I-MM,,,
6311,0.490928437,0.546458962,0.498626658,0.303931027,0.546458962,I-MM,I-MM,,,
6312,0.273035144,0.313153203,0.325406428,0.16488107,0.325406428,I-SE,I-MM,,,
