,Username,Testid,Version,Response,Score
19464,B2126680,1413454.0,B,"Mi clase favorita es ciencia. Specificamente biolgia. Es un clase favorita porque yo amor mi profressora. Ella es muy bueno en dija ese clase. Yo comprende muchos en la clase. Las puerbas en la clase es muy deficil. Si yo estudando mucho, yo habia bueno en la puerba. En la clase, nosotros esbiremos notas mucho. Nosotros expierementemos mucho. Yo tengo puerabas y tarea en la clase. Yo estudio mucho para la clase porque si yo no estudio, yo no daria a bueno grado en la clase. Mis amigos y yo todos amor la clase y la professora. Es un bueno clase tocar en la escuela caundo tu estas a tres anos en la escuela. ",I-MF
19468,B2126680,1413454.0,B,Donde esta tu trabajas? Cuando habia trabajas? Te gusta donde tu trabajas o que tus trabajas es? Que te gustas y que estas interesantes en tus viva? Es un familia pequeno o grande? Te gusta una familia mucho? Tienes un hermana o hermano? Tienes una tia o tio? Vivias con tu mama o papa o todos? Es casa un grande o pequeno? Te gusta tiene una casa en Madrid? Es Madrid bueno vivir en? Que cosas te gustas dar para diviertes? A nacir? Te gustas leer? Te gustas hablar mucho o no? Te gustas estudiantes pequeno o grande en anos? Te gustas ayudas estudiantes estan en espanol o ingles? ,I-MF
19535,B2127049,1413788.0,A2,me favorita class es gimnasio porque me es atletico y activio. en gimnasio me es activio.,I-SE
19536,B2127049,1413788.0,A2,me gustaria escuele porque actividas. me gusta escuela porque gimnasio y english class. me jugar basquetboll actividads ,I-SE
19537,B2127049,1413788.0,A2,es yu job difficulte? es yu job activio? you gusta yu job?,I-SE
19544,B2127049,1413788.0,A2,es yu job difficulte? es yu job activio? you gusta yu job?,I-SE
19545,B2127049,1413788.0,A2,me gustaria escuele porque actividas. me gusta escuela porque gimnasio y english class. me jugar basquetboll actividads ,I-SE
19546,B2127049,1413788.0,A2,me favorita class es gimnasio porque me es atletico y activio. en gimnasio me es activio.,I-SE
19613,B2128677,1415384.0,A2,Hola Classe. Yo clase es chemistry. Mi gusta chemistry proque divortido. Mi profesor Mr. Farkas es comico. Como es divortido clase ,I-SE
19614,B2128677,1415384.0,A2,"Hola clase. Mi escula es moy bien. Futboll americano es bein, actividads moy bien. Profesores es mual. Yo como en el cafitreia es  simpre mual. ",I-NE
19615,B2128677,1415384.0,A2,Hola Profe. Como estas? Yo bein. De donde eras en el Madrid?  Que te gusta harcer?  Como es profesion? Como estas familia? Mi familia moy bien. ,I-MM
19622,B2128677,1415384.0,A2,Hola Profe. Como estas? Yo bein. De donde eras en el Madrid?  Que te gusta harcer?  Como es profesion? Como estas familia? Mi familia moy bien. ,I-SE
19623,B2128677,1415384.0,A2,"Hola clase. Mi escula es moy bien. Futboll americano es bein, actividads moy bien. Profesores es mual. Yo como en el cafitreia es  simpre mual. ",I-SE
19624,B2128677,1415384.0,A2,Hola Classe. Yo clase es chemistry. Mi gusta chemistry proque divortido. Mi profesor Mr. Farkas es comico. Como es divortido clase ,I-SE
19709,B2128934,1415643.0,A2,"Quierdo estudiantes de Lima,      Como estan? Me llamo Maggie y yo attendo la escuela en los Estados Unidos. Yo esoty en mi 11 anos de escuela y yo ha tenido muchas clases favoritas. Mi clase favorita es la chemica de AP porque es muy dificil, pero muy interesante. Yo tengo muhcos amigos en la clase de chemica. Se llaman Abbey, Lanie, y Maggie. En la clase de chemica, nostoros siempre escribimos las palabras de chemica y hacemos muchos cosas. Mi cosa favorita que nostoros hacemos fui el helado. Si, nostoros hacemos el helado en mi clase! En la clase de chemica, hay muchas los estudiantes intellegentes porque la chemica de AP es una clase de universidad, tan es muy dificil. Pero, mi profesora siempre hace mejor. Ella se llama Senora Hadley y ella es muy simpatico. Es necesario que ella sea simpatico porque ella ayuda con nuestra tarea mucho. Que son tus clases favoritas? Adios, Maggie ",I-MF
19710,B2128934,1415643.0,A2,"Hola amgia!    Mi escuela es muy divertida proque todos los prefesoras ensenan muy bien. Yo dudo que hay sea un profesor o una presfesora que ensenar mal. Me gusta mi escuela proque todos mis clases son interesante, pero otras clases son dificil. Es necesario que todas las clases son divertida por los estudiantes. Yo no dudo que uno estudiante no querre la clase si la clase es divertida y interesante. Las clases serian divertida y intersante tan los estudiantes escucharian. Si los estudiantes escucharia, los estudiantes ten las notas mejor. Adios,Maggie ",I-MF
19712,B2128934,1415643.0,A2,"Quierdo el profesor nuevo,      Hola, me llamo Maggie y yo soy una estudiante en Page High School. El club de espanol quieran saber cosas sobre usted. Primero, que es su nombre? Que te gusta hacer en su pasatiempo? Es mejor que le guste ayudar los estuidiantes en su pasatiempo porque nosotros queremos un profesor que puede nos ayudar. Que fue tu actividad favorita cuando usted fue un nino? Cuando decidio que usted quierro un profesor? Tiene una familia? Donde nacio? Donde vivio?  Le gustabo donde vivir? Que estaba su favoirta cosa lo sobre? Cuando se movio en su casa nueve? Sinceremente, Maggie",I-MF
19717,B2128934,1415643.0,A2,"Quierdo el profesor nuevo,      Hola, me llamo Maggie y yo soy una estudiante en Page High School. El club de espanol quieran saber cosas sobre usted. Primero, que es su nombre? Que te gusta hacer en su pasatiempo? Es mejor que le guste ayudar los estuidiantes en su pasatiempo porque nosotros queremos un profesor que puede nos ayudar. Que fue tu actividad favorita cuando usted fue un nino? Cuando decidio que usted quierro un profesor? Tiene una familia? Donde nacio? Donde vivio?  Le gustabo donde vivir? Que estaba su favoirta cosa lo sobre? Cuando se movio en su casa nueve? Sinceremente, Maggie",I-MF
19719,B2128934,1415643.0,A2,"Hola amgia!    Mi escuela es muy divertida proque todos los prefesoras ensenan muy bien. Yo dudo que hay sea un profesor o una presfesora que ensenar mal. Me gusta mi escuela proque todos mis clases son interesante, pero otras clases son dificil. Es necesario que todas las clases son divertida por los estudiantes. Yo no dudo que uno estudiante no querre la clase si la clase es divertida y interesante. Las clases serian divertida y intersante tan los estudiantes escucharian. Si los estudiantes escucharia, los estudiantes ten las notas mejor. Adios,Maggie ",I-MF
19720,B2128934,1415643.0,A2,"Quierdo estudiantes de Lima,      Como estan? Me llamo Maggie y yo attendo la escuela en los Estados Unidos. Yo esoty en mi 11 anos de escuela y yo ha tenido muchas clases favoritas. Mi clase favorita es la chemica de AP porque es muy dificil, pero muy interesante. Yo tengo muhcos amigos en la clase de chemica. Se llaman Abbey, Lanie, y Maggie. En la clase de chemica, nostoros siempre escribimos las palabras de chemica y hacemos muchos cosas. Mi cosa favorita que nostoros hacemos fui el helado. Si, nostoros hacemos el helado en mi clase! En la clase de chemica, hay muchas los estudiantes intellegentes porque la chemica de AP es una clase de universidad, tan es muy dificil. Pero, mi profesora siempre hace mejor. Ella se llama Senora Hadley y ella es muy simpatico. Es necesario que ella sea simpatico porque ella ayuda con nuestra tarea mucho. Que son tus clases favoritas? Adios, Maggie ",I-MF
19931,B2129712,1416423.0,A2,"Ravenwood tiene muchas clases diferentes, pero una de estas clases es más mejor de las otras. Mi clase favorita es matématicas porque hay mucha informacion para aprender. Cuando el año empezó, mi professor nos dijo ¨Esta clase será su clase favorita si estudias, trabajar, y escuchas¨. Él tuvo mucho razón. En matématicas  estamos aprediendo sobre los numeros de ¨pi¨ y la relación sobre pi y los circulos. También, la proxima semana, aprederémos sobre el number de Euler y otras cosas muy interesantes. Aunque, hay mucha tarea. No es un problema muy dramatica, pero puede ser dificil si tienes tarea cada noche encima de las otras clases. En total, recomiendo que toma esta clase si te gustan numeros",I-MF
19932,B2129712,1416423.0,A2,"Mi escuela tienes muchas cosas buenas, y por eso, estoy felíz para ser un estudiante de Ravenwood. Primero, los professores son muy intelligentes y amables. Si no entiendes una cosa en la clase, los professores te ayudarás. También, si pierdes tu tarea, no tenges miedo. Puedes hacerlo y entregas más tarde. Adémas, todas las clases son muy interesantes. Nunca he tenido una clase que fue aburrido. Aunque hay muchas cosas que son buendos sobre esta escuela, hay algunos problemas. Mientras que las clases son muy interesantes, algunas de los estudiantes no paga atención en la clase. Normalmente, este so sea un problema, pero los estudiantes que no están pagando atención también están molestando los otros estudiantes el la clase, y los professores no hacen nada. Las mujeres que hacen almoreza son muy simpaticas, pero la comida es más o menos horrible. Por eso, hicí mi almorza en la mañana, cada mañana. Una véz, olvidé mi comida a mi casa y tuve que comer en el comedor. Fue terrible. En total, mi escuela son muy buena, pero hay algunos problemas.",I-MF
19933,B2129712,1416423.0,A2,"Cuando era un niño, ¿Querías ser un professor?Normalmente, ¿Cuantos estudiantes están en tus clases?¿Enseñas Inglés a tus estuduantes? ¿Les gusta?¿Cuantos miembros hay en tu famila? ¿Hay una persona en tu familia que viva en los Estados Unidos?¿Cual es tu signatura favorita para enseñar?¿Que te gusta hacer en tu tiempo libre?¿Por que vine a los Estados Unidos?¿Tienes un esposo? ¿Comó se llama?¿TIenes un perro o gato? ¿Comó se llama?",I-MF
19940,B2129712,1416423.0,A2,"Cuando era un niño, ¿Querías ser un professor?Normalmente, ¿Cuantos estudiantes están en tus clases?¿Enseñas Inglés a tus estuduantes? ¿Les gusta?¿Cuantos miembros hay en tu famila? ¿Hay una persona en tu familia que viva en los Estados Unidos?¿Cual es tu signatura favorita para enseñar?¿Que te gusta hacer en tu tiempo libre?¿Por que vine a los Estados Unidos?¿Tienes un esposo? ¿Comó se llama?¿TIenes un perro o gato? ¿Comó se llama?",I-MF
19941,B2129712,1416423.0,A2,"Mi escuela tienes muchas cosas buenas, y por eso, estoy felíz para ser un estudiante de Ravenwood. Primero, los professores son muy intelligentes y amables. Si no entiendes una cosa en la clase, los professores te ayudarás. También, si pierdes tu tarea, no tenges miedo. Puedes hacerlo y entregas más tarde. Adémas, todas las clases son muy interesantes. Nunca he tenido una clase que fue aburrido. Aunque hay muchas cosas que son buendos sobre esta escuela, hay algunos problemas. Mientras que las clases son muy interesantes, algunas de los estudiantes no paga atención en la clase. Normalmente, este so sea un problema, pero los estudiantes que no están pagando atención también están molestando los otros estudiantes el la clase, y los professores no hacen nada. Las mujeres que hacen almoreza son muy simpaticas, pero la comida es más o menos horrible. Por eso, hicí mi almorza en la mañana, cada mañana. Una véz, olvidé mi comida a mi casa y tuve que comer en el comedor. Fue terrible. En total, mi escuela son muy buena, pero hay algunos problemas.",I-MF
19942,B2129712,1416423.0,A2,"Ravenwood tiene muchas clases diferentes, pero una de estas clases es más mejor de las otras. Mi clase favorita es matématicas porque hay mucha informacion para aprender. Cuando el año empezó, mi professor nos dijo ¨Esta clase será su clase favorita si estudias, trabajar, y escuchas¨. Él tuvo mucho razón. En matématicas  estamos aprediendo sobre los numeros de ¨pi¨ y la relación sobre pi y los circulos. También, la proxima semana, aprederémos sobre el number de Euler y otras cosas muy interesantes. Aunque, hay mucha tarea. No es un problema muy dramatica, pero puede ser dificil si tienes tarea cada noche encima de las otras clases. En total, recomiendo que toma esta clase si te gustan numeros",I-MF
19998,B2130012,1416724.0,A2,"Mi clase favorito es maté porque maté es muy facil y divertido. Yo pido muchas preguntas a mi profesora. En un semana, yo teneré un examen en maté. Mi amigos es en mi clase de maté y nosotros hablamos mucho.",I-MM
19999,B2130012,1416724.0,A2,"Yo me gusta mi escuela porque los profesores es muy bien y el gente es muy simpatico pero yo no me gusta un persona porque el no es simpactico. Nosotros tenemos un hora para almuerzamos y yo juego muchos deportes a la escuela tambien. Yo no me gustan los baños porque no es muy buen. Tambien, las frutas en el café es mal.",I-MM
20000,B2130012,1416724.0,A2,¿Te gustan frutas o chocolates mas porque nosotros teneremos almuerzamos a la escuela? ¿Te gusta la escuela dondé tu trabajas? ¿Tienes un novió o niños?,I-SE
20005,B2130012,1416724.0,A2,¿Te gustan frutas o chocolates mas porque nosotros teneremos almuerzamos a la escuela? ¿Te gusta la escuela dondé tu trabajas? ¿Tienes un novió o niños?,I-MM
20006,B2130012,1416724.0,A2,"Yo me gusta mi escuela porque los profesores es muy bien y el gente es muy simpatico pero yo no me gusta un persona porque el no es simpactico. Nosotros tenemos un hora para almuerzamos y yo juego muchos deportes a la escuela tambien. Yo no me gustan los baños porque no es muy buen. Tambien, las frutas en el café es mal.",I-MM
20007,B2130012,1416724.0,A2,"Mi clase favorito es maté porque maté es muy facil y divertido. Yo pido muchas preguntas a mi profesora. En un semana, yo teneré un examen en maté. Mi amigos es en mi clase de maté y nosotros hablamos mucho.",I-MM
20069,B2130468,1417136.0,A2,"Hola miembro de clase. Tengo cinco clases de academica: quimico, geometria, espanol, historia, y ingles. Mi clase favorito es historia y quimico porque soy interesante y es divertido. Tengo un ochenta y cinco en historia,  y un ochenta y siete en quimico. Pero no me gusta geometria porque es muy dificil. En quimico nosotros experimentamos, pero en todos las clases nosotros siempre escribamos. ",I-MF
20070,B2130468,1417136.0,A2,Me gusta Summit High School porque el educadors son muy simpatico y inteligente. El escuela es tambien muy largo. Pero es no lavar y el clases son dificil.,I-SE
20071,B2130468,1417136.0,A2,Cual es tu nombre? Que te gusta hacer? Te gustaria acampar o dormir? Quiero ser un maestro o arquitecto o biologo?,I-MM
20078,B2130468,1417136.0,A2,Cual es tu nombre? Que te gusta hacer? Te gustaria acampar o dormir? Quiero ser un maestro o arquitecto o biologo?,I-MM
20079,B2130468,1417136.0,A2,Me gusta Summit High School porque el educadors son muy simpatico y inteligente. El escuela es tambien muy largo. Pero es no lavar y el clases son dificil.,I-SE
20080,B2130468,1417136.0,A2,"Hola miembro de clase. Tengo cinco clases de academica: quimico, geometria, espanol, historia, y ingles. Mi clase favorito es historia y quimico porque soy interesante y es divertido. Tengo un ochenta y cinco en historia,  y un ochenta y siete en quimico. Pero no me gusta geometria porque es muy dificil. En quimico nosotros experimentamos, pero en todos las clases nosotros siempre escribamos. ",I-MF
20147,B2130721,1417389.0,A2,Buenos dias!             Me llamo Sarah. Escuela es divertido porque mis amigos participate. Mi clase favorita es algebra porque es facil y interesante. Mi senor es comico. No me gusta estudias sociales porque es abburido. Mi senor de la clase es estupidio y tanto. Que es la clase favorita?                                   Hasta luego! Sarah McGirk ,I-MM
20148,B2130721,1417389.0,A2,"Buenas dias!     Me llamo Sarah. Mi escuela es eh. La clases son abburido a otras actividades con mis amigos a la escuela son divertido. Te gusta a la escuela? Me necesito a improve en estudiar y asking los preguntas porque es mal. Mi jugar al tenis a la escuela. Es interesante.                                               Gracias por tu attentamente, Hata luego!                                                                       Sarah McGirk                                                   ",I-SE
20150,B2130721,1417389.0,A2,"Hola!         Me llamo Sarah. Cuantos anos tienes? Tengo quince anos. Tengo dos hermans en mi familia. Mi familia incluye una perro, Payton. Es tu familia grande? Te gusta a trabajar? Me gusta trabajar porque tengo dinero.                            Gracias por tu attentamente,                                           Sarah McGirk",I-MM
20155,B2130721,1417389.0,A2,"Hola!         Me llamo Sarah. Cuantos anos tienes? Tengo quince anos. Tengo dos hermans en mi familia. Mi familia incluye una perro, Payton. Es tu familia grande? Te gusta a trabajar? Me gusta trabajar porque tengo dinero.                            Gracias por tu attentamente,                                           Sarah McGirk",I-MM
20157,B2130721,1417389.0,A2,"Buenas dias!     Me llamo Sarah. Mi escuela es eh. La clases son abburido a otras actividades con mis amigos a la escuela son divertido. Te gusta a la escuela? Me necesito a improve en estudiar y asking los preguntas porque es mal. Mi jugar al tenis a la escuela. Es interesante.                                               Gracias por tu attentamente, Hata luego!                                                                       Sarah McGirk                                                   ",I-MM
20158,B2130721,1417389.0,A2,Buenos dias!             Me llamo Sarah. Escuela es divertido porque mis amigos participate. Mi clase favorita es algebra porque es facil y interesante. Mi senor es comico. No me gusta estudias sociales porque es abburido. Mi senor de la clase es estupidio y tanto. Que es la clase favorita?                                   Hasta luego! Sarah McGirk ,I-MM
20160,B2130751,1417419.0,A2,"Hola! Me llamo Perrin y mi clase favorita es gimnasio. Me gusta porque jugo deportes. Corro tambien. Tengo amigos en la clase que jugo baloncesto con. Y tengo amigas en la clase que hablo con. Hay gente en la clase que son gracioso y serio. Hay gente que jugan deportes bien y no bien. Es muy divertido y me gusta mucho.                                                                                                                                                                                                                                                  Atentamente,                                                                                                                    Perrin Nelson",I-MF
20161,B2130751,1417419.0,A2,"Hola, Como estas amigo? Me gusta mi escuela porque es divertido. Me gusta tambien porque de las maestros y mis amigos. Yo corro para mi escuela y amo mi equipo mucho. Jugo tenis para la escuela tambien y me gusta mucho. Creo que mi escuela necesita tener un clase de guitarra porque me gusta tocar guitarra mucho. Que son  cosas les gustan de su escuela, y que son cosas no les gustan de su escuela ?                                                                                                                        Atentamente,                                                                                                                        Perrin Nelson",I-MF
20162,B2130751,1417419.0,A2,"Hola, Me llamo Perrin. Como se llama? Donde vives exactamente? Donde ensena? Tiene hermanos o primos? Cuantos? Le gusta su trabajar? Tiene un esposo/a? Tiene ninos? Tiene una casa grande? Le gusta fiestas? Que tle gusta hacer con su tiempo libre? Le gusta jugar deportes? Le gusta escuchar musica? Le gusta hacer musica? Que es su groupo favorito? Que es su equipo favorito?                                                                                                                                                                                                                                   Antentamente,                                                                                                                 Perrin Nelson",I-MF
20167,B2130751,1417419.0,A2,"Hola, Me llamo Perrin. Como se llama? Donde vives exactamente? Donde ensena? Tiene hermanos o primos? Cuantos? Le gusta su trabajar? Tiene un esposo/a? Tiene ninos? Tiene una casa grande? Le gusta fiestas? Que tle gusta hacer con su tiempo libre? Le gusta jugar deportes? Le gusta escuchar musica? Le gusta hacer musica? Que es su groupo favorito? Que es su equipo favorito?                                                                                                                                                                                                                                   Antentamente,                                                                                                                 Perrin Nelson",I-MF
20168,B2130751,1417419.0,A2,"Hola, Como estas amigo? Me gusta mi escuela porque es divertido. Me gusta tambien porque de las maestros y mis amigos. Yo corro para mi escuela y amo mi equipo mucho. Jugo tenis para la escuela tambien y me gusta mucho. Creo que mi escuela necesita tener un clase de guitarra porque me gusta tocar guitarra mucho. Que son  cosas les gustan de su escuela, y que son cosas no les gustan de su escuela ?                                                                                                                        Atentamente,                                                                                                                        Perrin Nelson",I-MF
20169,B2130751,1417419.0,A2,"Hola! Me llamo Perrin y mi clase favorita es gimnasio. Me gusta porque jugo deportes. Corro tambien. Tengo amigos en la clase que jugo baloncesto con. Y tengo amigas en la clase que hablo con. Hay gente en la clase que son gracioso y serio. Hay gente que jugan deportes bien y no bien. Es muy divertido y me gusta mucho.                                                                                                                                                                                                                                                  Atentamente,                                                                                                                    Perrin Nelson",I-MF
20639,B2150819,1436646.0,A2,La clase de espanol es mi favorito. La clase de espanol es mi favorito porque es muy divertido. Aprendemos hablar espanol. Nosotros necistamos diccionarios.,I-MM
20640,B2150819,1436646.0,A2,Mi escuela es muy bien. Me gusta mis amigos en mi escuela. Mi escuela es tambien divertido. Tambien el los exploritories necesitas improvemos porque el es no divertido.,I-SE
20641,B2150819,1436646.0,A2,Que te gusta hacer en tu tiempo libre? Tienes una mascota? Puedes decirme mas sobre tu familia? Cual es tu estacion favorito? Puede cocinar?,I-MF
20648,B2150819,1436646.0,A2,Que te gusta hacer en tu tiempo libre? Tienes una mascota? Puedes decirme mas sobre tu familia? Cual es tu estacion favorito? Puede cocinar?,I-MM
20649,B2150819,1436646.0,A2,Mi escuela es muy bien. Me gusta mis amigos en mi escuela. Mi escuela es tambien divertido. Tambien el los exploritories necesitas improvemos porque el es no divertido.,I-MM
20650,B2150819,1436646.0,A2,La clase de espanol es mi favorito. La clase de espanol es mi favorito porque es muy divertido. Aprendemos hablar espanol. Nosotros necistamos diccionarios.,I-MM
20663,B2150871,1436698.0,A2,Mi clase favorita es la clase de historia. La clase de historia es mi favorita porque mi maestro es muy comico. Él siempre hace nuestro clase divertido. En ese clase nosotros jugamos juegos. También mi maestro hace mi clase leer las notas. En mi clase hay las fotos comicas. Mi maestro es el mejor. Podemos jugar sobre nuetro telefono. ,I-MF
20664,B2150871,1436698.0,A2,Mi escuela es asombroso porque los maestros son muy amable. Ellos ayudan todos los estudientes todos los días. Mis maestros son muy comico este año. También los estudientes son simpaticos a veces. Nosotros muy a muendo tenemos tarea en mis clases. Me gusta cuando trabajamos con computadoras en clase. Pero necesitamos las cumputadoras nuevas. No son nuevos y muy lentos. También hay un poco tiempo despues de la clase. ,I-MF
20666,B2150871,1436698.0,A2,¡Hola! Yo tengo preguntas por Usted. ¿Que haces? ¿Te gusta tu trabaja? ¿Que te gusta hecer en tu tiempo libre? ¿Usted prefiere ingles o historia? ¿Usted tiene hijos y cuantos años tienen? ¿Te gusta ir a la playa?,I-MF
20671,B2150871,1436698.0,A2,¡Hola! Yo tengo preguntas por Usted. ¿Que haces? ¿Te gusta tu trabaja? ¿Que te gusta hecer en tu tiempo libre? ¿Usted prefiere ingles o historia? ¿Usted tiene hijos y cuantos años tienen? ¿Te gusta ir a la playa?,I-MF
20673,B2150871,1436698.0,A2,Mi escuela es asombroso porque los maestros son muy amable. Ellos ayudan todos los estudientes todos los días. Mis maestros son muy comico este año. También los estudientes son simpaticos a veces. Nosotros muy a muendo tenemos tarea en mis clases. Me gusta cuando trabajamos con computadoras en clase. Pero necesitamos las cumputadoras nuevas. No son nuevos y muy lentos. También hay un poco tiempo despues de la clase. ,I-MF
20674,B2150871,1436698.0,A2,Mi clase favorita es la clase de historia. La clase de historia es mi favorita porque mi maestro es muy comico. Él siempre hace nuestro clase divertido. En ese clase nosotros jugamos juegos. También mi maestro hace mi clase leer las notas. En mi clase hay las fotos comicas. Mi maestro es el mejor. Podemos jugar sobre nuetro telefono. ,I-MF
20846,B2160565,1446198.0,B,"Mi clase favorita es la clase de Español, proque tengo un buena profesora y las actividades en la clase están muy divertida. Mi profesora les dan muchas cosas que ayudan pensar español. Nostros aprendemos nuevo vocabulario de la naturaleza, el medioambiente, y las frases de Costa Rica. Me gusta aprendí espanol porque podría ir a un lugar que las personas hablan español. La clase es un poco dificil proque es una lengua nuevo, pero mí profesora me ayuda cuando necesito ayudo. ",I-MF
20847,B2160565,1446198.0,B,"Hola profesora! Espero que tú tiene un buena viaje de Madrid a los Estados Unidos. Antes de to visita, quiero aprender que tú vida. En Madrid, que clase enseña? En mi escuela de Westwood, mi clase favorita es la clase de español. Tambien, que haces para diviertes? Me gusta corrí o escucho la musica. Que vas a hacer en el club de cultura español? Estoy emocionado para tú vistitas los Estados Unidos, hasta luego!",I-MM
20848,B2160565,1446198.0,B,"Hola amiga! Mi escuela es muy bien, me gusta mis clases y mis profesores. Tengo amigos y amigas en todos mis clases, y ellos me ayudan cuando necesito ayudo.  Westwood High school es una buena escuela, la comida en la cafetería es muy delicioso. Puedo tener un sanwich y tienen muchas frutas y otras comidas. Me gusta la escuela, pero, espero que las clases era mejor bajo. Las clases están muy larga. Yo estoy abburido en la clase de matématicas. También, hay muchos caros encima de la escuela y me poongo nervioso. Estoy feliz de yo en la escuela de Westwood. ",I-MF
21038,B2166339,1451774.0,B,Hola! Me llamo Brian. Yo visito la escuela en marzo.¿Que hora la escuela?¿Que ve la escuela?¿Que ve la casa?¿Donde es el banyo en la escuela?¿estudiantes en la escuela?Adios!,I-SE
21039,B2166339,1451774.0,B,Holla!Me llamo Brian. Yo voy es Staples High School. Mi clase favorito es Español. Me gusta Español clase porque Señora Wentworth. Señora Wentworth mi professora favorito. Nosotros hablamos español y practicamos para la prueba.Adios ,I-MM
21040,B2166339,1451774.0,B,"Hola,Me gusta la escuela porque las professoras. Yo hago muchos amigos en la escuela. La escuela mal comidas en la cafeteria. Las professoras mucho tarea para la tarde.Adios!",I-SE
21041,B2166339,1451774.0,B,"Hola,Me gusta la escuela porque las professoras. Yo hago muchos amigos en la escuela. La escuela mal comidas en la cafeteria. Las professoras mucho tarea para la tarde.Adios!",I-SE
21042,B2166339,1451774.0,B,Holla!Me llamo Brian. Yo voy es Staples High School. Mi clase favorito es Español. Me gusta Español clase porque Señora Wentworth. Señora Wentworth mi professora favorito. Nosotros hablamos español y practicamos para la prueba.Adios ,I-SE
21043,B2166339,1451774.0,B,Hola! Me llamo Brian. Yo visito la escuela en marzo.¿Que hora la escuela?¿Que ve la escuela?¿Que ve la casa?¿Donde es el banyo en la escuela?¿estudiantes en la escuela?Adios!,I-SE
21227,B2174773,1460055.0,A2,"Mi clase favorito es ciencias sociales porque es muy muy facil y es interesante. Me gustan muchas actividades en ciencias sociales. Me gusta la tarea, los projectos y los lecciones. CIencias Sociales es mi favorito porque yo es excellente en la clase y me gusta la profesora. La profesora es amable porque ella no tiene la tarea y la clase es muy divertido. ",I-MF
21228,B2174773,1460055.0,A2,"MI escuela es bueno y mal. Primero, los clases es excellente porque es fácil, divertido y los profesores es amable. Tambíen, la escuela está cerca de el pizzería para mis amigos y yo vamos al pizzeríá para el pizza y agua despues de escuela. El almuerzo es muy mal porque no tiene agua o la leche, y la comida está hambuergesas todos los dias. ",I-MF
21230,B2174773,1460055.0,A2,¿Cuantos años tienes?¿ Comó te llamas?¿ Tienes hermanos?¿Que es tú comida favorita?¿Que es la activad favorita?¿Cúal es tú occupaccíon?,I-MM
21235,B2174773,1460055.0,A2,¿Cuantos años tienes?¿ Comó te llamas?¿ Tienes hermanos?¿Que es tú comida favorita?¿Que es la activad favorita?¿Cúal es tú occupaccíon?,I-MM
21237,B2174773,1460055.0,A2,"MI escuela es bueno y mal. Primero, los clases es excellente porque es fácil, divertido y los profesores es amable. Tambíen, la escuela está cerca de el pizzería para mis amigos y yo vamos al pizzeríá para el pizza y agua despues de escuela. El almuerzo es muy mal porque no tiene agua o la leche, y la comida está hambuergesas todos los dias. ",I-MF
21238,B2174773,1460055.0,A2,"Mi clase favorito es ciencias sociales porque es muy muy facil y es interesante. Me gustan muchas actividades en ciencias sociales. Me gusta la tarea, los projectos y los lecciones. CIencias Sociales es mi favorito porque yo es excellente en la clase y me gusta la profesora. La profesora es amable porque ella no tiene la tarea y la clase es muy divertido. ",I-MF
21480,B2189394,1474424.0,A1,Hola:En la escuela llegamos y empezamos el dia con matematicás pr dos horas hasta el recreo. Cuando regresamos de recreo hasemos estudios sociales hasta la hora de Ciencias hasta que vamos a almuerzo. Despues vamos a educasuion fisica por una hora y despues es tiempo para ir a la casa y mi mama me recoja.  ,I-MF
21481,B2189394,1474424.0,A1,En la escuela estoy trabajando en un proyecto de Cesar Cavez y Dolores Huerta donde nesecitamos escribir sobre lo que hicieron para nosotros.  A mi me gusta este proyecto porque me gusta la historia de Cecar chavez porque me inspira mucho para hacer algo tambien. Ellos lucharon para un pago justo para los granjerosgracias.,I-MF
21483,B2189394,1474424.0,A1, ¿ Te gusta tu trabajo ? ¿Que es tu comida favorita?¿Tienes Hijos?¿Te gusta escribir?¿Te gusta dibujar?¿Tienes mascotas?¿Te guasta los deportes?¿Te gusta el futbol?,I-MF
21486,B2189394,1474424.0,A1, ¿ Te gusta tu trabajo ? ¿Que es tu comida favorita?¿Tienes Hijos?¿Te gusta escribir?¿Te gusta dibujar?¿Tienes mascotas?¿Te guasta los deportes?¿Te gusta el futbol?,I-MF
21488,B2189394,1474424.0,A1,En la escuela estoy trabajando en un proyecto de Cesar Cavez y Dolores Huerta donde nesecitamos escribir sobre lo que hicieron para nosotros.  A mi me gusta este proyecto porque me gusta la historia de Cecar chavez porque me inspira mucho para hacer algo tambien. Ellos lucharon para un pago justo para los granjerosgracias.,I-MF
21489,B2189394,1474424.0,A1,Hola:En la escuela llegamos y empezamos el dia con matematicás pr dos horas hasta el recreo. Cuando regresamos de recreo hasemos estudios sociales hasta la hora de Ciencias hasta que vamos a almuerzo. Despues vamos a educasuion fisica por una hora y despues es tiempo para ir a la casa y mi mama me recoja.  ,I-MF
21665,B2196697,1481543.0,A2,En la Mountain Brook Junior HIgh mi clase favorita es la clase de español. En español yo tengo pequeno tarea. En la clase de español yo tengo mucha trabaja con amigos y con gramatica y vocabulario. La clase de español es muy divertido. Yo preguntar mucho preguntas. ,I-MM
21666,B2196697,1481543.0,A2,Me gusta Mountain Brook junior porque mucho amigos estan en la escuela. Las personas en Mountain Brook Junior High es divertido. Las clases en Mountain Brook Junior High es muy divertido. La escula es grande y tiene mucho estudiantes. La esculea tiene mucho clases y mucho deportes. ,I-MM
