no,reviseNetID,text,distA,distAMinus,distBPlus,distB,maxSim,predicted,expected
37,griffithhailey,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611524,0.552457485,0.604754847,0.495717578,0.604754847,B+,A-
38,guozixuan,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.57561108,0.550768482,0.604751697,0.495717578,0.604751697,B+,A-
39,haansonya,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575612918,0.551430385,0.604751697,0.495717578,0.604751697,B+,A-
40,hallhunter,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611923,0.550391776,0.604751697,0.495717578,0.604751697,B+,A-
41,harmsalexander,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.5756102,0.552346345,0.604751697,0.495717578,0.604751697,B+,A-
42,hayesdavid,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576329379,0.550943754,0.604750791,0.495690799,0.604750791,B+,A
43,hegernicholas,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.577104455,0.550943754,0.604751697,0.495717578,0.604751697,B+,A
44,holmanandrew,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575589141,0.550903649,0.613867999,0.495715063,0.613867999,B+,B+
45,hoopingarnerkaitlyn,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.572644283,0.550943729,0.604742352,0.495717578,0.604742352,B+,A
46,hushaohang,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.57560951,0.552491669,0.604751697,0.495717578,0.604751697,B+,A-
47,hutchinsontyler,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575566172,0.550893687,0.614661417,0.495668982,0.614661417,B+,B+
48,ikanovicami,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611961,0.551031846,0.604751697,0.495717578,0.604751697,B+,A-
49,ishmancolin,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611961,0.551636339,0.604751697,0.495717578,0.604751697,B+,A-
50,iskrenovpresiian,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611259,0.552512779,0.604751172,0.495717578,0.604751172,B+,A-
51,jonesseth,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611808,0.546020484,0.604751697,0.495717578,0.604751697,B+,A-
52,juarezallan,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575608503,0.549221111,0.604751697,0.495700306,0.604751697,B+,A-
53,kielnoah,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.573917691,0.549105151,0.593778567,0.493682136,0.593778567,B+,B+
54,kilburgkaden,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576457519,0.550936563,0.604747115,0.495717578,0.604747115,B+,A
55,kimjiwoo,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611834,0.553097322,0.604751697,0.495700306,0.604751697,B+,A-
56,kreutnersarah,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611961,0.554664646,0.604751697,0.495717578,0.604751697,B+,A-
57,kruegerkarter,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576247965,0.550943669,0.604751697,0.495717578,0.604751697,B+,A
58,kruegertyler,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575589037,0.550941641,0.607386953,0.495758175,0.607386953,B+,B+
59,laixingting,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611961,0.552476752,0.604751697,0.495717578,0.604751697,B+,A-
60,leachdaulton,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.569033613,0.550943456,0.604749885,0.495717578,0.604749885,B+,A
61,leejorden,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611425,0.55292561,0.604751697,0.495717578,0.604751697,B+,A-
62,loftusjoshua,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575575934,0.550527893,0.604706923,0.495668982,0.604706923,B+,A-
63,longerearthur,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.577957468,0.550943839,0.604743546,0.495717578,0.604743546,B+,A
64,majerusharrison,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610046,0.547872705,0.604751697,0.495717578,0.604751697,B+,A-
65,mallikaashutosh,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575481461,0.55075943,0.587115467,0.494994159,0.587115467,B+,B+
66,marcanioeric,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.574529444,0.550943485,0.604743021,0.495710883,0.604743021,B+,A
67,marekandrew,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610832,0.552992723,0.604742245,0.495697494,0.604742245,B+,A-
68,marksadam,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.572513705,0.550943711,0.604703705,0.495717578,0.604703705,B+,A
69,mathiebecker,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.562276821,0.537084232,0.547269656,0.481641949,0.562276821,A,B+
70,mckillipjordan,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.577518302,0.550943754,0.604751697,0.495710883,0.604751697,B+,A
71,mckinleycolby,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611501,0.551299398,0.604751697,0.495717578,0.604751697,B+,A-
72,minardmaxwell,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611348,0.55119471,0.604751697,0.495717578,0.604751697,B+,A-
73,moellerjoshua,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.577458305,0.550943583,0.604751697,0.495704188,0.604751697,B+,A
